Province,District,PollingCenter,provId,distId,PC Code,psId,TotalVoters,TotalMale,TotalFemale,Kochi,Gender,PS #,voters
DAYKUNDI,SHAHRISTAN,Palaleech Mosque,24,2402,2402056,2402056-01,807,383,424,0,M,01,383
DAYKUNDI,SHAHRISTAN,Palaleech Mosque,24,2402,2402056,2402056-02,807,383,424,0,F,02,212
DAYKUNDI,SHAHRISTAN,Palaleech Mosque,24,2402,2402056,2402056-03,807,383,424,0,F,03,212
DAYKUNDI,SHAHRISTAN,Tagab Largar Mosque,24,2402,2402057,2402057-01,726,344,382,0,M,01,344
DAYKUNDI,SHAHRISTAN,Tagab Largar Mosque,24,2402,2402057,2402057-02,726,344,382,0,F,02,382
DAYKUNDI,SHAHRISTAN,Tagab Ghaibi Mosque,24,2402,2402058,2402058-01,532,280,252,0,M,01,280
DAYKUNDI,SHAHRISTAN,Tagab Ghaibi Mosque,24,2402,2402058,2402058-02,532,280,252,0,F,02,252
DAYKUNDI,SHAHRISTAN,Chah Mosque,24,2402,2402059,2402059-01,536,313,223,0,M,01,313
DAYKUNDI,SHAHRISTAN,Chah Mosque,24,2402,2402059,2402059-02,536,313,223,0,F,02,223
DAYKUNDI,SHAHRISTAN,Sad Khanah Char Aspan Boys High School,24,2402,2402060,2402060-01,678,284,394,0,M,01,284
DAYKUNDI,SHAHRISTAN,Sad Khanah Char Aspan Boys High School,24,2402,2402060,2402060-02,678,284,394,0,F,02,394
DAYKUNDI,SHAHRISTAN,Barlan Girls High School,24,2402,2402061,2402061-01,1134,478,656,0,M,01,239
DAYKUNDI,SHAHRISTAN,Barlan Girls High School,24,2402,2402061,2402061-02,1134,478,656,0,M,02,239
DAYKUNDI,SHAHRISTAN,Barlan Girls High School,24,2402,2402061,2402061-03,1134,478,656,0,F,03,328
DAYKUNDI,SHAHRISTAN,Barlan Girls High School,24,2402,2402061,2402061-04,1134,478,656,0,F,04,328
DAYKUNDI,SHAHRISTAN,Zojok Mosque,24,2402,2402062,2402062-01,662,350,312,8,M,01,350
DAYKUNDI,SHAHRISTAN,Zojok Mosque,24,2402,2402062,2402062-02,662,350,312,8,F,02,312
DAYKUNDI,SHAHRISTAN,Awri Mazar Azmok Mosque,24,2402,2402063,2402063-01,201,97,104,0,M,01,97
DAYKUNDI,SHAHRISTAN,Awri Mazar Azmok Mosque,24,2402,2402063,2402063-02,201,97,104,0,F,02,104
DAYKUNDI,SHAHRISTAN,Shalaj Mosque,24,2402,2402064,2402064-01,524,256,268,0,M,01,256
DAYKUNDI,SHAHRISTAN,Shalaj Mosque,24,2402,2402064,2402064-02,524,256,268,0,F,02,268
DAYKUNDI,SHAHRISTAN,Azmok Mosque,24,2402,2402065,2402065-01,761,329,432,0,M,01,329
DAYKUNDI,SHAHRISTAN,Azmok Mosque,24,2402,2402065,2402065-02,761,329,432,0,F,02,216
DAYKUNDI,SHAHRISTAN,Azmok Mosque,24,2402,2402065,2402065-03,761,329,432,0,F,03,216
DAYKUNDI,SHAHRISTAN,Shaneah Boys High School,24,2402,2402066,2402066-01,464,150,314,2,M,01,150
DAYKUNDI,SHAHRISTAN,Shaneah Boys High School,24,2402,2402066,2402066-02,464,150,314,2,F,02,314
DAYKUNDI,SHAHRISTAN,Tagab Bala Qul Mosque,24,2402,2402067,2402067-01,436,218,218,0,M,01,218
DAYKUNDI,SHAHRISTAN,Tagab Bala Qul Mosque,24,2402,2402067,2402067-02,436,218,218,0,F,02,218
DAYKUNDI,SHAHRISTAN,Shewnah Qul Boys Secondary School,24,2402,2402068,2402068-01,588,296,292,0,M,01,296
DAYKUNDI,SHAHRISTAN,Shewnah Qul Boys Secondary School,24,2402,2402068,2402068-02,588,296,292,0,F,02,292
DAYKUNDI,SHAHRISTAN,Pushtah Joi Amej Mosque,24,2402,2402069,2402069-01,387,171,216,0,M,01,171
DAYKUNDI,SHAHRISTAN,Pushtah Joi Amej Mosque,24,2402,2402069,2402069-02,387,171,216,0,F,02,216
DAYKUNDI,SHAHRISTAN,Saraf Girls High School,24,2402,2402070,2402070-01,448,396,52,1,M,01,396
DAYKUNDI,SHAHRISTAN,Saraf Girls High School,24,2402,2402070,2402070-02,448,396,52,1,F,02,52
DAYKUNDI,GIZAB,Kandeer Lorah Shew Mosque,24,2403,2403071,2403071-01,690,348,342,1,M,01,348
DAYKUNDI,GIZAB,Kandeer Lorah Shew Mosque,24,2403,2403071,2403071-02,690,348,342,1,F,02,342
DAYKUNDI,GIZAB,Tagab Dar Boys High School,24,2403,2403072,2403072-01,468,246,222,0,M,01,246
DAYKUNDI,GIZAB,Tagab Dar Boys High School,24,2403,2403072,2403072-02,468,246,222,0,F,02,222
DAYKUNDI,GIZAB,Rubat Tar Lorah Shew Mosque,24,2403,2403073,2403073-01,566,274,292,0,M,01,274
DAYKUNDI,GIZAB,Rubat Tar Lorah Shew Mosque,24,2403,2403073,2403073-02,566,274,292,0,F,02,292
DAYKUNDI,GIZAB,Zain Lorah Shew Clinic,24,2403,2403074,2403074-01,1589,733,856,0,M,01,367
DAYKUNDI,GIZAB,Zain Lorah Shew Clinic,24,2403,2403074,2403074-02,1589,733,856,0,M,02,366
DAYKUNDI,GIZAB,Zain Lorah Shew Clinic,24,2403,2403074,2403074-03,1589,733,856,0,F,03,400
DAYKUNDI,GIZAB,Zain Lorah Shew Clinic,24,2403,2403074,2403074-04,1589,733,856,0,F,04,228
DAYKUNDI,GIZAB,Zain Lorah Shew Clinic,24,2403,2403074,2403074-05,1589,733,856,0,F,05,228
DAYKUNDI,GIZAB,Mash Zari Tagab Dar Saloon (Social Hall),24,2403,2403075,2403075-01,648,320,328,1,M,01,320
DAYKUNDI,GIZAB,Mash Zari Tagab Dar Saloon (Social Hall),24,2403,2403075,2403075-02,648,320,328,1,F,02,328
DAYKUNDI,GIZAB,Sahwar Tagab Dar Mosque,24,2403,2403076,2403076-01,446,257,189,0,M,01,257
DAYKUNDI,GIZAB,Sahwar Tagab Dar Mosque,24,2403,2403076,2403076-02,446,257,189,0,F,02,189
DAYKUNDI,GIZAB,Beeri Boys High School,24,2403,2403077,2403077-01,1171,442,729,0,M,01,221
DAYKUNDI,GIZAB,Beeri Boys High School,24,2403,2403077,2403077-02,1171,442,729,0,M,02,221
DAYKUNDI,GIZAB,Beeri Boys High School,24,2403,2403077,2403077-03,1171,442,729,0,F,03,365
DAYKUNDI,GIZAB,Beeri Boys High School,24,2403,2403077,2403077-04,1171,442,729,0,F,04,364
DAYKUNDI,GIZAB,Karezak Beeri Mosque,24,2403,2403078,2403078-01,763,342,421,0,M,01,342
DAYKUNDI,GIZAB,Karezak Beeri Mosque,24,2403,2403078,2403078-02,763,342,421,0,F,02,211
DAYKUNDI,GIZAB,Karezak Beeri Mosque,24,2403,2403078,2403078-03,763,342,421,0,F,03,210
DAYKUNDI,GIZAB,Deyar Sar Tagab Jame Mosque,24,2403,2403079,2403079-01,425,254,171,0,M,01,254
DAYKUNDI,GIZAB,Deyar Sar Tagab Jame Mosque,24,2403,2403079,2403079-02,425,254,171,0,F,02,171
DAYKUNDI,GIZAB,Saranj Fakhoor High School,24,2403,2403080,2403080-01,1193,550,643,0,M,01,275
DAYKUNDI,GIZAB,Saranj Fakhoor High School,24,2403,2403080,2403080-02,1193,550,643,0,M,02,275
DAYKUNDI,GIZAB,Saranj Fakhoor High School,24,2403,2403080,2403080-03,1193,550,643,0,F,03,322
DAYKUNDI,GIZAB,Saranj Fakhoor High School,24,2403,2403080,2403080-04,1193,550,643,0,F,04,321
DAYKUNDI,GIZAB,Hussain Qakhoo High School,24,2403,2403081,2403081-01,1822,752,1070,0,M,01,376
DAYKUNDI,GIZAB,Hussain Qakhoo High School,24,2403,2403081,2403081-02,1822,752,1070,0,M,02,376
DAYKUNDI,GIZAB,Hussain Qakhoo High School,24,2403,2403081,2403081-03,1822,752,1070,0,F,03,400
DAYKUNDI,GIZAB,Hussain Qakhoo High School,24,2403,2403081,2403081-04,1822,752,1070,0,F,04,335
DAYKUNDI,GIZAB,Hussain Qakhoo High School,24,2403,2403081,2403081-05,1822,752,1070,0,F,05,335
DAYKUNDI,GIZAB,"Sayed Jamaluddin Afghan High School, Tamzan",24,2403,2403083,2403083-01,809,382,427,0,M,01,382
DAYKUNDI,GIZAB,"Sayed Jamaluddin Afghan High School, Tamzan",24,2403,2403083,2403083-02,809,382,427,0,F,02,214
DAYKUNDI,GIZAB,"Sayed Jamaluddin Afghan High School, Tamzan",24,2403,2403083,2403083-03,809,382,427,0,F,03,213
DAYKUNDI,GIZAB,"Fatimatul Zahra High School, Wageer",24,2403,2403084,2403084-01,795,343,452,1,M,01,343
DAYKUNDI,GIZAB,"Fatimatul Zahra High School, Wageer",24,2403,2403084,2403084-02,795,343,452,1,F,02,226
DAYKUNDI,GIZAB,"Fatimatul Zahra High School, Wageer",24,2403,2403084,2403084-03,795,343,452,1,F,03,226
DAYKUNDI,ISHTERLAI,Band e Pushdaram Hospital,24,2404,2404085,2404085-01,497,214,283,0,M,01,214
DAYKUNDI,ISHTERLAI,Band e Pushdaram Hospital,24,2404,2404085,2404085-02,497,214,283,0,F,02,283
DAYKUNDI,ISHTERLAI,Chahardah Masoom Kaman Mosque,24,2404,2404086,2404086-01,612,297,315,0,M,01,297
DAYKUNDI,ISHTERLAI,Chahardah Masoom Kaman Mosque,24,2404,2404086,2404086-02,612,297,315,0,F,02,315
DAYKUNDI,ISHTERLAI,"Imam Hasan Mujtaba Mosque, Luran Khushk",24,2404,2404087,2404087-01,587,306,281,0,M,01,306
DAYKUNDI,ISHTERLAI,"Imam Hasan Mujtaba Mosque, Luran Khushk",24,2404,2404087,2404087-02,587,306,281,0,F,02,281
DAYKUNDI,ISHTERLAI,Nawjok Boys High School,24,2404,2404088,2404088-01,557,258,299,0,M,01,258
DAYKUNDI,ISHTERLAI,Nawjok Boys High School,24,2404,2404088,2404088-02,557,258,299,0,F,02,299
DAYKUNDI,ISHTERLAI,Dahan Deh Yak Mosque,24,2404,2404089,2404089-01,711,368,343,0,M,01,368
DAYKUNDI,ISHTERLAI,Dahan Deh Yak Mosque,24,2404,2404089,2404089-02,711,368,343,0,F,02,343
DAYKUNDI,ISHTERLAI,Quchanqi Boys High School,24,2404,2404090,2404090-01,597,274,323,1,M,01,274
DAYKUNDI,ISHTERLAI,Quchanqi Boys High School,24,2404,2404090,2404090-02,597,274,323,1,F,02,323
DAYKUNDI,ISHTERLAI,Surkh Joi Mosque,24,2404,2404091,2404091-01,337,150,187,0,M,01,150
DAYKUNDI,ISHTERLAI,Surkh Joi Mosque,24,2404,2404091,2404091-02,337,150,187,0,F,02,187
DAYKUNDI,ISHTERLAI,Imam Sajad Taleej Mosque,24,2404,2404092,2404092-01,624,292,332,0,M,01,292
DAYKUNDI,ISHTERLAI,Imam Sajad Taleej Mosque,24,2404,2404092,2404092-02,624,292,332,0,F,02,332
DAYKUNDI,ISHTERLAI,Azadi Khoshag School,24,2404,2404093,2404093-01,597,290,307,0,M,01,290
DAYKUNDI,ISHTERLAI,Azadi Khoshag School,24,2404,2404093,2404093-02,597,290,307,0,F,02,307
DAYKUNDI,ISHTERLAI,Sahibul Zaman Mosque,24,2404,2404094,2404094-01,323,163,160,0,M,01,163
DAYKUNDI,ISHTERLAI,Sahibul Zaman Mosque,24,2404,2404094,2404094-02,323,163,160,0,F,02,160
DAYKUNDI,ISHTERLAI,Negleej Boys High School,24,2404,2404095,2404095-01,707,344,363,0,M,01,344
DAYKUNDI,ISHTERLAI,Negleej Boys High School,24,2404,2404095,2404095-02,707,344,363,0,F,02,363
DAYKUNDI,ISHTERLAI,Sang Mahkam Mosque,24,2404,2404096,2404096-01,328,149,179,1,M,01,149
DAYKUNDI,ISHTERLAI,Sang Mahkam Mosque,24,2404,2404096,2404096-02,328,149,179,1,F,02,179
DAYKUNDI,ISHTERLAI,Quleelah e Abdi Mosque,24,2404,2404097,2404097-01,241,98,143,0,M,01,98
DAYKUNDI,ISHTERLAI,Quleelah e Abdi Mosque,24,2404,2404097,2404097-02,241,98,143,0,F,02,143
DAYKUNDI,ISHTERLAI,Hazrat Salman Masrook Mosque,24,2404,2404098,2404098-01,442,207,235,0,M,01,207
DAYKUNDI,ISHTERLAI,Hazrat Salman Masrook Mosque,24,2404,2404098,2404098-02,442,207,235,0,F,02,235
DAYKUNDI,ISHTERLAI,Imam Sajad Ahingar Mosque,24,2404,2404099,2404099-01,189,89,100,0,M,01,89
DAYKUNDI,ISHTERLAI,Imam Sajad Ahingar Mosque,24,2404,2404099,2404099-02,189,89,100,0,F,02,100
DAYKUNDI,ISHTERLAI,Myanah Ghochan Mosque,24,2404,2404100,2404100-01,263,129,134,0,M,01,129
DAYKUNDI,ISHTERLAI,Myanah Ghochan Mosque,24,2404,2404100,2404100-02,263,129,134,0,F,02,134
DAYKUNDI,ISHTERLAI,Sya Nahoor Boys High School,24,2404,2404101,2404101-01,409,203,206,0,M,01,203
DAYKUNDI,ISHTERLAI,Sya Nahoor Boys High School,24,2404,2404101,2404101-02,409,203,206,0,F,02,206
DAYKUNDI,ISHTERLAI,Imam Sadeq Fahrestan High School,24,2404,2404102,2404102-01,500,228,272,0,M,01,228
DAYKUNDI,ISHTERLAI,Imam Sadeq Fahrestan High School,24,2404,2404102,2404102-02,500,228,272,0,F,02,272
DAYKUNDI,ISHTERLAI,Safid Sang Mosque,24,2404,2404103,2404103-01,967,424,543,1,M,01,212
DAYKUNDI,ISHTERLAI,Safid Sang Mosque,24,2404,2404103,2404103-02,967,424,543,1,M,02,212
DAYKUNDI,ISHTERLAI,Safid Sang Mosque,24,2404,2404103,2404103-03,967,424,543,1,F,03,272
DAYKUNDI,ISHTERLAI,Safid Sang Mosque,24,2404,2404103,2404103-04,967,424,543,1,F,04,271
DAYKUNDI,ISHTERLAI,Sar Talah Madrassah,24,2404,2404104,2404104-01,826,395,431,0,M,01,395
DAYKUNDI,ISHTERLAI,Sar Talah Madrassah,24,2404,2404104,2404104-02,826,395,431,0,F,02,216
DAYKUNDI,ISHTERLAI,Sar Talah Madrassah,24,2404,2404104,2404104-03,826,395,431,0,F,03,215
DAYKUNDI,ISHTERLAI,Myanah Ishtarli Boys Secondary School,24,2404,2404105,2404105-01,797,386,411,0,M,01,386
DAYKUNDI,ISHTERLAI,Myanah Ishtarli Boys Secondary School,24,2404,2404105,2404105-02,797,386,411,0,F,02,206
DAYKUNDI,ISHTERLAI,Myanah Ishtarli Boys Secondary School,24,2404,2404105,2404105-03,797,386,411,0,F,03,205
DAYKUNDI,ISHTERLAI,Rang Derakht Boys High School,24,2404,2404106,2404106-01,617,325,292,1,M,01,325
DAYKUNDI,ISHTERLAI,Rang Derakht Boys High School,24,2404,2404106,2404106-02,617,325,292,1,F,02,292
DAYKUNDI,ISHTERLAI,Sabz Galli Mosque,24,2404,2404107,2404107-01,394,226,168,0,M,01,226
DAYKUNDI,ISHTERLAI,Sabz Galli Mosque,24,2404,2404107,2404107-02,394,226,168,0,F,02,168
DAYKUNDI,ISHTERLAI,Chawesh Boys High School,24,2404,2404108,2404108-01,610,329,281,3,M,01,329
DAYKUNDI,ISHTERLAI,Chawesh Boys High School,24,2404,2404108,2404108-02,610,329,281,3,F,02,281
DAYKUNDI,ISHTERLAI,Imam Jafar Sadeq Jangan Khord Mosque,24,2404,2404109,2404109-01,590,290,300,1,M,01,290
DAYKUNDI,ISHTERLAI,Imam Jafar Sadeq Jangan Khord Mosque,24,2404,2404109,2404109-02,590,290,300,1,F,02,300
DAYKUNDI,ISHTERLAI,Qalla e Karam Zarjangan new Mosque,24,2404,2404110,2404110-01,332,154,178,0,M,01,154
DAYKUNDI,ISHTERLAI,Qalla e Karam Zarjangan new Mosque,24,2404,2404110,2404110-02,332,154,178,0,F,02,178
DAYKUNDI,ISHTERLAI,Imam Raza Jangan Mosque,24,2404,2404111,2404111-01,499,251,248,0,M,01,251
DAYKUNDI,ISHTERLAI,Imam Raza Jangan Mosque,24,2404,2404111,2404111-02,499,251,248,0,F,02,248
DAYKUNDI,ISHTERLAI,Resalat Chakah Jangan Mosque,24,2404,2404112,2404112-01,285,113,172,1,M,01,113
DAYKUNDI,ISHTERLAI,Resalat Chakah Jangan Mosque,24,2404,2404112,2404112-02,285,113,172,1,F,02,172
DAYKUNDI,ISHTERLAI,Chahardah Masoum Kakrag Mosque,24,2404,2404113,2404113-01,529,256,273,0,M,01,256
DAYKUNDI,ISHTERLAI,Chahardah Masoum Kakrag Mosque,24,2404,2404113,2404113-02,529,256,273,0,F,02,273
DAYKUNDI,ISHTERLAI,Dahan Kholgag Mosque,24,2404,2404114,2404114-01,261,157,104,0,M,01,157
DAYKUNDI,ISHTERLAI,Dahan Kholgag Mosque,24,2404,2404114,2404114-02,261,157,104,0,F,02,104
DAYKUNDI,ISHTERLAI,Sewak Sya Darah Secondary School,24,2404,2404115,2404115-01,920,428,492,1,M,01,214
DAYKUNDI,ISHTERLAI,Sewak Sya Darah Secondary School,24,2404,2404115,2404115-02,920,428,492,1,M,02,214
DAYKUNDI,ISHTERLAI,Sewak Sya Darah Secondary School,24,2404,2404115,2404115-03,920,428,492,1,F,03,246
DAYKUNDI,ISHTERLAI,Sewak Sya Darah Secondary School,24,2404,2404115,2404115-04,920,428,492,1,F,04,246
DAYKUNDI,ISHTERLAI,Korgah Sufla Boys High School,24,2404,2404116,2404116-01,702,341,361,0,M,01,341
DAYKUNDI,ISHTERLAI,Korgah Sufla Boys High School,24,2404,2404116,2404116-02,702,341,361,0,F,02,361
DAYKUNDI,ISHTERLAI,Shelan Korgah Boys High School,24,2404,2404117,2404117-01,740,331,409,0,M,01,331
DAYKUNDI,ISHTERLAI,Shelan Korgah Boys High School,24,2404,2404117,2404117-02,740,331,409,0,F,02,205
DAYKUNDI,ISHTERLAI,Shelan Korgah Boys High School,24,2404,2404117,2404117-03,740,331,409,0,F,03,204
DAYKUNDI,KHEDIR,Jawzakyan Mosque,24,2405,2405118,2405118-01,472,204,268,0,M,01,204
DAYKUNDI,KHEDIR,Jawzakyan Mosque,24,2405,2405118,2405118-02,472,204,268,0,F,02,268
DAYKUNDI,KHEDIR,Weer School,24,2405,2405119,2405119-01,760,348,412,0,M,01,348
DAYKUNDI,KHEDIR,Weer School,24,2405,2405119,2405119-02,760,348,412,0,F,02,206
DAYKUNDI,KHEDIR,Weer School,24,2405,2405119,2405119-03,760,348,412,0,F,03,206
DAYKUNDI,KHEDIR,Kyan Boys and Girls School,24,2405,2405120,2405120-01,797,330,467,1,M,01,330
DAYKUNDI,KHEDIR,Kyan Boys and Girls School,24,2405,2405120,2405120-02,797,330,467,1,F,02,234
DAYKUNDI,KHEDIR,Kyan Boys and Girls School,24,2405,2405120,2405120-03,797,330,467,1,F,03,233
DAYKUNDI,KHEDIR,Syah Band Peshtroq School,24,2405,2405121,2405121-01,934,436,498,0,M,01,218
DAYKUNDI,KHEDIR,Syah Band Peshtroq School,24,2405,2405121,2405121-02,934,436,498,0,M,02,218
DAYKUNDI,KHEDIR,Syah Band Peshtroq School,24,2405,2405121,2405121-03,934,436,498,0,F,03,249
DAYKUNDI,KHEDIR,Syah Band Peshtroq School,24,2405,2405121,2405121-04,934,436,498,0,F,04,249
DAYKUNDI,KHEDIR,Petabak Korgah School,24,2405,2405122,2405122-01,1293,638,655,0,M,01,319
DAYKUNDI,KHEDIR,Petabak Korgah School,24,2405,2405122,2405122-02,1293,638,655,0,M,02,319
DAYKUNDI,KHEDIR,Petabak Korgah School,24,2405,2405122,2405122-03,1293,638,655,0,F,03,328
DAYKUNDI,KHEDIR,Petabak Korgah School,24,2405,2405122,2405122-04,1293,638,655,0,F,04,327
DAYKUNDI,KHEDIR,Karas Korgah School,24,2405,2405123,2405123-01,353,159,194,0,M,01,159
DAYKUNDI,KHEDIR,Karas Korgah School,24,2405,2405123,2405123-02,353,159,194,0,F,02,194
DAYKUNDI,KHEDIR,Sarab Sang Chalak Mosque,24,2405,2405124,2405124-01,564,289,275,1,M,01,289
DAYKUNDI,KHEDIR,Sarab Sang Chalak Mosque,24,2405,2405124,2405124-02,564,289,275,1,F,02,275
DAYKUNDI,KHEDIR,Sheneah Khadeer Ulya Mosque,24,2405,2405125,2405125-01,858,404,454,1,M,01,202
DAYKUNDI,KHEDIR,Sheneah Khadeer Ulya Mosque,24,2405,2405125,2405125-02,858,404,454,1,M,02,202
DAYKUNDI,KHEDIR,Sheneah Khadeer Ulya Mosque,24,2405,2405125,2405125-03,858,404,454,1,F,03,227
DAYKUNDI,KHEDIR,Sheneah Khadeer Ulya Mosque,24,2405,2405125,2405125-04,858,404,454,1,F,04,227
DAYKUNDI,KHEDIR,Sar Qul Khadeer Secondary School,24,2405,2405126,2405126-01,405,185,220,0,M,01,185
DAYKUNDI,KHEDIR,Sar Qul Khadeer Secondary School,24,2405,2405126,2405126-02,405,185,220,0,F,02,220
DAYKUNDI,KHEDIR,Khadeer Sufla Mosque,24,2405,2405127,2405127-01,646,350,296,0,M,01,350
DAYKUNDI,KHEDIR,Khadeer Sufla Mosque,24,2405,2405127,2405127-02,646,350,296,0,F,02,296
DAYKUNDI,KHEDIR,Shaneah Jalil Pasiband Mosque,24,2405,2405128,2405128-01,403,187,216,0,M,01,187
DAYKUNDI,KHEDIR,Shaneah Jalil Pasiband Mosque,24,2405,2405128,2405128-02,403,187,216,0,F,02,216
DAYKUNDI,KHEDIR,Dahan Sai Pasi Band School,24,2405,2405129,2405129-01,689,329,360,0,M,01,329
DAYKUNDI,KHEDIR,Dahan Sai Pasi Band School,24,2405,2405129,2405129-02,689,329,360,0,F,02,360
DAYKUNDI,KHEDIR,Peetab Joi Shalgham Mosque,24,2405,2405130,2405130-01,855,440,415,0,M,01,220
DAYKUNDI,KHEDIR,Peetab Joi Shalgham Mosque,24,2405,2405130,2405130-02,855,440,415,0,M,02,220
DAYKUNDI,KHEDIR,Peetab Joi Shalgham Mosque,24,2405,2405130,2405130-03,855,440,415,0,F,03,208
DAYKUNDI,KHEDIR,Peetab Joi Shalgham Mosque,24,2405,2405130,2405130-04,855,440,415,0,F,04,207
DAYKUNDI,KHEDIR,Abdarah Gham Qul School,24,2405,2405131,2405131-01,434,209,225,0,M,01,209
DAYKUNDI,KHEDIR,Abdarah Gham Qul School,24,2405,2405131,2405131-02,434,209,225,0,F,02,225
DAYKUNDI,KHEDIR,Dector Khairkhana Mosque,24,2405,2405132,2405132-01,526,231,295,0,M,01,231
DAYKUNDI,KHEDIR,Dector Khairkhana Mosque,24,2405,2405132,2405132-02,526,231,295,0,F,02,295
DAYKUNDI,KHEDIR,Dahan Keeti Girls Primary School,24,2405,2405133,2405133-01,384,189,195,1,M,01,189
DAYKUNDI,KHEDIR,Dahan Keeti Girls Primary School,24,2405,2405133,2405133-02,384,189,195,1,F,02,195
DAYKUNDI,KHEDIR,Dahan Gham Qul School,24,2405,2405134,2405134-01,437,192,245,0,M,01,192
DAYKUNDI,KHEDIR,Dahan Gham Qul School,24,2405,2405134,2405134-02,437,192,245,0,F,02,245
DAYKUNDI,KHEDIR,Gazbeeri High School,24,2405,2405135,2405135-01,679,308,371,0,M,01,308
DAYKUNDI,KHEDIR,Gazbeeri High School,24,2405,2405135,2405135-02,679,308,371,0,F,02,371
DAYKUNDI,KHEDIR,Ali Abad Abegag School,24,2405,2405136,2405136-01,165,85,80,0,M,01,85
DAYKUNDI,KHEDIR,Ali Abad Abegag School,24,2405,2405136,2405136-02,165,85,80,0,F,02,80
DAYKUNDI,KHEDIR,Dahan Surkh Qolak School,24,2405,2405137,2405137-01,966,479,487,1,M,01,240
DAYKUNDI,KHEDIR,Dahan Surkh Qolak School,24,2405,2405137,2405137-02,966,479,487,1,M,02,239
DAYKUNDI,KHEDIR,Dahan Surkh Qolak School,24,2405,2405137,2405137-03,966,479,487,1,F,03,244
DAYKUNDI,KHEDIR,Dahan Surkh Qolak School,24,2405,2405137,2405137-04,966,479,487,1,F,04,243
DAYKUNDI,KHEDIR,Bazar Keeti Mosque,24,2405,2405138,2405138-01,415,197,218,0,M,01,197
DAYKUNDI,KHEDIR,Bazar Keeti Mosque,24,2405,2405138,2405138-02,415,197,218,0,F,02,218
DAYKUNDI,KHEDIR,Shakardarah Boys High School,24,2405,2405139,2405139-01,852,392,460,0,M,01,392
DAYKUNDI,KHEDIR,Shakardarah Boys High School,24,2405,2405139,2405139-02,852,392,460,0,F,02,230
DAYKUNDI,KHEDIR,Shakardarah Boys High School,24,2405,2405139,2405139-03,852,392,460,0,F,03,230
DAYKUNDI,KHEDIR,Dastani School,24,2405,2405140,2405140-01,964,419,545,0,M,01,210
DAYKUNDI,KHEDIR,Dastani School,24,2405,2405140,2405140-02,964,419,545,0,M,02,209
DAYKUNDI,KHEDIR,Dastani School,24,2405,2405140,2405140-03,964,419,545,0,F,03,273
DAYKUNDI,KHEDIR,Dastani School,24,2405,2405140,2405140-04,964,419,545,0,F,04,272
DAYKUNDI,KHEDIR,Kamoor Mosque,24,2405,2405141,2405141-01,173,131,42,0,M,01,131
DAYKUNDI,KHEDIR,Kamoor Mosque,24,2405,2405141,2405141-02,173,131,42,0,F,02,42
DAYKUNDI,KHEDIR,Chaghan School,24,2405,2405142,2405142-01,231,110,121,0,M,01,110
DAYKUNDI,KHEDIR,Chaghan School,24,2405,2405142,2405142-02,231,110,121,0,F,02,121
DAYKUNDI,KHEDIR,Khak Faqeer Mosque,24,2405,2405143,2405143-01,336,139,197,0,M,01,139
DAYKUNDI,KHEDIR,Khak Faqeer Mosque,24,2405,2405143,2405143-02,336,139,197,0,F,02,197
DAYKUNDI,KHEDIR,Buzi village Mosque,24,2405,2405144,2405144-01,473,189,284,1,M,01,189
DAYKUNDI,KHEDIR,Buzi village Mosque,24,2405,2405144,2405144-02,473,189,284,1,F,02,284
DAYKUNDI,KHEDIR,Dector Mosque,24,2405,2405145,2405145-01,416,156,260,0,M,01,156
DAYKUNDI,KHEDIR,Dector Mosque,24,2405,2405145,2405145-02,416,156,260,0,F,02,260
DAYKUNDI,KHEDIR,Kalwah Mosque,24,2405,2405146,2405146-01,1295,632,663,2,M,01,316
DAYKUNDI,KHEDIR,Kalwah Mosque,24,2405,2405146,2405146-02,1295,632,663,2,M,02,316
DAYKUNDI,KHEDIR,Kalwah Mosque,24,2405,2405146,2405146-03,1295,632,663,2,F,03,332
DAYKUNDI,KHEDIR,Kalwah Mosque,24,2405,2405146,2405146-04,1295,632,663,2,F,04,331
DAYKUNDI,GETI,Sar Keeso School,24,2406,2406147,2406147-01,1819,661,1158,0,M,01,331
DAYKUNDI,GETI,Sar Keeso School,24,2406,2406147,2406147-02,1819,661,1158,0,M,02,330
DAYKUNDI,GETI,Sar Keeso School,24,2406,2406147,2406147-03,1819,661,1158,0,F,03,400
DAYKUNDI,GETI,Sar Keeso School,24,2406,2406147,2406147-04,1819,661,1158,0,F,04,379
DAYKUNDI,GETI,Sar Keeso School,24,2406,2406147,2406147-05,1819,661,1158,0,F,05,379
DAYKUNDI,GETI,Gholah Keeso School,24,2406,2406148,2406148-01,749,321,428,1,M,01,321
DAYKUNDI,GETI,Gholah Keeso School,24,2406,2406148,2406148-02,749,321,428,1,F,02,214
DAYKUNDI,GETI,Gholah Keeso School,24,2406,2406148,2406148-03,749,321,428,1,F,03,214
DAYKUNDI,GETI,Sarbagh Keeso Mosque,24,2406,2406149,2406149-01,1454,575,879,1,M,01,288
DAYKUNDI,GETI,Sarbagh Keeso Mosque,24,2406,2406149,2406149-02,1454,575,879,1,M,02,287
DAYKUNDI,GETI,Sarbagh Keeso Mosque,24,2406,2406149,2406149-03,1454,575,879,1,F,03,400
DAYKUNDI,GETI,Sarbagh Keeso Mosque,24,2406,2406149,2406149-04,1454,575,879,1,F,04,240
