id,name,distId,provId,distName,voters_total,stations_total,voters_male,stations_male,stations_male-400-count,stations_male-400,stations_male-400-none,station_male-last-a,station_male-last-b,voters_female,stations_female,stations_female-400-count,stations_female-400,stations_female-400-none,station_female-last-a,station_female-last-b
2701007,Soufi Sahib Boys School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),5697,15,3560,9,7,7X400,2,380,380,2137,6,4,4X400,2,269,268
2701008,Soufi Sahib Girls School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),4947,13,2960,8,6,6X400,2,280,280,1987,5,3,3X400,2,394,393
2701009,Directorate of Economy,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),3810,11,3324,9,7,7X400,2,262,262,486,2,0,,2,243,243
2701010,Ahmad Shah BaBa High School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),5215,14,4702,12,10,10X400,2,351,351,513,2,0,,2,257,256
2701011,Zarghoona Ana High School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),7758,20,5584,14,12,12X400,2,392,392,2174,6,4,4X400,2,287,287
2701012,Zainab High School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),7103,19,5727,15,13,13X400,2,264,263,1376,4,2,2X400,2,288,288
2701013,Mashreqi High School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),13667,35,10916,28,26,26X400,2,258,258,2751,7,5,5X400,2,376,375
2701014,Salo Khan Chaman Mosque,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),5098,14,4808,13,11,11X400,2,204,204,290,1,0,,1,290,0
2701015,Haji Arab School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),11167,29,9891,25,23,23X400,2,346,345,1276,4,2,2X400,2,238,238
2701016,Sheen Ghazai Ba Ba School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),8760,23,6829,18,16,16X400,2,215,214,1931,5,3,3X400,2,366,365
2701017,Teacher Training Institute,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),8576,23,6844,18,16,16X400,2,222,222,1732,5,3,3X400,2,266,266
2701018,Shaheed Abdul Latif High School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),6305,17,5350,14,12,12X400,2,275,275,955,3,1,1X400,2,278,277
2701019,Mirwais Nekah High School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),7616,20,6900,18,16,16X400,2,250,250,716,2,0,,2,358,358
2701020,Malalai High School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),6753,18,5672,15,13,13X400,2,236,236,1081,3,1,1X400,2,341,340
2701021,Ahmad Shah Ba Ba Madrassah,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),10100,27,10089,26,24,24X400,2,245,244,11,1,0,,1,11,0
2701022,Temoor Shahi High School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),9449,24,8391,21,19,19X400,2,396,395,1058,3,1,1X400,2,329,329
2701023,Haji Nekah School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),6713,18,5890,15,13,13X400,2,345,345,823,3,1,1X400,2,212,211
2701024,Abdul Hadi Dawi Secondary School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),4188,11,3600,9,9,9X400,0,0,0,588,2,0,,2,294,294
2701025,Mir Bazar School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),4033,11,3537,9,7,7X400,2,369,368,496,2,0,,2,248,248
2701026,Qubi Secondary School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),5006,14,4805,13,11,11X400,2,203,202,201,1,0,,1,201,0
2701027,Mirwais Menah Girls School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),8799,23,5969,15,13,13X400,2,385,384,2830,8,6,6X400,2,215,215
2701028,Ghazi Amanullah Khan High School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),7204,19,6670,17,15,15X400,2,335,335,534,2,0,,2,267,267
2701029,Fazil Kandahari School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),5780,16,5215,14,12,12X400,2,208,207,565,2,0,,2,283,282
2701030,Afghan Temoori Primary School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),2445,7,2188,6,4,4X400,2,294,294,257,1,0,,1,257,0
2701031,Mirza Ahmad Khan School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),3310,9,3055,8,6,6X400,2,328,327,255,1,0,,1,255,0
2701032,Mahmoud Tarzi High School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),6768,18,5644,15,13,13X400,2,222,222,1124,3,1,1X400,2,362,362
2701033,Shaheed Azimullah School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),11702,30,9969,25,23,23X400,2,385,384,1733,5,3,3X400,2,267,266
2701034,Kotal Morcha School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),11016,28,10223,26,24,24X400,2,312,311,793,2,0,,2,397,396
2701035,Sayed Abad School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),9541,25,7873,20,18,18X400,2,337,336,1668,5,3,3X400,2,234,234
2701036,Sayed Shuhada Hazrat Hamza Mosque,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),4786,13,4551,12,10,10X400,2,276,275,235,1,0,,1,235,0
2701037,Shaheed Abdul Ahad Khan Karzai High Sc,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),7680,20,5685,15,13,13X400,2,243,242,1995,5,3,3X400,2,398,397
2701038,Cadaster Directorate,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),4223,11,3949,10,8,8X400,2,375,374,274,1,0,,1,274,0
2701039,Sayed Jamaluddin High School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),12982,34,9722,25,23,23X400,2,261,261,3260,9,7,7X400,2,230,230
2701040,Zareef Menah Secondary School,2701,27,PROVINCIAL CAPITAL OF KANDAHAR ( KANDAHAR ),8103,21,7361,19,17,17X400,2,281,280,742,2,0,,2,371,371
2702041,Bagh Pul Hotel Park,2702,27,ARGHANDAB,1253,4,1129,3,1,1X400,2,365,364,124,1,0,,1,124,0
2702042,Khoshal Khan School,2702,27,ARGHANDAB,2648,8,2508,7,5,5X400,2,254,254,140,1,0,,1,140,0
2702043,Kohak School,2702,27,ARGHANDAB,1947,6,1908,5,3,3X400,2,354,354,39,1,0,,1,39,0
2702044,Menarah School,2702,27,ARGHANDAB,1610,5,1597,4,2,2X400,2,399,398,13,1,0,,1,13,0
2702045,Shah Ashraf School,2702,27,ARGHANDAB,1136,4,1110,3,1,1X400,2,355,355,26,1,0,,1,26,0
2702046,Ba Ba Wali Building,2702,27,ARGHANDAB,902,4,873,3,1,1X400,2,237,236,29,1,0,,1,29,0
2702047,"Ba Ba Sahib Du Rahi, Directorate of Irriga",2702,27,ARGHANDAB,1635,5,1544,4,2,2X400,2,372,372,91,1,0,,1,91,0
2702048,Sultan Mahmoud Ghaznavi School,2702,27,ARGHANDAB,2363,7,2287,6,4,4X400,2,344,343,76,1,0,,1,76,0
2702049,Jala Awr School,2702,27,ARGHANDAB,1546,5,1518,4,2,2X400,2,359,359,28,1,0,,1,28,0
2702050,Bismillah Khan Mosque,2702,27,ARGHANDAB,2088,7,2039,6,4,4X400,2,220,219,49,1,0,,1,49,0
2702051,Mawlawi Abdul Wase School,2702,27,ARGHANDAB,1993,6,1826,5,3,3X400,2,313,313,167,1,0,,1,167,0
2702052,Sheen Awlya Shaheed Faiz Mohammad M,2702,27,ARGHANDAB,1497,5,1468,4,2,2X400,2,334,334,29,1,0,,1,29,0
2702053,Mohammad Yaqoub Qalacha School,2702,27,ARGHANDAB,759,3,723,2,0,,2,362,361,36,1,0,,1,36,0
2702054,Khwajah Malik School,2702,27,ARGHANDAB,1025,4,959,3,1,1X400,2,280,279,66,1,0,,1,66,0
2702055,Khanah Gardab Madrassah,2702,27,ARGHANDAB,1856,6,1804,5,3,3X400,2,302,302,52,1,0,,1,52,0
2702056,Mansour Abad Qaderi School,2702,27,ARGHANDAB,1058,4,968,3,1,1X400,2,284,284,90,1,0,,1,90,0
2703057,Ijtemai Saloon (Community Hall),2703,27,DAMAN,1092,4,1038,3,1,1X400,2,319,319,54,1,0,,1,54,0
2703058,Murghan Keche School,2703,27,DAMAN,1604,5,1532,4,2,2X400,2,366,366,72,1,0,,1,72,0
2703059,Mohammad Zai Mosque,2703,27,DAMAN,288,1,288,1,0,,1,288,0,0,0,0,,0,0,0
2703060,Haji Habib Aka Mosque,2703,27,DAMAN,552,3,548,2,0,,2,274,274,4,1,0,,1,4,0
2703061,Semalzo Mosque,2703,27,DAMAN,1188,4,1177,3,1,1X400,2,389,388,11,1,0,,1,11,0
2703062,Mohammad Ashraf Mosque,2703,27,DAMAN,571,3,545,2,0,,2,273,272,26,1,0,,1,26,0
2703063,Latif Agha School,2703,27,DAMAN,756,2,756,2,0,,2,378,378,0,0,0,,0,0,0
2703064,Azam Qalla School,2703,27,DAMAN,1591,5,1447,4,2,2X400,2,324,323,144,1,0,,1,144,0
2703066,Nasaji School,2703,27,DAMAN,2126,6,1761,5,3,3X400,2,281,280,365,1,0,,1,365,0
2703067,Shor Andam School,2703,27,DAMAN,1827,5,1559,4,2,2X400,2,380,379,268,1,0,,1,268,0
2703068,Naqeleen School,2703,27,DAMAN,1319,4,1108,3,1,1X400,2,354,354,211,1,0,,1,211,0
2703069,Da Ghra da Kali School,2703,27,DAMAN,1187,4,1057,3,1,1X400,2,329,328,130,1,0,,1,130,0
2703070,Mandahsar School,2703,27,DAMAN,1797,6,1702,5,3,3X400,2,251,251,95,1,0,,1,95,0
2703071,Mulla Abdullah School,2703,27,DAMAN,974,4,955,3,1,1X400,2,278,277,19,1,0,,1,19,0
2703072,Khosh Aab School,2703,27,DAMAN,709,3,678,2,0,,2,339,339,31,1,0,,1,31,0
2703073,Farm Tarank School,2703,27,DAMAN,1761,5,1417,4,2,2X400,2,309,308,344,1,0,,1,344,0
2703074,Haji Saifullah Petrol Pump Dalai School,2703,27,DAMAN,1110,4,960,3,1,1X400,2,280,280,150,1,0,,1,150,0
2704075,Regwa School,2704,27,PANJWAYEE,1134,4,1132,3,1,1X400,2,366,366,2,1,0,,1,2,0
2704076,Nakhoni village School,2704,27,PANJWAYEE,2122,7,2078,6,4,4X400,2,239,239,44,1,0,,1,44,0
2704077,Chehel Ghowr School,2704,27,PANJWAYEE,1198,4,1184,3,1,1X400,2,392,392,14,1,0,,1,14,0
2704078,Persons with Disability School,2704,27,PANJWAYEE,1942,5,1544,4,2,2X400,2,372,372,398,1,0,,1,398,0
2704079,Salehan Mosque,2704,27,PANJWAYEE,1534,5,1450,4,2,2X400,2,325,325,84,1,0,,1,84,0
2704080,Salwat School,2704,27,PANJWAYEE,2533,8,2530,7,5,5X400,2,265,265,3,1,0,,1,3,0
2704081,Mulla Abdul Rahman Darbar Mosque,2704,27,PANJWAYEE,859,4,855,3,1,1X400,2,228,227,4,1,0,,1,4,0
2704082,Shamsuddin Kakarr School,2704,27,PANJWAYEE,2459,7,2310,6,4,4X400,2,355,355,149,1,0,,1,149,0
2704083,Haji Abdullah Khan School,2704,27,PANJWAYEE,1636,6,1630,5,3,3X400,2,215,215,6,1,0,,1,6,0
2704084,Sulaiman Mako School,2704,27,PANJWAYEE,1827,6,1825,5,3,3X400,2,313,312,2,1,0,,1,2,0
2704085,Sultan Mohammad Khan School,2704,27,PANJWAYEE,1141,4,1097,3,1,1X400,2,349,348,44,1,0,,1,44,0
2704086,Mohammad Jan Camp,2704,27,PANJWAYEE,687,2,687,2,0,,2,344,343,0,0,0,,0,0,0
2704087,Talkan village School,2704,27,PANJWAYEE,1503,5,1482,4,2,2X400,2,341,341,21,1,0,,1,21,0
2704088,Mulla Hassan High School,2704,27,PANJWAYEE,2011,6,1984,5,3,3X400,2,392,392,27,1,0,,1,27,0
2704089,Mohammad Zu Mosque,2704,27,PANJWAYEE,1900,6,1895,5,3,3X400,2,348,347,5,1,0,,1,5,0
2704090,Bazar Madrassah,2704,27,PANJWAYEE,1899,6,1896,5,3,3X400,2,348,348,3,1,0,,1,3,0
2705091,Nalgham School,2705,27,ZHIRE,4379,12,4374,11,9,9X400,2,387,387,5,1,0,,1,5,0
2705092,Haji Peer Mohammad Mosque,2705,27,ZHIRE,3824,11,3820,10,8,8X400,2,310,310,4,1,0,,1,4,0
2705093,Old Clinic,2705,27,ZHIRE,2422,7,2327,6,4,4X400,2,364,363,95,1,0,,1,95,0
2705094,Grrandai Akhundzadah Primary School,2705,27,ZHIRE,1221,5,1220,4,2,2X400,2,210,210,1,1,0,,1,1,0
2705095,Amanullah School,2705,27,ZHIRE,1029,3,1029,3,1,1X400,2,315,314,0,0,0,,0,0,0
2705096,Qulaq School,2705,27,ZHIRE,1267,5,1265,4,2,2X400,2,233,232,2,1,0,,1,2,0
2705097,Pashmol village School,2705,27,ZHIRE,1501,5,1498,4,2,2X400,2,349,349,3,1,0,,1,3,0
2705098,Sher Mohammad Hotak School,2705,27,ZHIRE,3059,9,2959,8,6,6X400,2,280,279,100,1,0,,1,100,0
2705099,Ashiqa School,2705,27,ZHIRE,1116,4,1115,3,1,1X400,2,358,357,1,1,0,,1,1,0
2705100,Peer Mohammad Kakar High School,2705,27,ZHIRE,4484,12,4281,11,9,9X400,2,341,340,203,1,0,,1,203,0
2705101,Popal Nekah School,2705,27,ZHIRE,1454,5,1453,4,2,2X400,2,327,326,1,1,0,,1,1,0
2705102,Salouram camp Mosque (Camp no. 4 Mo,2705,27,ZHIRE,1183,4,1182,3,1,1X400,2,391,391,1,1,0,,1,1,0
2705103,Camp no. 3 Mosque,2705,27,ZHIRE,591,3,590,2,0,,2,295,295,1,1,0,,1,1,0
2705104,Camp no. 2 Mosque,2705,27,ZHIRE,1119,4,1116,3,1,1X400,2,358,358,3,1,0,,1,3,0
2705105,Awal camp (camp no. 1) tent,2705,27,ZHIRE,2556,8,2552,7,5,5X400,2,276,276,4,1,0,,1,4,0
2705106,Camp no. 11 School,2705,27,ZHIRE,12,1,12,1,0,,1,12,0,0,0,0,,0,0,0
2706107,Sayed Halim School,2706,27,SHAH WALI KOT,1160,4,1157,3,1,1X400,2,379,378,3,1,0,,1,3,0
2706110,Damanah Mosque,2706,27,SHAH WALI KOT,1871,6,1804,5,3,3X400,2,302,302,67,1,0,,1,67,0
2706112,Wyan Clinic,2706,27,SHAH WALI KOT,1888,6,1885,5,3,3X400,2,343,342,3,1,0,,1,3,0
2707119,District Administrative Building,2707,27,KHAKREZ,477,3,447,2,0,,2,224,223,30,1,0,,1,30,0
2707120,Khakrez village Clinic,2707,27,KHAKREZ,4,1,4,1,0,,1,4,0,0,0,0,,0,0,0
2707122,Haji Gul School,2707,27,KHAKREZ,1,1,20,1,0,,1,0,0,0,0,0,,0,0,0
2708128,Tessan Village School,2708,27,ARGHISTAN,592,3,591,2,0,,2,296,295,1,1,0,,1,1,0
2708129,Tessan village School,2708,27,ARGHISTAN,594,2,594,2,0,,2,297,297,0,0,0,,0,0,0
2708130,Ghbarge village Mosque,2708,27,ARGHISTAN,700,3,602,2,0,,2,301,301,98,1,0,,1,98,0
2708131,Bala Karzai School,2708,27,ARGHISTAN,1122,3,1122,3,1,1X400,2,361,361,0,0,0,,0,0,0
2708132,Mohammad Nekah School,2708,27,ARGHISTAN,1845,6,1807,5,3,3X400,2,304,303,38,1,0,,1,38,0
2708133,Haram Zai Mosque,2708,27,ARGHISTAN,591,2,591,2,0,,2,296,295,0,0,0,,0,0,0
2708134,Batukhil Mosque,2708,27,ARGHISTAN,229,1,229,1,0,,1,229,0,0,0,0,,0,0,0
2708135,Speen Agrah Mosque,2708,27,ARGHISTAN,1114,4,1113,3,1,1X400,2,357,356,1,1,0,,1,1,0
2708136,Shnah Khatah Mosque,2708,27,ARGHISTAN,551,2,551,2,0,,2,276,275,0,0,0,,0,0,0
2708137,Ameen Qalla School,2708,27,ARGHISTAN,635,3,633,2,0,,2,317,316,2,1,0,,1,2,0
2708138,"Babrah village, Haji Nek Mohammad Mo",2708,27,ARGHISTAN,583,2,583,2,0,,2,292,291,0,0,0,,0,0,0
2708139,Narghal Ghat Masjid Mosque,2708,27,ARGHISTAN,1123,3,1123,3,1,1X400,2,362,361,0,0,0,,0,0,0
2709141,Peer Khadim Mosque,2709,27,GHORAK,585,2,585,2,0,,2,293,292,0,0,0,,0,0,0
2710146,Mulla Ibrahim School,2710,27,MAIWAND,1183,3,1183,3,1,1X400,2,392,391,0,0,0,,0,0,0
2710149,Ghazi Mohammad Ayub Khan High Schoo,2710,27,MAIWAND,4111,12,4025,11,9,9X400,2,213,212,86,1,0,,1,86,0
2710150,District Center,2710,27,MAIWAND,3381,10,3223,9,7,7X400,2,212,211,158,1,0,,1,158,0
2711156,Ghaibi Nekah School,2711,27,SPIN BOLDAK,3690,10,2968,8,6,6X400,2,284,284,722,2,0,,2,361,361
2711157,Jalal School,2711,27,SPIN BOLDAK,4726,13,4141,11,9,9X400,2,271,270,585,2,0,,2,293,292
2711158,Haji Zahir School,2711,27,SPIN BOLDAK,4063,11,2896,8,6,6X400,2,248,248,1167,3,1,1X400,2,384,383
2711159,Aali Nekah School,2711,27,SPIN BOLDAK,4027,11,3472,9,7,7X400,2,336,336,555,2,0,,2,278,277
2711160,Haji Raziq Darul Malemeen (Teacher Trai,2711,27,SPIN BOLDAK,4406,12,3456,9,7,7X400,2,328,328,950,3,1,1X400,2,275,275
2711161,Wesh Clinic Health Center,2711,27,SPIN BOLDAK,3955,11,3424,9,7,7X400,2,312,312,531,2,0,,2,266,265
2711162,Malik Kabir School,2711,27,SPIN BOLDAK,4184,11,3861,10,8,8X400,2,331,330,323,1,0,,1,323,0
2711163,Baz Mohammad School,2711,27,SPIN BOLDAK,3913,10,3515,9,7,7X400,2,358,357,398,1,0,,1,398,0
2711164,Malem Sadullah High School,2711,27,SPIN BOLDAK,4690,13,4206,11,9,9X400,2,303,303,484,2,0,,2,242,242
2711165,Haji Faiz Mohammad School,2711,27,SPIN BOLDAK,5130,14,4604,12,10,10X400,2,302,302,526,2,0,,2,263,263
2711166,Haji Raziq School,2711,27,SPIN BOLDAK,5836,16,4939,13,11,11X400,2,270,269,897,3,1,1X400,2,249,248
2711167,Imam Abu Haneefah School,2711,27,SPIN BOLDAK,3325,10,2905,8,6,6X400,2,253,252,420,2,0,,2,210,210
2711168,Ghazi Abdullah Khan High School,2711,27,SPIN BOLDAK,5698,15,5078,13,11,11X400,2,339,339,620,2,0,,2,310,310
2711169,Haji Shah Mahmoud School,2711,27,SPIN BOLDAK,4416,12,3891,10,8,8X400,2,346,345,525,2,0,,2,263,262
2711170,Nawabad School,2711,27,SPIN BOLDAK,4492,13,4044,11,9,9X400,2,222,222,448,2,0,,2,224,224
2711171,Nemat School,2711,27,SPIN BOLDAK,2713,8,2623,7,5,5X400,2,312,311,90,1,0,,1,90,0
2711172,Sayed Wali School,2711,27,SPIN BOLDAK,4238,12,4001,11,9,9X400,2,201,200,237,1,0,,1,237,0
2711173,Haji Basir School,2711,27,SPIN BOLDAK,4365,12,3903,10,8,8X400,2,352,351,462,2,0,,2,231,231
2711174,Margha School,2711,27,SPIN BOLDAK,3126,9,2592,7,5,5X400,2,296,296,534,2,0,,2,267,267
2711175,Qazi Madrassah,2711,27,SPIN BOLDAK,3395,10,2866,8,6,6X400,2,233,233,529,2,0,,2,265,264
2711176,Loy Karez Clinic,2711,27,SPIN BOLDAK,3882,11,3408,9,7,7X400,2,304,304,474,2,0,,2,237,237
2711177,Shaheed Abdullah Jan School,2711,27,SPIN BOLDAK,2191,7,1665,5,3,3X400,2,233,232,526,2,0,,2,263,263
2711178,Akhtar Zi Loy Kalai village,2711,27,SPIN BOLDAK,3417,10,2919,8,6,6X400,2,260,259,498,2,0,,2,249,249
2711179,Haji Mohammad Ayub School,2711,27,SPIN BOLDAK,2041,6,1711,5,3,3X400,2,256,255,330,1,0,,1,330,0
2711180,Abdul Samad Khan School,2711,27,SPIN BOLDAK,3430,10,3423,9,7,7X400,2,312,311,7,1,0,,1,7,0
2711181,Old village School,2711,27,SPIN BOLDAK,3950,11,3501,9,7,7X400,2,351,350,449,2,0,,2,225,224
2712184,District Center,2712,27,NESH,511,3,510,2,0,,2,255,255,1,1,0,,1,1,0
2713189,Ghuling Mosque,2713,27,MIYANISHIN,1003,4,979,3,1,1X400,2,290,289,24,1,0,,1,24,0
2714195,Wali Mohammad Khan House,2714,27,SHORABAK,348,2,347,1,0,,1,347,0,1,1,0,,1,1,0
2716204,Sher Shah School,2716,27,REG (SHIGA),319,1,319,1,0,,1,319,0,0,0,0,,0,0,0
2717206,Rouh Abad School,2717,27,DAND,3782,11,3236,9,7,7X400,2,218,218,546,2,0,,2,273,273
2717207,Rawnni Secondary School,2717,27,DAND,2486,7,2323,6,4,4X400,2,362,361,163,1,0,,1,163,0
2717208,Khwaja Ali Primary School,2717,27,DAND,1903,6,1806,5,3,3X400,2,303,303,97,1,0,,1,97,0
2717209,Zakir Sharif School,2717,27,DAND,4276,12,3632,10,8,8X400,2,216,216,644,2,0,,2,322,322
2717210,Baldi Secondary School,2717,27,DAND,1426,5,1332,4,2,2X400,2,266,266,94,1,0,,1,94,0
2717211,Kulcha Abad Secondary School,2717,27,DAND,1252,4,1193,3,1,1X400,2,397,396,59,1,0,,1,59,0
2717212,Jamal Karz High School,2717,27,DAND,3168,9,2981,8,6,6X400,2,291,290,187,1,0,,1,187,0
2717213,Deh Bagh School,2717,27,DAND,2879,8,2721,7,5,5X400,2,361,360,158,1,0,,1,158,0
2717214,Bilandi School,2717,27,DAND,2353,7,2120,6,4,4X400,2,260,260,233,1,0,,1,233,0
2717215,Chaplani School,2717,27,DAND,2383,7,2098,6,4,4X400,2,249,249,285,1,0,,1,285,0
2718217,Madad Khan School,2718,27,TAKHTA PUL,2618,8,2165,6,4,4X400,2,283,282,453,2,0,,2,227,226
2718218,Haji Talib Aka House,2718,27,TAKHTA PUL,2995,8,2705,7,5,5X400,2,353,352,290,1,0,,1,290,0
2718220,Tents near the Tangi village Rawzah,2718,27,TAKHTA PUL,3099,8,2713,7,5,5X400,2,357,356,386,1,0,,1,386,0
2718222,District Center,2718,27,TAKHTA PUL,1381,4,1107,3,1,1X400,2,354,353,274,1,0,,1,274,0
2718223,Village Secondary School,2718,27,TAKHTA PUL,759,3,499,2,0,,2,250,249,260,1,0,,1,260,0
2718224,Ghat Maktab School,2718,27,TAKHTA PUL,1028,3,634,2,0,,2,317,317,394,1,0,,1,394,0
2718225,Hasan zai School,2718,27,TAKHTA PUL,342,2,296,1,0,,1,296,0,46,1,0,,1,46,0
2801001,Kog Gunbad Girls High School,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),1415,5,833,3,1,1X400,2,217,216,582,2,0,,2,291,291
2801002,Arab Khana High School,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),2652,7,1154,3,1,1X400,2,377,377,1498,4,2,2X400,2,349,349
2801003,Gen. Abdul Rasheed Dustam High School,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),3973,10,1594,4,2,2X400,2,397,397,2379,6,4,4X400,2,390,389
2801004,Ibne Yameen High School,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),3780,11,2948,8,6,6X400,2,274,274,832,3,1,1X400,2,216,216
2801005,Mirwais Menah High School,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),2361,7,971,3,1,1X400,2,286,285,1390,4,2,2X400,2,295,295
2801006,Mawlana Aznab High School,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),3056,9,1804,5,3,3X400,2,302,302,1252,4,2,2X400,2,226,226
2801007,Eid Mohalla High School,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),4926,13,2183,6,4,4X400,2,292,291,2743,7,5,5X400,2,372,371
2801008,Ghulam Sarwar Shaheed High School,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),2915,9,1214,4,2,2X400,2,207,207,1701,5,3,3X400,2,251,250
2801009,Farzam Shaheed High School,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),2236,7,995,3,1,1X400,2,298,297,1241,4,2,2X400,2,221,220
2801010,Khadija High School,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),2015,6,870,3,1,1X400,2,235,235,1145,3,1,1X400,2,373,372
2801011,Charamgar Khana High School,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),4230,12,2058,6,4,4X400,2,229,229,2172,6,4,4X400,2,286,286
2801012,Mangotai Boys High School,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),330,2,183,1,0,,1,183,0,147,1,0,,1,147,0
2801013,Cheghchi Secondary School,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),557,2,392,1,0,,1,392,0,165,1,0,,1,165,0
2801014,Qazanchi Ba Ba High School,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),3061,9,1339,4,2,2X400,2,270,269,1722,5,3,3X400,2,261,261
2801015,Chobash Kalan Secondary School,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),638,2,382,1,0,,1,382,0,256,1,0,,1,256,0
2801016,Agriculture Directorate,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),1776,5,1176,3,1,1X400,2,388,388,600,2,0,,2,300,300
2801017,Yaka Bagh Boys High School,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),2041,6,941,3,1,1X400,2,271,270,1100,3,1,1X400,2,350,350
2801018,Ba Ba Ali High School,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),3174,9,1224,4,2,2X400,2,212,212,1950,5,3,3X400,2,375,375
2801019,Shakarak Secondary School,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),570,2,395,1,0,,1,395,0,175,1,0,,1,175,0
2801020,Hasan Tabeen High School,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),1384,4,702,2,0,,2,351,351,682,2,0,,2,341,341
2801021,Tonkah High School,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),1220,4,548,2,0,,2,274,274,672,2,0,,2,336,336
2801022,Qoukcheen Secondary School,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),932,3,597,2,0,,2,299,298,335,1,0,,1,335,0
2801023,Qara Kent High School,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),1019,4,472,2,0,,2,236,236,547,2,0,,2,274,273
2801024,Afghan Tepah High School,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),1773,6,892,3,1,1X400,2,246,246,881,3,1,1X400,2,241,240
2801025,Mangotai Afghania High School,2801,28,PROVINCIAL CAPITAL OF JAWZJAN ( SHEBERGHAN ),579,2,310,1,0,,1,310,0,269,1,0,,1,269,0
