id,gender,party,name,name_dari,ballotNumber,incumbent,electedPreliminary,electedFinal
5280150,M,independent,Muhammad Nasir Khaliqyar,محمد نا صر  خالقیار,11,False,1206,1283
5285902,M,independent,Dawlat Khan Andar,دولت خان اند ړ,623,False,145,145
5301671,F,independent,Zarghoona Bakhsi,زرغونه بخشی,154,False,153,153
5302437,M,independent, Hajji Muhammad Ibrahim,حاجی محمد ابراهیم,21,False,1290,1296
5305083,F,independent,Qeida Afif Tawaien,قیدا عفیف   توأین,131,False,2025,732
5306212,F,independent,Nahid Ahamdi Farid,ناهید احمدی فرید,138,False,4064,4042
5308404,M,independent,Sayed Muhammad Jawali,سید محمد جوالی,295,False,61,60
5322219,M,independent, Shabir Ahmad,شبیر احمد,46,False,444,442
5323091,M,independent, Hajji Muhammad Makhi Bay,حاجی محمد مخی بای,44,False,467,465
5349817,F,independent,Maghfirat Samimi,مغفرت صمیمی,10,False,732,727
5350896,M,independent,Khangull Muhammadi,خانگل محمدی,115,False,245,245
5397766,M,independent, Sayed Jamaluddin,سید جمال الدین شهیم,72,False,2679,2761
5398266,M,independent,Hajji Abdul Khaliq Mujahid,حاجی عبدالخالق مجاهد,7,True,1204,587
5401961,M,independent,Alhaj Abdul Khaliq Kandahari,الحاج عبدالخالق کندهاری,4,False,1869,2023
5414114,M,independent,Hassan Riza Yusufi,حسن رضا یوسفی,71,False,3237,3237
5423398,M,independent,Rohullah Sakhi Zad,روح الله سخی زاد,33,False,600,601
5433013,F,independent, Zahida Kohistani,زاهده کوهستانی,34,False,249,249
5434514,M,independent, Muhammad Ihsan Yosufzai,محمد احسان یوسفزی,485,False,344,344
5437220,M,independent, Ustad Muhammad Alam Kohistani,استاد محمد علم کوهستانی,30,False,487,487
5442288,M,independent,Hajji Mohammad Mosa Hotak,حاجی محمد موسی هوتک,10,True,4928,4856
5447870,M,independent, Hajji Said Agha Noor,,43,False,65,
5454503,M,independent,Abdul Satar Darzabi,عبدالستاردرزابی,13,True,5545,5543
5454507,M,independent, Hajji Abdul Wahab,حاجی عبدالوهاب,42,True,4290,4180
5454511,M,independent,Muhammad Irshad Bay,محمد ارشاد بای,40,False,104,104
5454513,M,independent, Hajji Muhammad Ismail,حاجی محمد اسمعیل,38,False,5383,5168
5454515,M,independent, Alhaj Rahmatullah Safi,الحاج رحمت الله صافی,30,False,1550,1549
5463006,M,independent,Asadullah Mukhlis,اسدالله مخلص,30,False,852,852
5463027,M,independent, Muhammad Reza Danish,محمد رضا دانش,13,False,102,102
5463029,M,independent,Ustad Noor Shah Shahkar,استاد نورشاه شهکار,1,False,812,812
5476090,M,independent, Sayed Arif Awleiayee,سید عارف اولیائی,21,False,579,582
5485531,M,independent,Ghulam Sakhi Masraf,غلام سخی مصرف,55,False,126,128
5486154,F,Political party,Farkhunda Zahra Naderi,فرخنده زهرا نادری,37,False,6600,6612
5490141,M,independent, Partial Sing Pal,پرتپال سنگه پال,590,False,125,126
5507514,F,independent,General Nazifa Zaki,جنرال نظیفه  ذکی,624,False,1188,1210
5507599,F,independent,Malika Sadat,ملکه سعادت,21,False,272,274
5508242,M,independent, Jawed Omari,جاوید عمری,90,False,1333,1438
5510550,M,independent, Alhaj Muhammad Baqir Shikh Zada,الحاج محمد باقر شیخ زاده,650,True,1834,1857
5516772,M,independent,Eng. Muhammad Salim Qayumi,انجینر محمد سلیم قیوم,328,False,40,41
5517199,M,independent,Sayed Muhammad Amin Arif,سید محمد امین عارف,32,False,2795,2795
5527005,F,independent,Zarmina Patan,زرمینه پټان,10,False,282,124
5541300,M,independent,Dr. Khuwajah Abdul Khaliq Seddiqi,داکتر خواجه عبدالخالق صدیقی,591,False,83,83
5551880,M,independent,Muhammad Yaseen Habib,محمد یاسین حبیب,134,False,99,100
5552182,M,independent,Muhammad Gul Zadran,محمد ګل   ځدران,5,False,2989,3155
5552641,M,independent, Muhammad Yasin Safi,محمد یاسین  صافی,19,False,151,151
5554002,F,independent,Seddiqa Jalaly,صدیقه جلالي,4,False,254,215
5569480,F,independent, Turpekai Zia,تورپیکی ضیا,251,False,162,170
5570801,M,independent, Ustad Faiz Jaghori,استاد فیاض جاغوری,52,False,3656,3657
5570894,M,independent,Ustad Salih  Muhammad A.K.A Hajji Qandahari,استاد صالح محمد مشهور به حاجی قندهاری,355,False,63,63
5591439,M,independent,Hajji Abdul Rahman Maulawi Zada,حاجی عبدالرحمن مولوی زاده,39,False,1513,1511
5591593,M,independent,Hajji Ahmad Dawoud Haidari,حاجی احمد داود   حیدری,21,False,1006,947
5592310,M,independent,Alhaj Sayed Osman Kulali,الحاج سید عثمان کلالی,8,False,1177,1177
5594875,M,independent,Najeeb Ahmad Jamshidi,نجیب احمد جمشیدی,80,False,3288,3126
5595732,M,independent,Puhanyar Dr. Muhamad Omar Samim,پوهنیار دکتور محمد عمر صمیم,60,False,3093,3084
5595860,M,independent,Hajji Sheren Khan,حاجی شیرین خان,56,False,1424,1445
5601243,M,independent,Ustad Muhammad Javid Joshan,استاد محمد جاوید جوشان,52,False,634,634
5602609,M,independent,Dr. Mujeeb‐ur‐ Rahman Samkanai,ډاکتر مجیب الرحمن څمکنی,18,False,4099,4099
5604487,M,independent,Alhaj Gul Badsha Majeedi,الحاج ګل بادشاه مجیدی,57,True,6283,5917
5604738,M,independent,Qazi Ghulam Nabi,قاضی غلام نبی,8,False,18,16
5605023,M,independent,Hajji Abdul Satar Dawari,حاجی عبدالستار داوری,46,False,493,493
5611016,M,independent, Sayed Rahman Ahmadzai,سید  الرحمن احمدزی,28,False,2273,2160
5611202,M,independent, Muhammad Jamal Bajawri,محمد جمال باجوری,76,False,672,674
5612233,M,independent,Lieutenant General  Hai Gul Sulayman Khil,,50,False,148,
5613959,M,independent, Alhaj Noor Rahman Jazib,الحاج نور الرحمن  جاذب,16,False,674,654
5666231,M,independent,Neyaz Muhammad Ahmadzai,نیاز محمد   احمدزی,29,False,2087,1897
5674315,M,independent, Hajji Hamrah Turdi,حاجی همراه توردی,63,False,185,184
5680060,M,independent,Hajji Muhammad Omar Sakhawat,حاجی محمد عمر سخاوت,7,False,1680,1680
5683309,M,independent,Ahmad Wali Achakzai,احمدولی اڅکزی,46,False,983,1091
5684455,M,independent, Hajji Wali Shah,حاجی ولی شاه,39,False,2519,2622
5684482,M,independent, Hajji Muhammad Omar Nangialay,حاجی محمد عمر ننگیالی,14,False,4942,4946
5689249,M,independent,Shah Wali Khan Zamin Dawari,شاه ولی خان    زمین داوری,2,False,202,172
5689315,M,independent,Hajji Abdul Hameed,حاجی عبدالحمید,23,False,1006,986
5689360,M,independent,Khalid Pashtoon,خالد پښتون,1,True,3319,3048
5698165,M,independent, Hajji Mahmood Khakrezwal,حاجی محمود خاکریزوال,17,False,2166,2166
5699180,M,independent,Hajji Muhammad Barikaie,حاجی محمد بړیڅی,2,False,885,887
5699184,M,independent, Hajji Ahmad Tariq,حاجی احمد طارق,18,False,1189,1460
5701990,F,independent,Rangeena,رنګینه,32,False,304,304
5704725,F,Political party,Dr. Rahila Kawir,داکتر راحله کویر,338,False,460,469
5707584,M,independent, Alhaj Abdul Akar Yosufzai,الحاج عبدالاکبر یوسفزی,495,False,1284,1239
5710160,M,independent,Dr. Muhammad Nasim Saha,داکتر محمد نسیم سها,49,False,1742,1731
5712251,M,independent,Mir Arham,میر ارحم,48,False,1743,1737
5714443,F,independent, Masooma Muhammadi,معصومه محمدی,175,False,427,427
5732240,M,independent,Ahmad Tameem Rahyaab,احمد تمیم رهیاب,41,False,673,689
5733477,F,independent,Zubida,زبیده,24,False,303,304
5733608,M,independent, Mir Ahmad,میراحمد,43,False,262,263
5742951,M,independent, Abdul Wali Hamidy,,15,False,2824,
5749640,F,independent, Fawzia Sadat Samkanai,فوزیه  سادات څمکنی,248,False,195,199
5750749,M,independent, Abdul Qadar,عبدالقادر,163,False,129,135
5751047,M,independent, Sayed Ismail Sukhanwar Zada,سید اسماعیل سخنورزاده,342,False,133,142
5755111,M,independent,Hajji Muhammad Dawood Kalakani,حاجی محمد داود کلکانی,461,True,3905,3926
5758184,M,independent, Ghulam Rasul Amini,غلام رسول امینی,23,False,1543,1611
5763334,M,independent,Sayed Abdul Muqadam Amin,سید عبدالمقدم امین,323,False,800,810
5765301,M,independent, Raz‐ud‐Din,راز الدین,469,False,583,583
5765302,M,independent,Khawani Amiri  Graduated from Law Faculty,خوانی امیری فارغ تحصیل از پوهنځی حقوق,296,False,227,227
5765303,F,independent, Mina Khashiee,مینا خاشعی,106,False,927,929
5765305,M,independent, Iwaz Khan Dargai,عوض خان درگی,241,False,792,800
5765306,M,independent, Mir Zaman Humayoon Sadat,میر زمان همایون سادات,113,False,172,174
5765307,M,independent,Alhaj Eng. Muhammad Haneef,الحاج انجینیر محمد حنیف,236,False,602,609
5765308,M,independent,Muhammad Ibrahim Barai,محمد ابراهیم بری,345,False,399,407
5765309,M,independent,Bakht Muhammad Zadran,بخت محمد ځدران,496,False,972,945
5765310,M,independent,Akhgar Shams,اخگر شمس,238,False,318,319
5765311,M,Political party,Hajji Najeebullah Kabuli,حاجی نجیب الله کابلی,247,True,932,937
5765314,M,independent, Dr. Muhammad Jawad Ahmadi,داکتر محمد جواد احمدی,587,False,277,277
5765315,M,independent,Ghulam Raza Abas Barati,غلام رضا عباس براتی,599,False,1050,1051
5765319,M,independent,Sofi Abdul Razaq,صوفی عبدالرزاق,418,False,1821,1848
5765320,M,independent, Ahmad Farid Mahrabi,احمد فرید محرابی,228,False,527,529
5765321,M,independent,Alhaj Muhammad Hassan Hassam,الحاج محمد حسن حسام,64,False,1631,1634
5765324,M,independent,Ahmad Shekib Haidari,احمد شکیب حیدری,109,False,1254,1262
5765327,M,Political party, Safiullah,صفی الله,364,False,186,184
5765328,M,independent,Ajmal Gulab,اجمل گلاب,231,False,1409,1413
5765329,M,independent,Sofi Muhammad Sharif Mujahed,صوفی محمد شریف مجاهد,480,False,1725,1733
5765330,M,independent,Sardar Muhammad Ali Ahmad Zada,سردار محمد علی احمد زاده,82,False,1841,1856
5765331,F,independent,Huma Muhammadi,هما محمدی,502,False,205,207
5765332,M,independent, Ahmad Shahpoor Ahmadi,احمد شاهپور احمدی,167,False,233,234
5765333,M,independent,Ustad Muhammad Qasim Wahedi,استاد محمد قاسم وحیدی,288,False,1151,1159
5765335,M,independent, Muhammad Baqir Rezayee,محمد باقر رضایی,636,False,1206,1214
5765336,M,independent, Ziaulhaq Tarakhil,ضیاالحق تره خیل,426,False,501,502
5765339,M,independent, Ahmad Haidar Haidar,احمد حیدر حیدر,211,False,113,113
5765340,M,independent,Hajji Zia‐ul‐Haq,حاجی ضیأالحق,76,False,462,359
5765345,M,independent,Muhammad Tahir Shuaib,محمد طاهر شعیب,249,False,1313,1313
5765348,M,independent,Eng. Abdullah  Kandahari Munajim Afghanistan,انجنیر عبدالله کندهاری منجم افغانستان,314,False,61,63
5765349,M,independent, Muhammad Yosuf Nooristani,محمد یوسف  نورستانی,215,False,230,235
5765350,M,independent, Muhammad Ayoub Qasimi,محمد ایوب قاسمی,174,False,74,74
5765351,M,independent,Rahmatullah Suliman Khil,رحمت الله سلیمانخیل,626,False,257,258
5765353,M,independent,Dr. Fazalullah Muja‐ di‐Di,داکتر فضل الله مجددی,462,False,838,846
5765354,M,independent,Jan Gul Kargar,جان گل کارگر,125,False,289,298
5765355,M,independent,Qari Yar Muhammad Maihan Parast,قاری یار محمد میهن پرست,265,False,201,223
5765356,M,independent,Sayed Hussain Anwari,سید حسین انوری,366,False,4670,4715
5765357,M,independent, Abdul Raza Rezayee,عبدالرضا رضائی,354,False,973,979
5765358,M,independent,Eng. Zia Ahmad Noori,انجینر ضیا احمد نوری,11,False,1774,1942
5765359,M,independent,Qismat Khan,قسمت خان,233,False,356,356
5765360,M,independent, Muhammad Haroon Mir,محمد هارون میر,394,False,648,667
5765361,M,independent,Hajji Ehsan Sahibzada,حاجی احسان صاحب زاده,644,False,2707,2777
5765362,M,Political party, Abdul Karim Bekran,عبدالکریم بیکران,142,False,113,113
5765364,M,independent,Azizullah Azizi,عزیزاله  عزیز,582,False,509,511
5765365,M,independent,Hajji Muhammad Daood Safi,حاجی محمد داود  صافی,561,False,71,71
5765366,M,independent,Qadam Ali Khadim,قدم علی خادم,192,False,1866,1880
5765367,M,independent,Eng. Abdul Wakeel Sadaat,انجینر عبدالوکیل   سعادت,221,False,295,299
5765368,M,independent,Abdul Qaseem Sanjni,عبدالقسیم  سنجنی,600,False,84,85
5765369,M,independent,Nazar Muhammad Popal,نظر محمد پوپل,367,False,614,616
5765370,M,independent,Sayed Rawoof Rawoof,سید روف روف,621,False,461,471
5765371,M,independent,Saranwal Muhammad Shakir Baryal,څارنوال محمد شاکر بریال,53,False,328,330
5765372,M,independent, Muhammad Sangeen Tawakalzay,محمد سنگین توکلزی,105,True,1668,1668
5765373,M,independent, Yousuf Ali Zaki,یوسف علی ذکی,553,False,398,401
5765374,M,independent,Asmatullah Esar,عصمت الله  ایثار,347,False,127,129
5765375,M,independent,Alhaj Samunwal  Muhammad Roshan Roshan,,594,False,23,
5765376,M,independent, Abdul Mubeen Wahidi,عبدالمبین   واحدی,252,False,199,199
5765377,M,independent, Alhaj Janat Khan Fahim Chakari,الحاج جنت خان فهیم چکری,603,False,690,661
5765378,M,independent, Muhammad Dawood Aman Haidari,محمد داود  امان حیدری,152,False,315,320
5765379,M,independent,Eng. Tughyan Bakhshi,انجنیر طغیان  بخشی,84,False,93,93
5765380,M,independent,Muhammad Zubair Dawoodzai,محمد زبیر  داود زی,639,False,12,12
5765381,M,independent, Dr. Almas Bawar Zakhilwal,داکتر الماس باور زاخیلوال,336,False,374,374
5765382,M,independent,Alhaj Khuwaja Ghulam Jaylani Shibl,الحاج خواجه غلام جیلانی شبل,467,False,60,61
5765383,M,independent,Hajji Shireen Agha Rahmani,حاجی شیرین آغا رحمانی,47,False,328,330
5765384,M,independent, Janan Musazai,جانان موسی زی,538,False,1071,1131
5765385,M,independent,Eng. Nimatullah,انجنیر نعمت اله,3,False,636,638
5765386,M,independent,Yaqub Shah Areenpoor,یعقوب شاه آرین پور,199,False,432,437
5765387,M,independent,Eng. Muhammad Afzal Ahmadzai,انجنیر محمد افضل احمدزی,1,False,1912,1836
5765388,M,Political party,Alhaj Habibullah Amarkhil Janabdar,الحاج حبیب الله امرخیل جانبدار,259,False,366,367
5765389,M,independent,Muhammad Ibrahim Karimi,محمد ابراهیم  کریمی,368,False,341,342
5765390,M,independent, Dr. Shafiqullah Faizi,دوکتور شفیق اله فیضی,99,False,1108,1388
5765391,M,independent,Hamidullah Adib Faiz,حامد الله ادیب فایز,351,False,68,68
5765392,M,independent,Hajji Muhammad Hamayoon,حاجی محمد همایون,472,False,389,395
5765393,M,independent,Dr. Abdul Kahalil Abasi,داکتر عبدالخلیل  عباسی,205,False,78,79
5765396,M,independent, Sayed Sharif Hashimi,سید شریف  هاشمی,301,False,332,332
5765397,M,independent,Alhaj Sardar Muhammad Waqibeen,الحاج سردار محمد واقعبین,45,False,158,158
5765399,M,independent, Alhaj Fazal Ahmad Sabat,الحاج فضل احمد ثابت,269,False,285,285
5765400,M,independent,Noor Ali Omarkhil,نورالله عمرخیل,31,False,443,446
5765401,F,independent,Wakeel Fatima Nazari,وکیل فاطمه نظری,308,False,6814,6834
5765402,F,independent,Geeso Muhammadi Safi,گیسو محمدی صافی,488,False,733,740
5765403,F,independent, Hirma Alokozai,هیرما الکوزی,604,False,100,100
5765405,F,independent,Eng. Razia Naemi,انجینر راضیه نعیمی,405,False,338,349
5765406,F,independent,Shahla Maihan Dost,شهلا میهن دوست,70,False,160,161
5765407,F,independent, Nasreen Yosufzai,نسرین یوسفزی,428,False,114,115
5765408,F,independent, Rona Ayoubi,رونا ایوبی,396,False,127,130
5765409,F,independent,Najla Anjila,نجلا  انجیلا,509,False,187,191
5765411,F,independent,Nahid Noori,ناهید  نوری,307,False,147,147
5765413,F,independent, Rana Nooristani,رڼا نورستانی,114,False,481,488
5765414,F,independent,Dr. Shala Rashed,داکتر شهلا رشید,500,False,193,193
5765415,F,independent, Bibi Hajji Zarifa Hasas Nasiri,بی بی حاجی ظریفه حساس ناصری,95,False,303,304
5765416,F,independent, Shahla Rahimi,شهلا رحیمی,161,False,76,77
5765417,F,independent,Shukria Barikzai,شکریه بارکزی,658,True,2129,2174
5765419,F,independent, Masooma Nazari,معصومه  نظری,563,False,130,130
5765422,F,independent,Nadia Rasooli,نادیه  رسولی,20,False,200,209
5765423,F,independent,Malalai Ishaqzai,ملالی اسحاق زی,635,False,326,326
5765424,F,independent,Nigma Omar Olumi,نجما عمر علومی,475,False,51,52
5765425,F,independent, Dr. Raisa Seddiqi,داکتر رئیسه صدیقی,170,False,92,94
5765428,F,independent,Rafaya Zohra,رفایه زهرا,326,False,79,79
5765429,F,independent,Gul Shireen Beg,گل شیرین بیگ,391,False,297,306
5765430,F,independent, Nooria Babakarkhil,نوریه بابکرخیل,565,False,45,45
5765431,F,independent,Anisa Azizi,انیسه عزیزی,612,False,41,41
5765432,F,independent,Sanam Tamkin Ghairat,صنم تمکین  غیرت,570,False,64,65
5765433,F,independent,Zakira Jafari,ذاکره جعفری,507,False,68,68
5765435,F,independent, Hamida Osman,حمیده عثمان,317,False,24,24
5765436,F,independent,Master Zahra Shafiee Hasibi,ماستر زهره شفیعی حسیب,510,False,117,120
5765438,F,independent,Nazira Ziayee,نذیره ضیائی,181,False,36,37
5765439,F,independent,Shaima Sekandari,شیما  سکندری,5,False,215,215
5767605,M,independent, Niaz Muhammad Hajji Amir Lalay,,47,True,4038,
5768602,M,independent,Attaullah Jan Habib,عطاالله جان حبیب,11,False,2942,3004
5768603,F,independent,Fariba Ahmadi Kakar,فریبا احمدی کاکړ,43,False,1882,2289
5768604,F,independent, Ruqia Achakzai,رقیه اڅکزۍ,24,False,592,613
5768606,F,independent,Fahima Kakar,فهیمه کاکړ,15,True,399,411
5768607,M,independent,Najeebullah Achakzai,نجیب الله اڅکزی,22,False,149,149
5768608,M,independent, Hajji Ibrahim Muslim,حاجی ابراهیم مسلم,50,False,715,718
5768609,M,independent, Puhand Hajji Mullah Abbas,پوهاند حاجی ملا عباس,40,False,2823,2853
5768610,M,independent, Hajji Khan Muhammad Mujahid,حاجی خان محمد مجاهد,20,False,1589,1617
5768611,M,independent,Ahmad Jan Nazari,احمد جان نظری,3,False,146,146
5768612,F,independent, Rana Tareen,رڼا ترین,31,False,554,556
5768613,M,independent, Hashmat Khalil Karzai,,25,False,5814,
5780036,F,independent,Dr. Shah Pari Safi Nazari,داکتر شا پیری صافی  نظری,3,False,1793,1591
5786501,M,independent,Alhaj Kamal ‐ud‐ Din Mawdoodi,الحاج کمال الدین    مودودی,9,False,7737,7385
5786900,M,independent,Muhammad Zaman Azimi,محمد زمان عظیمی,14,False,3907,3678
5786940,M,independent,Dr. Muhammad Ibrahim Malikzad,داکتر محمد ابراهیم   ملکزاده,36,True,18249,18493
5789505,M,independent, Hajji Abdul Hadi Kashif,حاجی عبدالهادی کاشف,30,False,2138,2144
5789914,M,independent,Hajji Abdul Wahid,حاجی عبدالواحد,7,False,636,638
5791505,F,independent,Keshwar Shaiq Sarwari,کشور شایق سروری,27,False,150,150
5794601,F,independent,Shazia Kohistani,شازیه کوهستانی,14,False,206,206
5794602,F,independent, Dr. Karima Temori Kohistani,,27,False,9,
5794604,M,independent,Qazi Abdul Razaq Nijrabi,,16,False,17,
5794605,M,independent,Abdul Hadi Safi,عبدالهادی صافی,12,True,1913,1913
5794606,M,independent, Alhaj Khuwajah Padshah Seddiqi,الحاج خواجه پادشاه  صدیقی,17,False,3106,3106
5794607,M,independent,Abdul Wahab Askenwal,عبدالوهاب  اسکین وال,5,False,21,21
5794608,F,independent, Marina Amin Kohistani,مارینا  امین کوهستانی,28,False,356,356
5794609,M,independent,Alhaj Mirdad Khan Nijrabi,الحاج میرداد خان  نجرابی,9,False,10199,10199
5794610,M,independent,Ghulam Darwish Sanjni,غلام درویش سنجنی,1,False,295,295
5794611,M,independent,Sayed Fazal Haq Faiz,سید فضل الحق فایز,22,False,115,115
5794614,M,independent, Hamidullah Hatam,حمیدالله حاتم,21,False,2448,2448
5794615,F,independent, Masuda Ghafari,مسعوده  غفاری,26,False,469,469
5794616,M,independent, Eng. Muhammad Aqa Akhunzada,انجنیرمحمد آقا آخند زاده,37,False,232,232
5794702,M,independent,Hajji Obaidullah Barikzai,حاجی عبیدالله   بارکزي,12,False,2250,1577
5794704,M,independent,Muhammad Hashim,محمد هاشم وطنوال,1,True,1296,1218
5794705,F,independent,Raihana Azad,ریحانه آزاد,8,False,325,251
5794707,F,independent,Malika Barikzai,ملکه بارکزی,3,False,230,209
5794748,F,independent,Frishta Sami Wafa,فرشته   سمیع وفا,14,False,267,78
5794901,M,independent,Maulana Abdul Qadir Amami,مولانا عبدالقادر امامی,85,False,117,116
5794902,M,independent,Mirwais Khan Tukhi,میرویس خان توخی,8,False,1037,1035
5794903,F,independent,Fauzia Raoufi,فوزیه روفی,77,True,2489,2480
5794904,M,independent,Eng. Muhammad Ayub Ghafari,انجنیر محمد ایوب غفاری,66,False,3089,3010
5794906,M,independent,Khalil-u-Rahman,خلیل الرحمن,51,False,2359,2215
5794908,M,independent,Abul Kalam Azad,ابوالکلام آزاد,40,False,556,560
5794909,M,independent, Alhaj Faizullah Muhammadi,الحاج فیض الله محمدی,14,False,832,851
5794910,M,independent,Khal Nazar,خال نظر,90,False,78,66
5794911,M,independent,Hajji Abdul Hakim Shirzad,حاجی عبدالحکیم شیرزاد,72,False,56,56
5794912,M,independent,Hajji Abid Nazar,حاجی عابد نظر,21,False,1151,1101
5794913,M,independent,Ustad Abdul Rahem Masomi,استاد عبدالرحیم معصومی,25,False,1451,1443
5794914,M,independent,Muhammad Sama,محمد سمیع,62,False,1032,710
5794915,M,independent,Jawed Khan,جاوید خان,10,False,927,925
5794916,M,independent,Abdul Muqim Tahiri,عبدالمقیم طاهری,34,False,1045,1045
5794917,M,independent,Alhaj Abdul Karim Arshad,الحاج عبدالکریم ارشد,60,False,5007,4991
5794918,M,independent,Yama Kamal Sanmis,یما کمال سنمس,73,False,2198,2170
5794919,F,independent,Asifa Shadab,آصفه شاداب,9,True,1355,1349
5794922,M,independent,Abdul Qadir Rahin Kakar,عبدالقادر رهین کاکر,45,False,138,138
5794923,M,independent,Abdul Manan,عبدالمنان,3,False,1438,1389
5794924,M,independent,Najebullah Salimi,نجیب الله سلیمی,89,False,6661,6674
5795001,M,Political party, Muhammad Jawad Asghari,محمد جواد اصغری,14,False,2818,2818
5795002,M,independent, Said Yusuf Mubariz,سید یوسف مبارز,17,False,3533,3533
5795003,M,independent, Muhammad Kazem Hassani Bamiak,محمد کاظم حسنی بامیک,34,False,460,460
5795004,M,independent,Abdul Munem Najafi Mujahid Zada,عبدالمنعم نجفی مجاهد زاده,37,False,512,512
5795005,M,independent, Maulawi Kamal-u-din Hamid,مولوی کمال الدین حامد,21,False,257,257
5795006,M,independent,Muhammad Tahir Muhammadi,محمد طاهر محمدی,24,False,758,758
5795008,M,independent,Jafar Rasoli,جعفر رسولی,5,False,2271,2271
5795009,M,independent, Hajji Ali Dad Elhami,حاج علی داد الهامی,25,False,1553,1553
5795010,M,independent,Khuda Dad Bayani,خدا داد بیانی,38,False,103,103
5795011,M,independent,Sayed Zareef Rahmani,سید ظریف رحمانی,10,False,54,54
5795012,M,independent,Muhammad Sarwar Jawadi,محمد سرور جوادی,33,True,6882,6882
5795013,M,independent, Ahmad Omid,احمد اُمید,22,False,938,938
5795014,F,independent, Latifa Nasiri,لطیفه ناصری,42,False,1082,1082
5795015,M,independent, General Muhammad Ewaz Esar,جنرال محمد عوض ایثار,36,False,2912,2912
5795016,M,independent, Shaikh Hassan Jan Ahmadi,شیخ حسن جان احمدی,16,False,866,866
5795017,M,independent,Hussain Madani,حسینی مدنی,40,False,1159,1159
5795201,F,independent,Liza Ghauwsi,لیزأ غوثی,10,False,521,561
5795202,F,independent,Hawa Alam Nooristani,حواعلم نورستانی,9,True,1296,418
5795203,F,independent,Dr. Parween Nooristani,داکټر پروین نورستانی,6,False,4384,3349
5795204,M,independent, Muhammad Tamim Nooristani,محمد تمیم نورستانی,20,False,2187,1837
5795205,M,independent,Alhaj Muhammad Ismael Nooristani,الحاج محمداسماعیل نورستانی,8,False,4,0
5795206,F,independent,Mahbuba Saraj,محبوبه سراج,7,False,404,163
5795207,F,independent,Dr. Zulaikha,داکتر زلیخا,18,False,739,312
5795209,M,independent,Dr. Muhammad‐u‐ ddin Sajad,داکتر محمدالدین سجاد,3,False,1381,1275
5795210,M,independent, Munawar Nizami,منور  نظامی,14,False,1710,1161
5795211,F,independent,Dr. Reta Ali,داکتر ریتاعلی,5,False,1282,875
5795212,M,independent,Maulawi Ahmadullah Muahid,مولوی احمد الله موحد,13,False,3614,2261
5795213,M,independent,Qari Jamal‐u‐din Marabit,قاری جمال الدین مرابط,15,False,10,7
5795580,M,independent, Hajji Mammor Mussa,حاجی مامور موسی,16,True,2632,2642
5796905,M,independent,Dr. Sayed Sadrudin Makhdum,داکتر سید صدرالدین مخدوم,15,False,904,904
5798503,F,independent,Farida Hamedi,فریده حمیدی,11,False,3480,3480
5798504,M,independent,Eng. Noor Ali Saiedi,انجینر نور علی سیدی,2,False,385,385
5798702,M,independent,Mirza Qamar-u-din Shahrukhi,مرزا قمرالدین شاهرخی,5,False,680,680
5798703,M,independent, Rayes Khairullah,رئیس خیرالله,37,False,5829,5829
5798704,M,independent,Alhaj Ahmad Khan Samangani,,25,True,19166,
5798706,M,independent,Abdul Momin Tolo,عبدالمومن طلوع,9,False,363,363
5798707,M,independent, Hajji Muhammadi Bay Sharwal,حاجی محمدی بای شاروال,33,False,1389,1389
5798708,M,independent, Abdul Qadir Misbah,عبدالقادر مصباح,23,False,775,775
5798709,M,independent,Ahmad Shuaib Habibi,احمد شعیب حبیبی,26,False,4939,4939
5798710,M,independent, Sultan Ali Sultani,سلطان علی سلطانی,27,True,2373,2373
5798711,M,independent,Alhaj Makhdum Muhebullah Furqani,الحاج مخدوم محیب الله  فرقانی,30,False,7638,7638
5798712,M,independent,Makhdum Qari Saraj-u-din Mujahid,مخدوم قاری سراج الدین مجاهد,1,False,1194,1194
5798714,F,independent,Zia Gull Nasiri,ضیأگل نصری,18,False,335,335
5798715,M,Political party,Muhammad Tahir Zaher,محمد طاهر  زهیر,10,False,6005,6005
5798718,M,independent,Feroz Khan Mubariz,فیروز خان  مبارز,6,False,45,45
5798719,M,independent, Aqa Muhammad Zarif,آقا محمد ظریف,17,False,1109,1109
5798720,M,independent, Abdul Hadi Shekib,عبدالهادی شکیب,14,False,1301,1301
5798721,M,independent,Muhammad Zahir Muwafaq,محمد ظاهر موفق,35,False,79,79
5798722,F,independent,Dr. Masoma Khawri,داکتر معصومه   خاوری,32,False,3561,3561
5798801,M,independent,Raz Muhammad Samimi,راز محمد صمیمی,18,False,695,695
5798802,M,independent,Hajji Abdul Saboor Sabiri,حاجی عبدالصبور صابری,50,False,808,779
5798803,F,independent, Habiba Sadat,حبیبه سادات,32,False,555,574
5798805,F,independent, Laila Barikzai,لیلا   بارکزۍ,47,False,251,251
5798806,M,independent,Hajji Abdul Hay,حاجی عبدالحی,27,False,3007,2403
5798807,F,independent,Fatima,فاطمه,36,False,145,146
5798808,M,independent,Alhaj Muhammad Anwar Ishaqzai,الحاج محمد انور اسحق زی,11,False,1029,1029
5798809,M,independent,Abdul Jabar,عبدالجبار,16,False,1770,1773
5798810,M,independent,Hajji Muhammad Sadiq Aryubi,حاجی محمد صادق اریوبی,15,False,76,76
5798811,M,independent, Muhammad Rasol,محمد رسول,33,False,313,316
