station_id,polling_id,delta,Ashraf Ghani Ahmadzai,Dr. Abdullah Abdullah,Hamed Karzai,Ramazan Bashardost,other
21556,107375,3,0,122,30,2,1
21557,107378,1,0,101,9,1,2
21558,107378,2,0,87,9,0,5
21559,107378,3,0,58,17,0,2
21560,107379,1,3,177,33,2,6
21561,107379,2,0,121,28,0,0
21562,1407100,1,1,165,15,0,9
21563,1407100,2,0,69,68,0,21
21564,1407101,1,0,67,132,0,15
21565,1407101,2,0,29,118,0,8
21566,308148,1,1,205,269,1,8
21567,308148,2,0,0,120,0,0
21568,101231,1,5,70,40,1,3
21569,101231,2,2,64,28,6,2
21570,101231,3,12,200,79,10,10
21571,101231,4,15,199,70,14,13
21572,101230,1,3,88,21,8,7
21573,101230,2,11,65,30,7,1
21574,101230,3,7,74,24,5,4
21575,101230,4,1,47,15,7,2
21576,101230,5,2,42,10,4,2
21577,101230,6,6,22,30,2,7
21578,101230,7,6,27,23,0,2
21579,101233,1,10,172,92,22,18
21580,101233,2,15,110,78,7,11
21581,101233,3,8,109,34,9,7
21582,101233,4,12,96,72,15,10
21583,101233,5,10,107,53,17,11
21584,101233,6,12,98,52,13,5
21585,101233,7,10,109,44,11,5
21586,101233,8,4,88,97,6,6
21587,101233,9,14,136,75,10,8
21588,101233,10,4,57,41,4,5
21589,101233,11,7,38,24,0,10
21590,101232,1,9,146,66,21,11
21591,101232,2,5,98,37,13,4
21592,101232,3,4,106,45,7,8
21593,101232,4,6,51,55,3,5
21594,101232,5,1,66,38,3,3
21595,101235,1,10,160,48,13,2
21596,101235,2,7,179,45,11,5
21597,101235,3,15,184,46,11,10
21598,101235,4,7,143,74,5,2
21599,101234,1,9,210,60,9,7
21600,101234,2,8,242,71,17,11
21601,101234,3,2,149,58,5,8
21602,101234,4,1,146,33,6,7
21603,101234,5,8,109,23,2,4
21604,101234,6,3,139,26,10,1
21605,101234,7,4,106,29,7,7
21606,101234,8,3,132,60,3,9
21607,101234,9,2,63,21,3,2
21608,101234,10,3,41,13,1,3
21609,101237,1,11,138,64,14,7
21610,101237,2,17,213,71,20,9
21611,101237,3,7,110,51,12,7
21612,101237,4,10,127,46,11,11
21613,101237,5,10,83,37,7,6
21614,101237,6,8,160,87,18,10
21615,101237,7,10,166,76,11,3
21616,101236,1,13,170,113,25,18
21617,101236,2,8,66,48,9,7
21618,101236,3,10,125,66,11,10
21619,101236,4,5,84,52,9,3
21620,101236,5,2,105,71,7,2
21621,101236,6,1,61,52,12,2
21622,101236,7,1,38,11,0,1
21623,101236,8,1,36,21,0,2
21624,101239,1,18,237,91,14,18
21625,101239,2,17,309,127,24,29
21626,101239,3,19,241,84,24,20
21627,101239,4,7,215,65,25,14
21628,101239,5,10,201,76,21,11
21629,101239,6,0,42,10,4,1
21630,101239,7,9,185,74,7,20
21631,101239,8,5,58,42,1,6
21632,101239,9,5,63,46,7,4
21633,101238,1,6,113,57,3,5
21634,101238,2,5,206,89,11,9
21635,101238,3,6,107,63,10,9
21636,101238,4,9,95,47,12,11
21637,1611251,1,0,330,4,61,1
21638,1611251,2,0,37,8,64,4
21639,1906099,1,7,210,228,13,71
21640,1906099,2,5,219,214,14,64
21641,1906099,3,3,238,164,11,43
21642,1906099,4,6,125,108,4,50
21643,1906099,5,4,115,123,9,37
21644,301028,1,1,104,47,0,5
21645,301028,2,0,42,5,0,3
21646,301029,1,2,276,21,3,4
21647,301029,2,0,82,1,0,2
21648,301026,1,1,281,20,4,3
21649,301026,2,0,286,25,3,6
21650,301026,3,0,264,18,4,4
21651,301026,4,1,182,34,0,9
21652,301026,5,0,169,54,2,4
21653,301027,1,0,79,42,2,6
21654,301027,2,0,80,51,2,5
21655,301027,3,1,43,93,1,9
21656,301024,1,0,183,33,8,9
21657,301024,2,1,201,63,11,8
21658,301024,3,4,218,75,11,8
21659,301024,4,0,113,27,3,2
21660,301024,5,0,70,19,1,5
21661,1514160,1,0,90,53,6,4
21662,1514160,2,1,86,56,1,6
21663,1514160,3,0,95,7,0,2
21664,1514160,4,0,93,3,0,0
21665,301022,1,0,272,59,5,10
21666,301022,2,3,359,47,4,7
21667,301022,3,3,128,40,5,14
21668,301023,1,3,50,348,5,27
21669,301023,2,1,43,254,2,17
21670,301023,3,0,30,152,0,0
21671,301020,1,1,162,18,2,5
21672,301020,2,1,107,0,3,4
21673,301020,3,0,95,10,0,7
21674,301021,1,0,215,37,0,5
21675,301021,2,1,178,21,2,4
21676,301021,3,1,155,34,2,4
21677,301021,4,0,357,48,4,0
21678,301021,5,1,154,51,0,42
21679,301021,6,0,220,10,1,20
21680,103344,1,0,56,509,1,0
21681,103344,2,1,93,310,3,6
21682,103344,3,0,40,506,1,0
21683,1707190,1,0,142,64,3,1
21684,1707190,2,0,97,44,1,1
21685,1707190,3,0,141,88,0,2
21686,2202202,1,0,20,57,1,1
21687,2202202,2,0,10,253,1,0
21688,2202201,1,0,16,80,2,4
21689,2202201,2,1,27,40,0,10
21690,1707193,1,1,76,36,23,14
21691,1707193,2,0,93,24,29,24
21692,1707193,3,3,107,14,7,36
21693,1307055,1,0,200,5,0,396
21694,1307055,2,0,61,50,0,255
21695,1307055,3,24,303,78,0,160
21696,103342,1,0,235,6,0,3
21697,103342,2,0,254,7,1,1
21698,103342,3,0,217,8,2,2
21699,103342,4,0,167,8,1,1
21700,1307057,1,0,8,95,1,348
21701,1911211,1,0,103,38,10,13
21702,1911211,2,0,102,34,12,5
21703,1911211,3,2,154,84,2,12
21704,3107154,1,0,46,44,67,4
21705,3107154,2,0,91,22,30,4
21706,3107155,1,0,9,59,222,1
21707,3107155,2,1,0,42,127,9
21708,3107155,3,0,2,20,140,7
21709,3107155,4,0,2,39,179,10
21710,3107155,5,0,1,18,191,2
21711,3107155,6,0,2,40,190,13
21712,3107155,7,0,1,30,176,3
21713,3107156,1,0,1,28,177,4
21714,3107156,2,0,2,31,184,11
21715,3107157,1,0,9,42,114,11
21716,3107157,2,0,17,45,139,14
21717,3107150,1,0,23,365,86,9
21718,3107150,2,1,25,334,117,27
21719,3107151,1,0,26,174,50,19
21720,3107151,2,1,22,168,81,8
21721,3107152,1,0,37,322,186,10
21722,3107152,2,0,8,318,106,25
21723,3107153,1,0,11,62,314,8
21724,3107153,2,1,3,48,428,9
21725,3107153,3,0,11,84,412,4
21726,3107158,1,0,0,0,268,9
21727,3107158,2,0,32,63,300,3
21728,3107158,3,0,17,39,334,13
21729,3107159,1,2,5,152,82,4
21730,3107159,2,1,25,197,66,9
21731,1503189,1,0,28,28,3,4
21732,1503189,2,0,8,4,3,4
21733,1503189,3,0,9,6,2,0
21734,1503189,4,0,14,5,0,3
21735,1503188,1,1,78,131,2,39
21736,1503188,2,0,67,80,0,5
21737,1901011,1,12,159,124,31,8
21738,1901011,2,8,147,85,32,6
21739,1901011,3,16,210,161,47,7
21740,1901011,4,13,205,161,44,12
21741,1901011,5,1,52,44,12,7
21742,1901011,6,8,69,60,60,2
21743,1901010,1,9,155,128,43,18
21744,1901010,2,6,173,114,47,8
21745,1901010,3,15,243,156,55,12
21746,1901010,4,2,150,100,32,7
21747,1901010,5,1,41,26,10,3
21748,1901010,6,2,31,17,10,3
21749,1901013,1,2,49,54,22,7
21750,1901013,2,8,72,77,25,2
21751,1901013,3,10,97,95,34,9
21752,1901013,4,0,46,52,19,7
21753,1901012,1,8,150,154,64,11
21754,1901012,2,9,137,132,48,8
21755,1901012,3,4,71,94,32,6
21756,1901012,4,11,81,92,33,9
21757,1901015,1,11,235,147,18,14
21758,1901015,2,7,195,114,10,11
21759,1901015,3,4,148,93,12,5
21760,1901015,4,2,135,68,7,5
21761,1901015,5,1,127,56,3,9
21762,1901015,6,2,123,63,4,11
21763,1901015,7,4,145,99,5,7
21764,1901015,8,0,122,33,4,6
21765,1901015,9,3,107,38,1,4
21766,1901015,10,1,38,39,1,3
21767,1901015,11,1,46,42,3,8
21768,1901015,12,3,59,35,0,3
21769,1901014,1,3,151,82,15,13
21770,1901014,2,3,139,62,1,2
21771,1901014,3,9,157,74,4,3
21772,1901014,4,7,180,95,19,10
21773,1901014,5,4,229,118,10,7
21774,1901014,6,11,236,124,20,16
21775,1901014,7,3,140,72,14,1
21776,1901014,8,7,102,52,4,12
21777,1901014,9,4,152,67,2,4
21778,1901014,10,4,162,88,10,15
21779,1901017,1,3,29,98,2,4
21780,1901017,2,9,121,155,16,7
21781,1901017,3,6,78,124,15,6
21782,1901016,1,4,363,75,13,10
21783,1901016,2,3,243,63,7,7
21784,1901016,3,4,260,81,9,31
21785,1901016,4,2,214,91,9,22
21786,1901016,5,3,267,85,2,10
21787,1901019,1,7,119,74,36,6
21788,1901019,2,4,136,48,19,3
21789,1901019,3,2,126,60,35,2
21790,1901019,4,4,139,50,17,7
21791,1901019,5,7,107,57,27,9
21792,1901019,6,3,125,37,23,4
21793,1901019,7,3,145,59,19,10
21794,1901018,1,2,241,77,13,13
21795,1901018,2,6,300,84,12,12
21796,1901018,3,1,153,49,9,4
21797,1901018,4,2,173,72,6,5
21798,1901018,5,3,210,64,12,8
21799,1901018,6,2,119,41,13,1
21800,1901018,7,1,169,58,4,7
21801,1901018,8,2,249,62,15,8
21802,1901018,9,2,169,63,9,7
21803,1901018,10,1,210,82,8,11
21804,1901018,11,5,129,49,2,5
21805,1901018,12,2,114,48,1,5
21806,810054,1,0,8,138,0,6
21807,810054,2,8,5,115,7,19
21808,810054,3,0,44,42,2,5
21809,810054,4,0,45,105,0,7
21810,810054,5,0,72,79,0,7
21811,810054,6,0,15,32,0,8
21812,810054,7,0,7,68,0,24
21813,810055,1,7,0,581,0,8
21814,810055,2,17,0,569,3,3
21815,810055,3,2,24,525,0,29
21816,810055,4,50,2,503,0,40
21817,810055,5,2,2,23,0,15
21818,810057,1,49,4,449,0,1
21819,810057,2,0,0,600,0,0
21820,810057,3,37,30,270,0,252
21821,810057,4,0,0,600,0,0
21822,810057,5,2,0,598,0,0
21823,810057,6,0,0,600,0,0
21824,810057,7,2,0,590,0,3
21825,810053,1,0,36,111,0,22
21826,810053,2,10,2,69,0,14
21827,810053,3,3,7,64,0,11
21828,810053,4,6,1,89,0,2
21829,810053,5,0,3,52,0,18
21830,810053,6,1,1,32,0,8
21831,810053,7,0,0,49,0,12
21832,810058,1,449,0,138,0,3
21833,810058,2,125,0,300,0,0
21834,810058,3,0,0,600,0,0
21835,810058,4,0,0,342,0,0
21836,810058,5,0,0,662,0,0
21837,810058,6,11,0,589,0,0
21838,810058,7,0,0,600,0,0
21839,810059,1,0,1,585,0,1
21840,810059,2,0,0,506,0,87
21841,810059,3,1,0,590,0,7
21842,810059,4,38,0,492,31,22
21843,810059,5,3,1,391,0,4
21844,810059,6,10,0,0,0,125
21845,810059,7,24,0,451,1,105
21846,302049,1,0,80,14,1,25
21847,302048,1,2,197,48,8,27
21848,302048,2,24,102,16,0,0
21849,302041,1,1,228,12,6,4
21850,302041,2,0,151,19,7,1
21851,302040,1,1,175,5,3,0
21852,302040,2,1,121,10,1,1
21853,302040,3,0,74,3,0,0
21854,302040,4,0,63,2,0,1
21855,302043,1,1,468,32,4,16
21856,302043,2,1,317,32,6,11
21857,302043,3,1,415,53,0,2
21858,302042,1,1,107,13,4,3
21859,302042,2,0,218,15,11,3
21860,302042,3,0,109,6,2,0
21861,302045,1,0,145,4,0,4
21862,302045,2,1,37,27,0,3
21863,302045,3,0,23,0,0,0
21864,302044,1,0,57,3,9,9
21865,302044,2,0,78,7,3,3
21866,302044,3,0,30,13,2,6
21867,302044,4,0,48,4,1,1
21868,302047,1,0,85,7,1,4
21869,302047,2,0,100,7,1,3
21870,302047,3,0,124,8,1,7
21871,302047,4,0,65,9,0,0
21872,302047,5,0,76,2,0,0
21873,302046,1,0,153,4,6,3
21874,302046,2,0,91,0,1,1
21875,2411459,1,1,9,155,0,13
21876,2411459,2,0,1,114,0,9
21877,2411459,3,0,1,167,0,14
21878,808187,1,0,0,555,0,0
21879,808187,2,2,0,352,0,0
21880,808187,3,0,0,397,0,0
21881,808187,4,0,0,250,0,0
21882,808186,1,0,0,300,0,0
21883,808185,1,0,0,110,0,0
21884,808185,2,124,64,279,0,7
21885,808185,3,0,0,599,0,0
21886,808185,4,0,0,600,0,0
21887,808184,1,0,0,495,0,1
21888,808184,2,0,0,168,0,0
21889,808184,3,0,0,402,0,0
21890,808184,4,0,0,500,0,0
21891,808183,1,0,0,177,0,0
21892,808183,2,0,0,140,0,0
21893,808183,3,0,0,170,0,0
21894,808183,4,0,0,179,0,0
21895,808182,1,0,600,0,0,0
21896,808182,2,0,0,397,0,0
21897,808182,3,0,0,295,0,0
21898,808182,4,5,17,353,0,15
21899,808182,5,0,0,227,0,0
21900,808181,1,15,19,139,0,66
21901,808181,2,30,10,245,0,10
21902,808181,3,0,0,269,0,7
21903,808181,4,108,0,163,0,1
21904,808181,5,32,1,124,0,78
21905,808181,6,8,0,195,0,5
21906,808180,1,22,3,565,0,7
21907,808180,2,11,1,581,0,3
21908,808180,3,36,0,551,0,7
21909,808180,4,6,1,579,0,2
21910,808180,5,59,0,508,13,12
21911,808189,1,5,1,514,8,47
21912,808189,2,36,0,433,2,49
21913,808189,3,0,5,304,1,52
21914,808189,4,23,1,521,0,54
21915,808189,5,0,0,462,4,112
21916,808188,1,0,0,488,0,0
21917,808188,2,0,0,417,0,0
21918,1913286,1,0,9,60,150,8
21919,1913286,2,1,9,42,146,6
21920,1913285,1,1,77,14,99,11
21921,1913285,2,0,223,20,244,5
21922,1913284,1,0,434,11,43,4
21923,1913284,2,0,271,4,41,2
21924,1913283,1,0,3,70,121,3
21925,1913283,2,1,7,85,113,8
21926,1913283,3,3,3,73,100,7
21927,1913283,4,0,1,77,138,1
21928,1701038,1,1,10,29,0,11
21929,1701038,2,2,6,28,1,5
21930,1701038,3,1,9,29,1,4
21931,1701038,4,0,2,8,0,0
21932,1701038,5,0,0,17,0,0
21933,2816268,1,0,0,185,0,1
21934,2816268,2,0,1,211,0,0
21935,1913280,1,0,24,118,39,6
21936,1913280,2,0,17,158,60,3
21937,1913280,3,1,29,167,40,14
21938,2816266,1,0,0,75,0,0
21939,2816266,2,0,0,59,0,0
21940,2816266,3,0,0,220,0,0
21941,2816267,1,0,0,294,0,0
21942,2816267,2,0,0,67,0,0
21943,2816264,1,0,0,206,0,0
21944,2816264,2,0,0,123,1,4
21945,1701036,1,2,97,29,5,6
21946,1701036,2,0,99,32,3,10
21947,1701036,3,1,77,15,6,1
21948,1701036,4,0,14,9,0,1
21949,2816263,1,0,0,290,0,9
21950,2816263,2,0,0,340,0,0
21951,2816263,3,0,0,227,0,0
21952,2816263,4,0,0,417,0,0
21953,2816263,5,0,0,413,0,0
21954,2816263,6,0,0,233,0,0
21955,1701033,1,4,101,17,1,4
21956,1701033,2,3,189,10,4,5
21957,1701033,3,1,150,19,2,6
21958,1701033,4,2,59,11,1,6
21959,1701032,1,0,21,3,0,5
21960,1701032,2,0,0,0,0,0
21961,1701032,3,0,20,0,0,4
21962,1701032,4,0,0,0,0,0
21963,1420215,1,2,1,55,4,357
21964,1420215,2,0,4,38,2,208
21965,1420215,3,0,1,41,0,226
21966,1420215,4,0,5,50,0,212
21967,2008093,1,0,0,83,0,3
21968,2008093,2,0,0,98,0,4
21969,2008090,1,0,33,89,2,8
21970,2008090,2,0,16,73,5,15
21971,2008090,3,0,24,93,4,8
21972,2008090,4,0,8,25,0,10
21973,2008090,5,0,2,56,2,3
21974,2008090,6,0,1,13,4,2
21975,2008091,1,2,70,65,16,21
21976,2008091,2,0,33,21,54,2
21977,2008091,3,0,114,61,15,7
21978,2008091,4,0,42,142,2,9
21979,2008091,5,0,37,151,6,3
21980,2601008,1,2,33,77,1,15
21981,2601008,2,2,26,76,2,16
21982,2601008,3,6,18,56,1,16
21983,2601008,4,4,16,30,2,10
21984,2601008,5,4,58,92,9,36
21985,2601008,6,0,7,17,2,2
21986,2601008,7,4,5,36,2,4
21987,2601008,8,4,6,29,3,7
21988,2601008,9,1,0,0,0,2
21989,2601008,10,1,12,37,0,2
21990,2601009,1,21,76,141,3,7
21991,2601009,2,19,73,125,8,8
21992,2601009,3,13,46,375,0,7
21993,2601009,4,3,15,41,0,2
21994,2601009,5,12,23,356,2,6
21995,2601009,6,6,38,400,5,9
21996,2601009,7,11,46,388,3,11
21997,2601009,8,7,40,77,1,14
21998,2601009,9,7,37,85,0,20
21999,2601009,10,7,40,58,1,11
22000,2008094,1,1,82,121,7,19
22001,2008094,2,0,16,26,0,10
22002,2008095,1,0,0,97,0,0
22003,2008095,2,0,0,46,0,0
22004,2601004,1,19,79,200,11,17
22005,2601004,2,15,64,149,6,11
22006,2601004,3,20,62,147,22,28
22007,2601004,4,27,81,248,18,19
22008,2601004,5,15,48,166,10,28
22009,2601004,6,15,57,174,5,28
22010,2601004,7,16,44,200,8,17
22011,2601004,8,8,25,153,11,15
22012,2601004,9,4,37,159,11,24
22013,2601004,10,10,46,174,4,10
22014,2601005,1,22,125,232,8,28
22015,2601005,2,11,85,161,2,23
22016,2601005,3,11,63,123,7,10
22017,2601005,4,5,65,81,97,11
22018,2601005,5,4,44,71,4,11
22019,2601005,6,0,42,146,5,14
22020,2601005,7,5,33,87,2,14
22021,2601005,8,8,31,80,0,18
22022,2601005,9,2,35,90,3,18
22023,2601005,10,7,40,159,2,9
22024,2601005,11,0,15,513,1,1
22025,2601005,12,1,0,0,0,0
22026,2601006,1,7,44,394,3,9
22027,2601006,2,12,44,400,11,18
22028,2601006,3,11,46,307,7,16
22029,2601006,4,6,51,388,2,8
22030,2601006,5,21,101,215,11,24
22031,2601006,6,16,56,320,7,14
22032,2601006,7,4,39,455,3,4
22033,2601006,8,0,30,564,0,4
22034,2601006,9,6,54,309,13,21
22035,2601006,10,3,48,412,4,7
22036,2601007,1,0,7,64,1,19
22037,2601007,2,2,1,76,1,5
22038,2601007,3,0,3,520,1,9
22039,2601007,4,0,0,520,0,17
22040,1420219,1,0,1,37,1,195
22041,1420219,2,0,7,32,0,107
22042,1420219,3,0,1,32,0,119
22043,2601001,1,19,42,236,2,30
22044,2601001,2,18,46,189,7,21
22045,2601001,3,11,36,131,2,21
22046,2601001,4,15,29,124,3,18
22047,2601001,5,9,37,128,6,20
22048,2601001,6,12,16,76,1,20
22049,2601001,7,1,25,210,2,14
22050,2601001,8,7,34,191,4,38
22051,2601001,9,1,27,178,4,36
22052,2601001,10,7,27,169,2,29
22053,2601002,1,8,34,100,5,10
22054,2601002,2,9,39,121,5,6
22055,2601002,3,12,40,155,1,6
22056,2601002,4,14,36,351,10,18
22057,2601002,5,10,32,113,2,9
22058,2601002,6,20,57,279,10,26
22059,2601002,7,4,32,275,2,19
22060,2601002,8,19,38,219,2,9
22061,2601002,9,3,23,199,0,18
22062,2601002,10,6,25,307,10,7
22063,2601003,1,7,119,237,19,35
22064,2601003,2,10,89,207,16,46
22065,2601003,3,5,87,182,11,40
22066,2601003,4,10,75,172,9,25
22067,2601003,5,14,112,226,13,41
22068,2601003,6,16,123,259,18,39
22069,2601003,7,8,68,157,29,29
22070,2601003,8,1,55,203,6,39
22071,2601003,9,10,95,222,18,35
22072,2601003,10,0,94,281,21,35
22073,2303175,1,1,143,8,4,14
22074,2303175,2,2,155,10,3,27
22075,2303175,3,0,133,20,1,8
22076,2303175,4,7,123,18,4,48
22077,2303176,1,2,296,25,2,35
22078,2303176,2,0,32,1,1,15
22079,1015358,1,12,13,198,0,42
22080,1015358,2,16,9,152,1,29
22081,1015359,1,19,42,322,0,105
22082,1015359,2,24,67,355,0,195
22083,1010274,1,0,0,512,0,0
22084,1010274,2,0,0,541,0,1
22085,1010275,1,1,1,12,0,1
22086,1010275,2,0,0,12,0,0
22087,1010275,3,0,0,4,0,9
22088,1015356,1,61,0,414,0,14
22089,1015356,2,12,11,287,0,22
22090,1015357,1,7,6,304,6,12
22091,1010270,1,27,184,264,0,48
22092,1010271,1,0,5,241,0,6
22093,1010271,2,0,3,144,0,19
22094,1010272,1,0,0,94,0,0
22095,1010272,2,0,3,225,0,0
22096,1010272,3,0,6,142,0,1
22097,1010273,1,16,15,14,2,7
22098,1010273,2,79,37,44,0,0
22099,2509134,1,26,8,155,1,8
22100,2509134,2,127,9,0,1,0
22101,2509134,3,18,45,50,11,31
22102,2509137,1,4,0,6,0,0
22103,2509137,2,5,1,4,0,0
22104,2509136,1,0,0,81,0,0
22105,2509136,2,0,0,25,1,0
22106,2509130,1,31,94,256,0,2
22107,1019460,1,50,1,211,0,22
22108,1019461,1,84,0,45,0,37
22109,1019461,2,21,0,31,0,12
22110,1019461,3,8,0,14,0,1
22111,1019461,4,0,0,0,0,0
22112,1602053,1,9,249,104,3,17
22113,1602055,1,1,106,2,3,1
22114,1602054,1,6,80,54,30,15
22115,1602054,2,2,63,30,30,14
22116,1602054,3,0,9,2,1,1
22117,1602057,1,0,0,0,0,0
22118,1602057,2,0,0,0,0,0
22119,1602057,3,0,0,0,0,0
22120,1602057,4,0,0,0,0,0
22121,1602056,1,3,150,119,9,9
22122,1602056,2,5,142,87,4,12
22123,1602056,3,0,0,425,0,0
22124,1602056,4,16,25,179,0,60
22125,1602059,1,5,268,93,6,6
22126,1602059,2,2,192,50,10,7
22127,1602059,3,5,104,7,1,2
22128,1602059,4,2,81,9,1,0
22129,1602058,1,5,241,116,3,21
22130,1602058,2,9,424,133,7,19
22131,3402033,1,0,8,12,276,4
22132,3402033,2,0,5,0,195,9
22133,3402033,3,0,4,5,136,4
22134,3402032,1,0,15,96,143,0
22135,3402032,2,0,19,49,231,3
22136,3402031,1,1,17,19,298,4
22137,3402030,1,0,9,45,327,11
22138,3402030,2,1,4,32,237,23
22139,3402030,3,1,5,15,145,11
22140,3402035,1,0,0,32,266,0
22141,3402035,2,0,0,16,320,1
22142,3402034,1,0,1,16,292,4
22143,3402034,2,1,1,4,371,3
22144,1201029,1,1,3,125,0,4
22145,1201029,2,0,0,5,0,1
22146,1201029,3,0,1,9,0,1
22147,1201021,1,0,6,76,0,1
22148,1201020,1,0,1,146,3,5
22149,1201020,2,0,2,120,2,5
22150,1201020,3,1,2,65,0,6
22151,1201020,4,1,5,82,2,3
22152,1201020,5,0,3,87,2,4
22153,1201020,6,2,18,27,0,6
22154,1201020,7,0,2,63,0,3
22155,1201020,8,0,5,48,0,1
22156,1201023,1,3,9,108,0,12
22157,1201023,2,0,1,44,0,2
22158,1201023,3,0,1,52,0,0
22159,1201023,4,1,0,85,1,10
22160,1201022,1,1,3,108,4,3
22161,1201022,2,2,8,80,0,3
22162,1201022,3,0,0,126,0,1
22163,1201025,1,7,2,176,2,6
22164,1201025,2,2,2,223,4,6
22165,1201025,3,0,1,92,0,3
22166,1201024,1,2,1,64,2,2
22167,1201024,2,2,0,75,0,5
22168,1201024,3,0,0,36,0,16
22169,1201024,4,0,0,37,1,9
22170,1201026,1,4,6,212,5,5
22171,1201026,2,5,11,160,7,10
22172,1201026,3,6,5,94,4,10
22173,1201026,4,0,0,108,0,1
22174,1201026,5,0,10,69,0,3
22175,806132,1,0,76,301,0,130
22176,806132,2,0,67,477,0,52
22177,806132,3,0,69,497,0,8
22178,806132,4,11,81,424,0,49
22179,806132,5,0,0,502,0,56
22180,806133,1,0,18,150,0,88
22181,806133,2,0,24,420,0,19
22182,806133,3,0,39,538,0,20
22183,806133,4,0,46,436,0,84
22184,806133,5,0,11,431,0,36
22185,806134,1,22,11,507,4,35
22186,806134,2,27,4,502,1,15
22187,806134,3,25,19,512,12,29
22188,806134,4,36,17,496,0,47
22189,806135,1,37,5,526,8,20
22190,806135,2,51,2,499,3,35
22191,806135,3,97,4,421,18,54
22192,806135,4,1,0,575,2,21
22193,806136,1,86,2,474,1,34
22194,806136,2,86,2,474,1,33
22195,806136,3,33,4,202,0,10
22196,806136,4,2,3,306,0,34
22197,806137,1,6,53,486,0,20
22198,806137,2,59,53,478,3,0
22199,806137,3,0,10,50,0,540
22200,806137,4,0,67,465,0,58
22201,806138,1,33,1,503,0,3
22202,806138,2,14,0,575,0,2
22203,806138,3,16,6,567,0,6
22204,806138,4,0,0,273,0,325
22205,806138,5,18,2,448,0,6
22206,806139,1,1,0,523,5,65
22207,806139,2,0,0,585,0,5
22208,806139,3,0,0,574,0,19
22209,806139,4,4,2,572,0,3
22210,806139,5,0,0,587,0,11
22211,2414365,1,12,166,157,5,39
22212,3302028,1,0,62,7,0,0
22213,3302028,2,0,61,1,0,2
22214,3302028,3,0,59,6,0,1
22215,3302028,4,0,63,5,0,2
22216,2414367,1,0,19,111,2,19
22217,2414367,2,3,19,63,3,38
22218,2414367,3,0,9,79,0,16
22219,2414366,1,7,32,166,0,15
22220,2414366,2,4,41,131,1,28
22221,2414366,3,2,19,133,1,18
22222,2406183,1,0,139,1,0,14
22223,2406183,2,0,65,1,0,25
22224,2406183,3,0,173,0,0,1
22225,3302021,1,0,131,7,0,0
22226,3302021,2,0,56,2,0,1
22227,3302021,3,0,31,0,0,0
22228,3302021,4,0,54,1,0,0
22229,3302021,5,0,64,16,0,1
22230,3302021,6,0,61,7,0,0
22231,802048,1,0,0,600,0,0
22232,802048,2,0,0,600,0,0
22233,802048,3,0,0,600,0,0
22234,3302023,1,0,141,30,1,7
22235,3302023,2,0,70,10,0,1
22236,3302023,3,0,81,9,1,1
22237,3302023,4,0,79,10,0,1
22238,3302023,5,1,69,7,0,0
22239,3302023,6,0,88,5,0,4
22240,3302023,7,0,70,6,0,1
22241,3302023,8,0,43,10,1,0
22242,3302022,1,0,72,12,0,1
22243,3302022,2,0,45,1,0,2
22244,3302022,3,0,31,1,0,0
22245,3302022,4,0,91,0,0,0
22246,3302022,5,0,58,18,0,2
22247,3302022,6,0,143,4,0,0
22248,3302025,1,0,133,12,0,0
22249,3302025,2,0,103,27,0,2
22250,3302024,1,1,106,4,1,1
22251,3302024,2,0,110,4,0,1
22252,3302027,1,0,72,4,0,2
22253,3302027,2,0,48,2,0,3
22254,3302027,3,0,44,0,0,1
22255,3302027,4,0,29,1,0,5
22256,3302026,1,0,157,9,0,8
22257,3302026,2,0,156,4,0,1
22258,802046,1,0,0,10,0,583
22259,802046,2,2,2,288,1,307
22260,101298,1,1,30,41,1,5
22261,101298,2,0,8,18,3,1
22262,101298,3,0,12,13,3,1
22263,101298,4,4,99,45,16,8
22264,101298,5,3,61,54,8,6
22265,101298,6,4,28,17,3,1
22266,101298,7,1,31,20,3,2
22267,101298,8,2,43,15,3,2
22268,805117,1,0,5,377,0,17
22269,805117,2,0,0,329,0,21
22270,805116,1,2,11,250,0,2
22271,805116,2,0,0,183,0,2
22272,805116,3,0,0,225,0,6
22273,805115,1,0,0,239,2,1
22274,805115,2,0,0,312,0,0
22275,805115,3,0,0,412,0,3
22276,805115,4,0,0,309,0,0
22277,805114,1,0,0,595,0,0
22278,805114,2,0,0,426,0,0
22279,805114,3,0,0,500,0,5
22280,805114,4,1,0,390,0,1
22281,2209145,1,2,73,232,2,68
22282,2209145,2,1,167,168,0,55
22283,2209145,3,2,154,208,0,39
22284,2209145,4,5,96,104,0,38
22285,2812205,1,6,34,175,1,23
22286,2812205,2,8,27,133,0,20
22287,2812205,3,6,28,217,0,50
22288,2812205,4,1,32,176,2,10
22289,2812205,5,0,123,151,0,13
22290,2812205,6,0,0,241,0,0
22291,2812205,7,0,0,182,0,2
22292,2812205,8,0,0,508,0,30
22293,2812205,9,0,0,508,0,30
22294,2812206,1,4,76,496,0,11
22295,2812206,2,0,19,557,0,0
22296,2812206,3,0,6,583,0,0
22297,2812206,4,1,4,586,0,4
22298,2812206,5,1,6,588,0,0
22299,2812206,6,10,5,573,0,4
22300,2812206,7,4,37,544,0,0
22301,2812206,8,2,55,527,0,6
22302,2812206,9,0,23,533,0,0
22303,2812206,10,15,98,492,0,1
