"Province","District ID","Polling Center Name and Location","PC Code","Estimated Voters","Total PS","Male","Female","Kuchi"
"Samangan",1801,"Aibak Boys' School, Aibak city",1801008,8400,14,14,,
"Samangan",1801,"Teekhonak Madrasah, Teekhonak village",1801018,3600,6,3,3,
"Samangan",1801,"Rubatak Secondary school, Rubatak Village",1801016,2400,4,2,2,
"Samangan",1801,"Karte Khurasan Girls'  Primary school, Shahre Aibak",1801006,3000,5,3,2,
"Samangan",1801,"Sarqad secondary school, Aibak City",1801009,4200,7,4,3,
"Samangan",1801,"Qooch Nehal Religious School, Qooch Nehal Village",1801002,2400,4,1,1,2
"Samangan",1801,"Dulkhaki Secondary school, Dulkhaki Village",1801004,3000,5,3,2,
"Samangan",1801,"Shalkatoo Secondary school, Shalkatoo village",1801014,1080,2,1,1,
"Samangan",1801,"Aeenchah Secondary Schoool, Aibak city",1801010,4150,7,4,3,
"Samangan",1801,"Manghaz Religious school, Manghaz village",1801001,1200,2,1,1,
"Samangan",1801,"Zuhrabi Secondary School, Zuhrabi Village",1801011,1800,3,1,1,1
"Samangan",1801,"Cheil Kapa Village (Tewkhawang)",1801088,950,2,1,1,
"Samangan",1801,"Larghan secondary school, Larghan village",1801005,2400,4,2,2,
"Samangan",1801,"Khojwa Burhan ( qara ghach) mosque",1801089,751,2,1,1,
"Samangan",1801,"Baba lar Primary school, Baba lar village",1801017,1200,2,1,1,
"Samangan",1801,"Sara kandah Secondary school, Sara kandah village",1801013,1445,3,2,1,
"Samangan",1802,"Baba murad masjid, Neeman village",1802028,1200,2,1,1,
"Samangan",1802,"Qalcha Middle School",1802020,2880,5,3,2,
"Samangan",1802,"Chochman Primary school, Chochman village",1802025,3000,5,3,2,
"Samangan",1802,"Kokjar Secondary school, Kokjar village",1802024,2880,5,3,2,
"Samangan",1802,"Ouch Qadooq masjid , Godarah",1802029,1800,3,,,3
"Samangan",1802,"District Premise, District center,",1802023,3000,5,3,2,
"Samangan",1802,"Omli masjid (mosque), Omli village",1802019,1200,2,1,1,
"Samangan",1802,"Khusbara Middle School",1802021,2400,4,2,2,
"Samangan",1802,"Bailar Masjid, Bailar village",1802027,1200,2,1,1,
"Samangan",1802,"Dawlat Abad Secondary school, Dawlat Abad Village",1802022,3320,6,2,2,2
"Samangan",1802,"Qadam Ali masjid (mosque), Qadam Ali village",1802026,3000,5,3,2,
"Samangan",1803,"Chardeh Tower, Chardeh village",1804045,2160,4,2,2,
"Samangan",1803,"Surkh deh Tower, Surkh deh village",1804043,1180,2,1,1,
"Samangan",1803,"Zeeraki Tower, Zeeraki Village",1804035,2400,4,2,2,
"Samangan",1803,"Jaihon Village ( Momber)",1804090,1100,2,1,1,
"Samangan",1803,"Beni mang Tower, Beni mang Village",1804042,2400,4,2,2,
"Samangan",1803,"Kotah Tower, Kotah village",1804046,1800,3,2,1,
"Samangan",1803,"Dahan e Shorab Tower, Dahan e Shorab village",1804034,3000,5,3,2,
"Samangan",1803,"Bazar e Sokhtah Boys' school, District center",1804033,4560,8,4,4,
"Samangan",1803,"Khami hawaz Tower, Khami hawaz village",1804038,1190,2,1,1,
"Samangan",1803,"Kata qesshlaq Tower, Kata qeshlaq village",1804037,1200,2,1,1,
"Samangan",1803,"Jambogha village ( momber )",1804091,1200,2,1,1,
"Samangan",1803,"Awi balaq Tower, Awi balaq village",1804044,1800,3,2,1,
"Samangan",1803,"Hassani Tower, Hassani village",1804036,2400,4,2,2,
"Samangan",1803,"Hashtaleez Tower, Hashtaleez Village",1804047,1080,2,1,1,
"Samangan",1803,"Makhroba zi shahdi yard, Zee shahdi village",1804040,3000,5,3,2,
"Samangan",1803,"Zer sang Tower,  Zer sang village",1804041,2400,4,2,2,
"Samangan",1803,"Surkh shahr tower, Surkh shahr Village",1804039,2400,4,2,2,
"Samangan",1804,"Bughak Elementary school, Bughak village",1805048,2640,5,3,2,
"Samangan",1804,"Oweemtan Mosque, Oweemtan village",1805057,1440,3,2,1,
"Samangan",1804,"Lababi Religious school, Lababi village",1805061,3000,5,3,2,
"Samangan",1804,"Chobaki Madrasah( Religious school), Chobaki village",1805051,1200,2,1,1,
"Samangan",1804,"Tooli Ghazi Mosque, Tooli Ghazi village",1805062,1900,4,2,2,
"Samangan",1804,"Daikundi Village  Mosque",1805093,950,2,1,1,
"Samangan",1804,"Bianan Religious school, bianan",1805049,1680,3,2,1,
"Samangan",1804,"Oteh Masjid (Mosque), Oteh village",1805053,2700,5,3,2,
"Samangan",1804,"Dehi Secondary school, district center",1805050,3900,7,4,3,
"Samangan",1804,"Katah qaq Religoius school, Kata qaq village",1805060,2400,4,2,2,
"Samangan",1804,"Khana e Sangi Mosque, Khana e Sangi village",1805058,2400,4,2,2,
"Samangan",1804,"Naizar Mosque. Naizar village",1805063,1508,3,2,1,
"Samangan",1804,"Zagh e Payan religious school, Zagh e Payan village",1805056,1199,2,1,1,
"Samangan",1804,"Tooqsan Relgious school, Tooqsan village",1805059,3340,6,3,3,
"Samangan",1804,"Ali khail Elementary school, Ali khail village",1805052,3000,5,3,2,
"Samangan",1804,"Gola Hesar mosque",1805092,1890,4,2,2,
"Samangan",1804,"Namazgah Religious school, Namazgah village",1805055,1520,3,2,1,
"Samangan",1804,"Bazarak Madrasah (Religious school), Bazarak village",1805054,1500,3,2,1,
"Samangan",1804,"Palez Paya Mosuqe, Palez Paya Village",1805064,1200,2,1,1,
"Samangan",1805,"Qashqah Religious School, Qashqah village",1806069,2390,4,2,2,
"Samangan",1805,"Modeerak madrasah (Religoius school)",1806074,2370,4,2,2,
"Samangan",1805,"Alahuddin Religious school, Alahuddin village",1806070,2760,5,3,2,
"Samangan",1805,"Moohoo Elementary school, Moohoo village",1806068,2400,4,2,2,
"Samangan",1805,"Village paitangi ( Religious school)",1806094,864,2,1,1,
"Samangan",1805,"Abdul Aziz High school, Royee village",1806065,3200,6,3,3,
"Samangan",1805,"Do Aab Religious School, District center",1806073,3360,6,3,3,
"Samangan",1805,"Shekhani Religious school, Shekhani village",1806071,2160,4,2,2,
"Samangan",1805,"Char chushmah Elementary school, Char Chushmah Village",1806067,1198,2,1,1,
"Samangan",1805,"Aab khorak Religious School, Aab khorak village",1806072,2040,4,2,2,
"Samangan",1805,"Jopalal Elementary school, Jopalal Village",1806066,2400,4,2,2,
"Samangan",1805,"Zee Sahebuddin Religious school, Zee sahebuddin village",1806076,1195,2,1,1,
"Samangan",1805,"Balghali Village (momber )",1806095,740,2,1,1,
"Samangan",1805,"Khami Bayaz Religious school, Khami Bayaz Village",1806075,2040,4,2,2,
"Samangan",1806,"Baba qambar Secondary school, Baba qambar village",1807081,2400,4,2,2,
"Samangan",1806,"Andar sher khuram High school, Khuram village",1807077,3325,6,3,3,
"Samangan",1806,"Now Bollaq ( School Building )",1807096,801,2,1,1,
"Samangan",1806,"Shorabak madrasah, shorabak village",1807082,1200,2,1,1,
"Samangan",1806,"Qeenar madrasah (religious school), Qeenar village",1807086,2400,4,2,2,
"Samangan",1806,"Shakh e Safed Primary school, Shakh safed village",1807084,1190,2,1,1,
"Samangan",1806,"Ghazi mard Elementary school, Ghazi mard village",1807078,2040,4,2,2,
"Samangan",1806,"Aaq chushmah madrasah, Aaq chushmah village",1807085,2040,4,2,2,
"Samangan",1806,"Tatarchal madrasah, Tatarchal village,",1807083,1185,2,1,1,
"Samangan",1806,"Hazrat e Noman Secondary school, Dakhil zo village,",1807080,1799,3,2,1,
"Samangan",1806,"Jamaluddin High school, Sarbagh village, District center",1807079,3340,6,3,3,
"Samangan",1807,"Qoosh Moola mosque, Qoosh Moola Village",1803030,1600,3,2,1,
"Samangan",1807,"Feroz Nakhcheer Boys' school, District center",1803031,3040,6,3,2,1
"Samangan",1807,"Naw Abad Primary school, Naw Abad Village",1803032,1200,2,1,1,
"Sar-i-Pul",1901,"Shah Chenar Primary School, Shah Chenar Village",2101007,2349,4,2,2,
"Sar-i-Pul",1901,"Alaf Safid Mosque, Alaf Safid Village",2101030,770,2,1,1,
"Sar-i-Pul",1901,"Primary School, Ghajar Qadook Village",2101033,750,4,1,1,2
"Sar-i-Pul",1901,"Jawozjan Girls High School, Sar-e-Pul Center",2101001,7012,13,9,4,
"Sar-i-Pul",1901,"Kohna Qeshlaq Religious School, Kohna Qeshlaq Village",2101016,268,2,1,1,
"Sar-i-Pul",1901,"Qadam Jai Religious School, Qadam Jai village",2101020,957,2,1,1,
"Sar-i-Pul",1901,"Alasgar Religious School, Alasgar Village",2101018,1896,4,2,2,
"Sar-i-Pul",1901,"Pastali Religious Mosque, Pastali Village",2101023,1372,3,2,1,
"Sar-i-Pul",1901,"Kamar Tamida Primary School, Kamar Tamida Village",2101024,561,2,1,1,
"Sar-i-Pul",1901,"Qashqari Village Mosque, Qashqari Village",2101027,983,2,1,1,
"Sar-i-Pul",1901,"Qeera Ghaw Village, Sar-e-Pul Center",2101006,2570,5,3,2,
"Sar-i-Pul",1901,"Sayed Abad Primary School, Sayed Abad Village",2101021,1111,2,1,1,
"Sar-i-Pul",1901,"Rahmat Abad Secondary School, Sar-e-Pul Center",2101003,2608,5,3,2,
"Sar-i-Pul",1901,"Mosque Property, Baghawi Afghania Village",2101032,1831,4,1,1,2
"Sar-i-Pul",1901,"Khan Qadok Religious School, Khan Qadok Village",2101022,587,2,1,1,
"Sar-i-Pul",1901,"Korak Uzbaki Primary School, Korak Uzbaki Village",2101008,1286,3,2,1,
"Sar-i-Pul",1901,"Mosque Property, Khanoqa Molki Village",2101031,754,2,,,2
"Sar-i-Pul",1901,"Adbakhshi Primary School, Adbakhshi Village",2101026,1041,2,1,1,
"Sar-i-Pul",1901,"Zakir Primary School, Zakir Village",2101015,1476,3,2,1,
"Sar-i-Pul",1901,"Lati Village Mosque, Lati Village",2101029,2093,4,2,2,
"Sar-i-Pul",1901,"Menhaj-ul-Saraj High School, Sar-e-Pul Center",2101002,8325,14,7,7,
"Sar-i-Pul",1901,"Adring Primary School, Adring Village",2101011,2412,5,3,2,
"Sar-i-Pul",1901,"Khaksar Religious School, Khaksar Village",2101019,704,2,1,1,
"Sar-i-Pul",1901,"Laghman Secondary School, Laghman Village",2101012,1595,3,2,1,
"Sar-i-Pul",1901,"Gala Jar Religious School, Gala Jar Village",2101025,641,2,1,1,
"Sar-i-Pul",1901,"Nai Maidan Religious School, Nai Maidan Village",2101014,1840,4,2,2,
"Sar-i-Pul",1901,"Qala Sokhta Primary School, Qala Sokhta Village",2101017,1212,3,2,1,
"Sar-i-Pul",1901,"Boghawi Uzbaki Primary School, Boghawi Uzbaki Village",2101009,2581,5,3,2,
"Sar-i-Pul",1901,"Angot Primary School, Angot Village",2101013,1021,2,1,1,
"Sar-i-Pul",1901,"Imam Khord High School, Sar-e-Pul Center",2101004,2805,5,3,2,
"Sar-i-Pul",1901,"Majar Religious School, Majar Village",2101028,1422,3,2,1,
"Sar-i-Pul",1901,"Qosh Tapa School, Qosh Tapa Village",2101010,2772,5,3,2,
"Sar-i-Pul",1901,"Village Mosque, Se Toot Village",2101034,850,2,1,1,
"Sar-i-Pul",1901,"Olqani Khana Village, Sar-e-Pul Center",2101005,2061,4,2,2,
"Sar-i-Pul",1902,"Mosque Property, Baharak Village",2106109,1355,3,1,2,
"Sar-i-Pul",1902,"Mosque Property, Charo Village",2106113,1322,3,1,2,
"Sar-i-Pul",1902,"Primary School, Archahlo",2106116,2842,5,2,3,
"Sar-i-Pul",1902,"Mosque Property, Freshqan Kalan Village",2106111,3131,6,3,3,
"Sar-i-Pul",1902,"Religious School, Taibar 1 village",2106107,2407,5,3,2,
"Sar-i-Pul",1902,"Religious School, Aaq Pi Village",2106112,1107,2,1,1,
"Sar-i-Pul",1902,"Primary School, Taghai Khwaja Ulya Village",2106105,1791,3,1,2,
"Sar-i-Pul",1902,"Primary School, Sabz Mosque Village",2106103,2465,5,2,3,
"Sar-i-Pul",1902,"Village Mosque, Kabod Aab Village",2106121,800,2,1,1,
"Sar-i-Pul",1902,"Religious School, Dehmardad Village",2106102,1502,3,2,1,
"Sar-i-Pul",1902,"Primary School, Arab Bai Village",2106118,1544,3,1,2,
"Sar-i-Pul",1902,"Religious School, Qeshlaq Kuhna Village",2106101,1569,3,2,1,
"Sar-i-Pul",1902,"Religious School, Kaftar Khan village",2106114,1748,3,2,1,
"Sar-i-Pul",1902,"Mosque Property, Pashmak",2106119,1133,2,1,1,
"Sar-i-Pul",1902,"Mosque Property, Topkhana Village",2106104,1879,4,2,2,
"Sar-i-Pul",1902,"Primary School, Shahr-e-Kuhna Village",2106108,3846,7,4,3,
"Sar-i-Pul",1902,"Religious School, Shobokand Village",2106110,1570,3,1,2,
"Sar-i-Pul",1902,"Open Area, Joi Payan Village",2106120,839,2,,,2
"Sar-i-Pul",1902,"Religious School, Awqaf Village",2106115,2480,5,3,2,
"Sar-i-Pul",1902,"Primary School, Taibar 2 Village",2106117,2655,5,2,3,
"Sar-i-Pul",1902,"Primary School, Taghai Khwaja Sufli Village",2106106,1504,3,1,2,
"Sar-i-Pul",1902,"Village Mosque, Daheek Village",2106122,603,2,1,1,
"Sar-i-Pul",1903,"Nawabad Village Religious School, Nawabad Village",2104070,190,2,1,1,
"Sar-i-Pul",1903,"Mosque Property, Negla Village",2104062,886,2,1,1,
"Sar-i-Pul",1903,"Mosque Property, Damgah Village",2104077,750,2,1,1,
"Sar-i-Pul",1903,"Village Mosque, Zee Nazir Village",2104086,800,2,1,1,
"Sar-i-Pul",1903,"Mosque Property, Deh Miana Village",2104081,2137,4,2,2,
"Sar-i-Pul",1903,"Mosque Property, Pai Dehak",2104067,605,2,1,1,
"Sar-i-Pul",1903,"Mosque Property, Sarda Village",2104063,1812,4,2,2,
"Sar-i-Pul",1903,"Primary School, Dahana Kashan Village",2104083,1094,2,1,1,
"Sar-i-Pul",1903,"Mosque Property, Dara Gurziwan",2104068,451,2,1,1,
"Sar-i-Pul",1903,"Mosque Property, Khomdan Village",2104064,1438,3,2,1,
"Sar-i-Pul",1903,"Chel Chah Village Religious School, Chel Chah Village",2104080,479,2,1,1,
"Sar-i-Pul",1903,"Primary School, Khwal Village",2104066,1423,3,2,1,
"Sar-i-Pul",1903,"Qala-e-Shahr Religious School, Qala Shahr",2104069,847,2,1,1,
"Sar-i-Pul",1903,"Religious School, Shina Safid Maidan",2104082,1220,3,2,1,
"Sar-i-Pul",1903,"Mosque Property,Tagab Bai Village",2104079,1983,4,2,2,
"Sar-i-Pul",1903,"Mosque Property, Qarghaito Village",2104071,1104,2,1,1,
"Sar-i-Pul",1903,"Mosque Property, Sarak Village",2104074,693,2,1,1,
"Sar-i-Pul",1903,"Mosque Property, Khami Safid Village",2104075,1536,3,2,1,
"Sar-i-Pul",1903,"Shoralist Villlage Religious School, Shoralist village",2104076,1109,3,2,1,
"Sar-i-Pul",1903,"Religious School, Qala Kuhna Village",2104084,922,2,1,1,
"Sar-i-Pul",1903,"Primary School, Deh Sorkh Village",2104065,2046,4,2,2,
"Sar-i-Pul",1903,"Primary School, Jorghan Village",2104061,3479,6,3,3,
"Sar-i-Pul",1903,"Mosque Property, Salrezi",2104072,1632,3,2,1,
"Sar-i-Pul",1903,"Village Mosque, Dah Bozan Village",2104085,800,2,1,1,
"Sar-i-Pul",1903,"Zi Bayan Village Religious School, Zi Bayan Village",2104078,1485,3,2,1,
"Sar-i-Pul",1903,"Primary School, Sofak Village",2104073,2115,4,3,1,
"Sar-i-Pul",1904,"Religious School, Tagab Takht",2105087,1330,3,2,1,
"Sar-i-Pul",1904,"Religious School, Jawzar Village",2105089,3186,6,4,2,
"Sar-i-Pul",1904,"Religious School, Bajagah Village",2105098,1318,4,3,1,
"Sar-i-Pul",1904,"Religious School, Zo Village",2105091,1083,2,1,1,
"Sar-i-Pul",1904,"Religious School, Doshakh Village",2105090,1630,3,2,1,
"Sar-i-Pul",1904,"Village Mosque, Khwal Siagak Village",2105099,1000,2,1,1,
"Sar-i-Pul",1904,"Religious School, Pir Ghola Village",2105095,2123,6,3,3,
"Sar-i-Pul",1904,"Religious School, Taleh Aashoqan Village",2105088,1296,3,2,1,
"Sar-i-Pul",1904,"Religious School, Pai Ziarat Village",2105094,2319,4,2,2,
"Sar-i-Pul",1904,"Village Mosque, Taab Village",2105100,800,2,1,1,
"Sar-i-Pul",1904,"Mosque Property, Zowaj Village",2105097,1285,3,2,1,
"Sar-i-Pul",1904,"Mosque Property, Aosh Village",2105092,2217,4,2,2,
"Sar-i-Pul",1904,"Primary School, Khurma Takht Village",2105096,1342,3,2,1,
"Sar-i-Pul",1904,"Primary School, Sayed Jamaluddin Village",2105093,4434,8,5,3,
"Sar-i-Pul",1905,"Mosque Property, Gorkab Ulya Village",2102036,2008,4,2,2,
"Sar-i-Pul",1905,"Village Mosque, Bagh Eshaq Village",2102047,800,2,1,1,
"Sar-i-Pul",1905,"Sozma Qala City, near District Office",2102035,3465,6,3,3,
"Sar-i-Pul",1905,"Primary School, Sabzi Kalan",2102043,1678,3,2,1,
"Sar-i-Pul",1905,"Primary School, Do Aaba Village",2102044,1883,4,2,2,
"Sar-i-Pul",1905,"Religious School, Charak Sofli",2102038,1855,4,2,2,
"Sar-i-Pul",1905,"Primary School, Khanoqa Kalan",2102041,1883,4,2,2,
"Sar-i-Pul",1905,"Kata Qala Mosque, Kata Qala",2102039,2016,4,2,2,
"Sar-i-Pul",1905,"Village Mosque, Barqot Village",2102046,800,2,1,1,
"Sar-i-Pul",1905,"Mosque Property, Sozma Qala Center (Kochi)",2102045,621,2,,,2
"Sar-i-Pul",1905,"Moque Property, Tanzil Village",2102037,1663,3,2,1,
"Sar-i-Pul",1905,"Mosque Property, Borqot Village",2102042,372,2,1,1,
"Sar-i-Pul",1905,"Primary School, Langashah Abdullah",2102040,1832,4,2,2,
"Sar-i-Pul",1906,"Dara Band Seconday School",2103052,2040,4,2,2,
"Sar-i-Pul",1906,"Primary School, Boland Ghor Village",2103059,601,2,1,1,
"Sar-i-Pul",1906,"Mosque Property, Qaflatoon village",2103050,1338,3,2,1,
"Sar-i-Pul",1906,"Char Gombad Religious School, Char Gombad",2103055,1054,2,1,1,
"Sar-i-Pul",1906,"Mosque Property, Qara Khwal Village",2103053,2419,5,3,2,
"Sar-i-Pul",1906,"Naswan Girls High School",2103048,4776,8,4,4,
"Sar-i-Pul",1906,"Tarbolaaq Secondary School",2103051,897,2,1,1,
"Sar-i-Pul",1906,"Open Area, Pahlawan Tash Village",2103058,558,2,,,2
"Sar-i-Pul",1906,"Shah Toot Village Religious School, Shah Toot Village",2103054,1785,3,2,1,
"Sar-i-Pul",1906,"Primary School, Angushta Village",2103049,1848,4,2,2,
"Sar-i-Pul",1906,"Primary School, Hazhda Bala Village",2103060,601,2,1,1,
"Sar-i-Pul",1906,"Mosque Property, Mirza Walang",2103057,591,2,1,1,
"Sar-i-Pul",1906,"Primary School, Khoja Almato",2103056,1749,3,2,1,
"Sar-i-Pul",1907,"Mosque Property, Larak Village",2107126,717,2,1,1,
"Sar-i-Pul",1907,"Religious School, Sheek Yar Village",2107124,536,2,1,1,
"Sar-i-Pul",1907,"Mosque Property, Alghan Afghania (Kochi)",2107134,3260,6,,,6
"Sar-i-Pul",1907,"Religious School, Larak Village",2107125,2468,5,3,2,
"Sar-i-Pul",1907,"Primary School, Karez Village",2107123,3885,7,4,3,
"Sar-i-Pul",1907,"Primary School, Aabkhor Village",2107135,1000,2,1,1,
"Sar-i-Pul",1907,"Village Mosque, Alti Bai Village",2107136,800,2,1,1,
"Sar-i-Pul",1907,"Religious School, Sayad Rozi Bai Village",2107133,1326,3,2,1,
"Sar-i-Pul",1907,"Primary School, Khasar Village",2107131,1784,3,2,1,
"Sar-i-Pul",1907,"Religious School, Koraan Village",2107130,3228,6,3,3,
"Sar-i-Pul",1907,"Religious School, Aabdara Village",2107132,300,2,1,1,
"Sar-i-Pul",1907,"Religious School, Shah Mard Village",2107129,1164,2,1,1,
"Sar-i-Pul",1907,"Religious School, Malikaan Village",2107128,1815,4,2,2,
"Sar-i-Pul",1907,"Primary School, Qatan Mast Village",2107127,5878,10,5,5,
"Ghor",2001,"Amrotak Mosque, Amrotak",3101015,830,2,1,1,
"Ghor",2001,"Ahangaran School, Ahangaran",3101014,2000,5,3,2,
"Ghor",2001,"Ghalmin School, Ghalmin",3101018,2013,5,3,2,
"Ghor",2001,"Khaima Safid Mosque, Khaima Safid",3101042,1737,3,2,1,
"Ghor",2001,"Chashma Kaj Mosque, Chashma Kaj",3101041,1641,3,2,1,
"Ghor",2001,"Hawz-e-Saleh School, Hawz-e-Saleh",3101031,1458,3,2,1,
"Ghor",2001,"Asbaref Primary School, Asbaref",3101038,2971,5,3,2,
"Ghor",2001,"Landar School, Alandar",3101003,1306,3,2,1,
"Ghor",2001,"Sukhta Sufli Mosque, Sukhta Sufli",3101025,1453,3,2,1,
"Ghor",2001,"Maidan Bara khana School, Bara Khana Ground",3101021,2602,5,3,2,
"Ghor",2001,"Atah Mohammad House, Wajong",3101044,3036,6,4,2,
"Ghor",2001,"Dehak Ghorsaha Mosque, Dehak Ghorsaha",3101026,1463,3,2,1,
"Ghor",2001,"Abdul Rahman House, Lafara",3101022,2600,5,3,2,
"Ghor",2001,"Bara Khana Clinic, Bara Khana",3101016,2506,5,3,2,
"Ghor",2001,"Zer Talai School, Zer Talai",3101005,852,2,1,1,
"Ghor",2001,"Dahan kandiwal",3101236,300,1,,,1
"Ghor",2001,"Hassan Building, Ghar Siagak",3101045,2911,5,3,2,
"Ghor",2001,"Abdul Ahmad Land, Lashara Sufli",3101017,1471,3,2,1,
"Ghor",2001,"Jandok School, Jandok",3101039,2059,5,3,2,
"Ghor",2001,"Lakhshak Bazar, Lakhshak",3101033,738,2,1,1,
"Ghor",2001,"Khwaja Ghar Primary School, Khwaja Ghar",3101007,2051,5,3,2,
"Ghor",2001,"Baadgah Shewachi School, Baadgah Shewachi",3101020,5000,9,6,3,
"Ghor",2001,"Tasraghi School, Tasraghi",3101010,1343,3,2,1,
"Ghor",2001,"Baadgah Bazar, Baadgah",3101013,3247,6,4,2,
"Ghor",2001,"Dahana Do Aabi, Dahana Do Aabi",3101019,2100,5,3,2,
"Ghor",2001,"Qala Nadir Khan Pahlo Sang, Pahlo Sang",3101024,2144,5,3,2,
"Ghor",2001,"Astarman Mosque, Astarman",3101040,1550,3,2,1,
"Ghor",2001,"Sheikh Helmand Large Mosque, Sheikh Helmand",3101004,856,2,1,1,
"Ghor",2001,"Bar khan ground , bara khana village",3101235,500,1,,,1
"Ghor",2001,"Qaibi Bazar Dahana Shor Qul, Qaibi Dahana Shor Qul",3101006,1907,5,3,2,
"Ghor",2001,"Sadman Ghalmin Primary School, Sadman Ghalmin",3101029,1064,3,2,1,
"Ghor",2001,"Sartagab Ghalmin Secondary School, Sartagab Ghalmin",3101011,2661,5,3,2,
"Ghor",2001,"Qats Sufli Secondary School, Qats Sufli",3101028,944,2,1,1,
"Ghor",2001,"Ghulaman School, Ghulaman",3101037,2276,5,3,2,
"Ghor",2001,"Abdul Haq Agriculture Land, Abrem",3101023,1453,3,2,1,
"Ghor",2001,"Sanamai Rakhna Safid Mosque, Sanamai Rakhna Safid",3101034,628,2,1,1,
"Ghor",2001,"Ghulaman School, Ghulaman",3101035,2100,5,3,2,
"Ghor",2001,"Haji Mohammad House, Murghab Sarjangal",3101043,2082,5,3,2,
"Ghor",2001,"Girls School, Cheghcheran",3101002,2795,5,1,4,
"Ghor",2001,"Kasi Ulya School, Kasi Ulya",3101009,2000,5,3,2,
"Ghor",2001,"Taagha Temor School, Taagha Temor",3101008,2000,5,3,2,
"Ghor",2001,"Sultan Alahuddin School, Cheghcheran",3101001,5778,11,10,1,
"Ghor",2001,"Habibullah House, Deh Hoor",3101036,2000,5,3,2,
"Ghor",2001,"Lal Mohammad House, Shorazar",3101012,1400,3,2,1,
"Ghor",2001,"Abdul Zahir House, Aabul Ghaibi",3101032,1400,3,2,1,
"Ghor",2001,"Bahari Sufli Mosque, Bahari Sufli",3101027,920,2,1,1,
"Ghor",2001,"Palal Gorgi Mosque, Palal Gorgi",3101030,1450,3,2,1,
"Ghor",2002,"Yaka Sang School, Jarghok",3104089,1450,3,2,1,
"Ghor",2002,"Girls School, Kamanj",3104079,1463,3,2,1,
"Ghor",2002,"Sar Tahida School, Sar Tahida",3104081,900,2,1,1,
"Ghor",2002,"Barzo Primary School, Barzo",3104086,2100,5,3,2,
"Ghor",2002,"Taida Mosque, Taida",3104092,900,2,1,1,
"Ghor",2002,"Margha Primary School, Margha",3104087,876,2,1,1,
"Ghor",2002,"Karez Isshaq Mosque, Karez Isshaq",3104077,823,2,1,1,
"Ghor",2002,"Khara Sang Mosque, Khara Sang",3104080,868,2,1,1,
"Ghor",2002,"Sarchashma School, Sarchashma",3104075,2139,5,3,2,
"Ghor",2002,"Dahana Asaar School, Dahana Asaar",3104078,2600,5,3,2,
"Ghor",2002,"Allah Ghori Large Mosque, Allah Ghori",3104096,1453,3,2,1,
"Ghor",2002,"Yaka Beid School, Tawagi Azo",3104094,1454,3,2,1,
"Ghor",2002,"Kamanj School, Ghawak",3104074,2500,5,3,2,
"Ghor",2002,"Agricultural Land, Dahana Murghab",3104076,2000,5,3,2,
"Ghor",2002,"Dahana Monawara Primary School, Dahana Monawara",3104097,1438,3,2,1,
"Ghor",2002,"Sarmalan Large Mosque",3104082,1400,3,2,1,
"Ghor",2002,"Town Center Secondary School, Town Center",3104072,2900,5,3,2,
"Ghor",2002,"Oshan School, Dahana Dotabi",3104073,2500,5,3,2,
"Ghor",2002,"Kamanj School, Kamanj",3104091,1100,2,1,1,
"Ghor",2002,"Astawi Primary School, Astawi",3104088,1421,3,2,1,
"Ghor",2002,"Jalga Mazar Primary School, Jalga Mazar",3104084,2560,5,3,2,
"Ghor",2002,"Baidan School, Baidan",3104090,1612,3,2,1,
"Ghor",2002,"Nasfanji Primary School, Nasfanji",3104083,1014,2,1,1,
"Ghor",2002,"Khwaja Bor Primary School, Khwaja Bor",3104095,1465,3,2,1,
"Ghor",2002,"Kham Qala, Kodak",3104093,1466,3,2,1,
"Ghor",2002,"Jaam Primary School, Jaam",3104085,1460,3,2,1,
"Ghor",2003,"Naw Chara Primary School, Naw Chara",3108191,1418,3,2,1,
"Ghor",2003,"Arbab Rasul House, Khakcha",3108195,931,2,1,1,
"Ghor",2003,"Tagab Ashlan Secondary School, Tagab Ashlan",3108186,2700,5,3,2,
"Ghor",2003,"Kambutar Khan School, Kambutar Khan",3108182,2000,5,3,2,
"Ghor",2003,"Tolak School, Tolak Center",3108178,2194,5,3,2,
"Ghor",2003,"Arbab Ghafoor House, Abshekan",3108185,2227,5,3,2,
"Ghor",2003,"Kotah Mosque, Kotah",3108188,2040,5,3,2,
"Ghor",2003,"Arbab Malik House, Gaw Kosh",3108190,2100,5,3,2,
"Ghor",2003,"Dahan Paloon Mosque, Dahan Paloon",3108180,650,2,1,1,
"Ghor",2003,"Dorodi Bazar, Bagheristan",3108184,2275,5,3,2,
"Ghor",2003,"Arbab Mir Gul House, Laraq",3108192,1000,2,1,1,
"Ghor",2003,"Sang Khalq Primary School, Sang Khalq",3108193,950,2,1,1,
"Ghor",2003,"Kah Deh Rao Primary School, Kah Deh Rao",3108183,1512,3,2,1,
"Ghor",2003,"Gazak School, Gazak",3108194,800,2,1,1,
"Ghor",2003,"Dayee Secondary School, Dayee",3108187,2748,5,3,2,
"Ghor",2003,"Khamin Secondary School, Sar Khamin",3108189,1460,3,2,1,
"Ghor",2003,"Dahan Guldan Mosque, Dahan Guldan",3108181,700,2,1,1,
"Ghor",2003,"Char Rah School, Char Rah",3108179,2172,5,3,2,
"Ghor",2004,"Mohammad Amin House, Jarman",3109208,780,2,1,1,
"Ghor",2004,"Saghar Girls High School, Taitaan",3109197,2476,5,3,2,
