id,name,ballotNumber,gender,party,incumbent
13-1250-7,Abdul Karim Merzazadah,73,M,Ind,
13-1265-32,Mohammad Nayem Rawan,10,M,Ind,
13-1266-55,Haji Wali Khan Mangal,27,M,Ind,
13-1273-64,Gull Badshah Majidi,12,M,Ind,
13-1274-8,Hamdullah Hamdard,23,M,Ind,
13-1285-1089,Mohammad Amin Sharafat,69,M,Ind,
13-1289-10,Nasib Muqbel,76,M,Ind,
13-1297-15,Eng Taaj Mohammad,75,M,Ind,
13-1298-62,Dr. Yarbaz Khan Hamidi,18,M,Ind,
13-1305-65,Haji Mohammad Aref Amin,59,M,Ind,
13-1309-43,Mohammad Sediq Ahmadkhel,11,M,Ind,
13-1312-1553-58,Wali Khan Hemat,25,M,Ind,
13-1313-51,Zadran Saifi,35,M,Ind,
13-1314-67,Sayed Jamaluddin Asefkhel,52,M,Ind,
13-1325-68,Mohammad Nayem Ahmadzai,61,M,Ind,
13-1326-1068,Jalat Jalal,66,M,Ind,
13-1329-17,Shayesta jaan Ahadi,15,M,Ind,
13-1330-40,Hamid Akram Samkanai,19,M,Ind,
13-1397-3,Gen Ziauddin Deldar,43,M,Ind,
13-1437-44,Haji Roshan Zadran,72,M,Ind,
13-1453-1098,Mohammad Yousuf Shor,67,M,Ind,
13-1461-1069,Faridullah Zazai,70,M,Ind,
13-1489-1087,Ahmad Walid Ahmadzai,7,M,Ind,
13-1529-1083,Bakht Watandost,36,M,Ind,
13-1541-37,Dr Mujib Rahman Samakani,45,M,Ind,
13-1542-1075,Razia Saadat Mangal,30,F,Ind,
13-1545-22,Rahmatullah Zaland,2,M,Ind,
13-1557-1100,Dawood Paktyawal,57,M,Ind,
13-1561-1080,Eng Shir Gull Paktyawal,63,M,Ind,
13-1565-14,Rahima Neyazai,21,F,Ind,
13-1569-1082,Kheyal Mohammad Ahmadzai,9,M,Ind,
13-1577-1076,Dr Shafiqullah Sahar,74,M,Ind,
13-1581-62,Dr Mohammad Osman Zurmati,51,M,Ind,
13-1585-58,Murad Khan Murad,42,M,Ind,
13-1593-19,Ustad Naqibullah Mangal,33,M,Ind,
13-1601-36,Alhaj Abdul Samad Musleh,24,M,Ind,
13-1605-63,Rahmuddin Spinghar,20,M,Ind,
13-1609-1090,Adam Khan Zurmati,47,M,Ind,
13-1637-54,Eng. Delawar Totakhel,8,M,Ind,
13-1681-1092,Mohammad Ayoub Pashton,34,M,Ind,
13-1685-1078,Haji Awal Khan Paktyawal,31,M,Ind,
13-1697-53,Sultan Mohammad Shpoon,29,M,Ind,
14-1001-92,Dr Mohammad Musa Khaawarin,12,M,Political Party,
14-1005-85,Abdul Wadod Hamza,44,M,Ind,
14-1009-24,Kheyal Baaz Shirzai,5,M,Ind,
14-1010-22,Ahmad Shah Khostwal,39,M,Ind,
14-1041-7,Tawab Jaan Ghafoori,19,M,Ind,
14-1081-94,Abdul Wali Ekhlas Sabarai,47,M,Political Party,
14-1082-105,Mohammad Jalil Shah Habibzai,40,M,Ind,
14-1093-37,Dr Mirbat Khan Mangal,8,M,Ind,
14-1094-36,Mohammad Aref Gurboz,25,M,Ind,
14-1133-71,Akbar Jaan Akbari,28,M,Ind,
14-1141-42,Ihsanullah Zadran,15,M,Ind,
14-1142-70,Alhaj Ajab Noor Mangal,27,M,Ind,
14-1150-79,Mansoor Hamdarad,37,M,Ind,
14-1161-99,Dr Janat Khan,30,M,Ind,
14-1173-78,Dr Akbar Jaan Polad,34,M,Ind,
14-1174-86,Mirwais Khan Jalali,4,M,Ind,
14-1178-75,Keramat Khan Khpelwak,48,M,Ind,
14-1185-16,Humyoun Humayoun,21,M,Ind,
14-1186-82,Abdul Wali Wahedzai,55,M,Ind,
14-1193-96,Zinoorin Noori Afghan,49,M,Ind,
14-1197-101,Mir Ahmad Gardizi,35,M,Ind,
14-1225-98,Dr Dawood Khan Neyazai,43,M,Ind,
14-1249-100,Farhad Akbari,33,M,Ind,
14-1250-57,Abdul Nasir Haqmal,54,M,Ind,
14-1265-20,Mirwali Jaan Lakanwal,45,M,Ind,
14-1266-81,Dr Asil Mirpantang,9,M,Ind,
14-1273-19,Haji Muzafar Khan Babakarkhel,20,M,Ind,
14-1274-8,Arefullah Pashton,18,M,Ind,
14-1286-80,Amirullah Amirzoi Gardizi,36,M,Ind,
14-1289-93,Hafizullah Sabarai,38,M,Ind,
14-1305-18,Mohammad Qadim Afghan,24,M,Ind,
14-1313-76,Sayed Karim Khan Khaksar,53,M,Ind,
14-1314-74,Ustad Abdullah Matonwal,16,M,Ind,
14-1329-63,Jawid Khan Naseh,29,M,Ind,
14-1334-77,Qeyamuddin Sadi,14,M,Ind,
14-1346-106,Eng Badshah Subhan Pacha,10,M,Ind,
14-1397-72,Ahmad shah Pacha Khosti,32,M,Ind,
14-1437-104,Akhtar Zaman Rayesi,50,M,Ind,
14-1441-51,Mohammad Amir Bahir,13,M,Ind,
14-1461-95,Shira Ajam Jawhar,41,M,Ind,
14-1477-84,Nawidulhaq Arman,42,M,Ind,
14-1489-89,Mawlawi Abdul Qudos Amiri,52,M,Ind,
14-1505-17,Saahera Sharif,22,F,Ind,
14-1537-67,Majaan Naderzoi,2,M,Ind,
14-1541-88,Kamal Naser Usoli,7,M,Ind,
14-1545-68,Mohammad Ghafoor Mahidi,23,M,Ind,
14-1553-102,Hayat Waziri Urfan,3,M,Ind,
14-1561-91,Abdul Rahman Rahimi,26,M,Ind,
14-1565-39,Kamal Khan Sabarai,31,M,Ind,
14-1581-90,Eng Nasratullah Nasrat,6,M,Ind,
14-1585-97,Mohammad Rasool,46,M,Ind,
14-1593-47,Eng Helmand Helmand,11,M,Ind,
14-1605-73,Najiba Rahmani,1,F,Ind,
14-1609-107,Alhaj Abdul Maroof Trizaye,51,M,Ind,
14-1637-2,Ghafar Khan,17,M,Ind,
15-1001-1011,Mujahid Khan Khalil,11,M,Ind,
15-1021-1025,Haji Saleh Mohammad Saleh,15,M,Ind,
15-1022-1030,Eng Gull Zaher Khan Anwari,22,M,Ind,
15-1081-1031,Mariam Safi,3,F,Ind,
15-1141-3,Haji Sakhi Mashwani,27,M,Ind,
15-1142-4,Rafiullah Haidari,21,M,Ind,
15-1173-1009,Alhaj Khanzad Gull Gharwal,28,M,Ind,
15-1186-1028,Hunaryar Mangalyar,26,M,Ind,
15-1193-1026,Sayed Ibrar Hashemi,1,M,Ind,
15-1197-1,Haji Abdul Satar Ayoubi,14,M,Ind,
15-1233-5,Wazhma Sapai,8,F,Ind,
15-1249-1007,Minaa jalal,13,F,Ind,
15-1265-1029,Mushtaq Ahmad Shaaghele,25,M,Ind,
15-1273-6,Ustad Nematullah Karyab,19,M,Ind,
15-1274-1021,Mawlawi Shahzada Shahed,23,M,Ind,
15-1297-1010,haji Mohammad Amin,10,M,Ind,
15-1305-1020,Nooruddin Safi,6,M,Ind,
15-1306-1008,Haji Abdul Wali Khan Mamond,30,M,Ind,
15-1325-1012,Qari Attaullah Safi,9,M,Ind,
15-1329-1027,Noor Rahman Gharanai,17,M,Ind,
15-1437-1006,Jawid Sapai,5,M,Ind,
15-1441-1013,Gull Agha Hairan,2,M,Ind,
15-1489-1022,Nasrullah Safi,31,M,Ind,
15-1501-1553-1017,Mohammad Khalid Khan Zamani,16,M,Ind,
15-1503-1185-1018,Alhaj Sardar Nabi Nabi,7,M,Ind,
15-1505-1019,Mohammad Ayan Ayan,12,M,Ind,
15-1506-1229-1016,Dr Enayat Rahman Shinwari,20,M,Ind,
15-1541-2,Sheja-ul-Mulk Jalala,29,M,Ind,
15-1561-1014,Belal Sarwari,4,M,Ind,
15-1593-1023,Wahidullah Talwar,18,M,Ind,
15-1665-1024,Ziaurahman Kashmir Khan,24,M,Political Party,
16-1009-24,Jamila Nooristani,17,F,Ind,
16-1081-34,Sayed Bibi Mowahed,14,F,Ind,
16-1093-57,Fazel Hadi Moral,2,M,Ind,
16-1141-1070,Mohammad Osman Nooristani,16,M,Political Party,
16-1142-18,Obaidullah Nooristani,11,M,Ind,
16-1157-46,Dr Rita Ali,15,F,Ind,
16-1173-49,Mohammad Rustam Khawar,9,M,Ind,
16-1249-20,Mawlawi Ahmadullah Mowahed,6,M,Ind,
16-1250-21,Drs. Zaheda Faizan,13,F,Ind,
16-1265-1066,Sonik Sana Shormaach Nooristani,18,F,Ind,
16-1273-8,Gen Shams Rahman Zahed,4,M,Ind,
16-1274-38,Col. Mohammad Osman Nooristani,8,M,Ind,
16-1297-19,Ismail Atikan,1,M,Ind,
16-1314-1068,Karima Nooristani,3,F,Ind,
16-1545-9,Assadullah Nooristani,12,M,Ind,
16-1593-31,Noorullah Memar,10,M,Ind,
16-1606-1337-36,Dr Qamar Bano Akbari Nooristani,7,F,Ind,
16-1637-58,Shir Agha Ghairat,5,M,Ind,
17-1001-72,Mohammad Amin Khuramji,31,M,Ind,
17-1002-45,Iran Gull Saihon,54,F,Ind,
17-1005-58,Mohammad Sardar Sarwari,73,M,Ind,
17-1009-4,Haji Abdul Qadir,58,M,Ind,
17-1029-25,Haji Mohammad Zaher Yaftali,19,M,Ind,
17-1033-20,Sakhidad Haidari,57,M,Ind,
17-1073-71,Sayed Haidar Haidari,26,M,Ind,
17-1077-14,Hafizullah Hamgam,8,M,Ind,
17-1082-21,Abdul Saboor Sahib,5,M,Ind,
17-1093-32,Mufti Hafiz Rahman Naqi,63,M,Ind,
17-1094-39,Dr Nahid Dawar,64,F,Ind,
17-1117-49,Farid Ahmad Rahimi,60,M,Ind,
17-1126-52,Abdul Mosawer Obaid,29,M,Political Party,
17-1134-67,Khalid Walizada,65,M,Ind,
17-1141-35,Mohammad Sediq Karim,53,M,Ind,
17-1142-30,Abdul Samad Yaftali,16,M,Ind,
17-1150-66,Mohammad Ismail,14,M,Ind,
17-1158-19,Marzia Ahmadi,37,F,Ind,
17-1161-3,Mohammad Islam Yaftali,36,M,Ind,
17-1169-15,Fazel Azim Zalmai Mujadedi,69,M,Ind,
17-1170-18,Lal Mohammad Badakhsh,71,M,Ind,
17-1173-34,Sayed Qamaruddin,28,M,Ind,
17-1174-50,Salahuddin Nazari,22,M,Ind,
17-1177-33,Basira Moheb,47,F,Ind,
17-1181-48,Alhaj Abdul Rahman Ebrat,40,M,Ind,
17-1197-57,Dr Sebghatullah Khaksar,48,M,Ind,
17-1202-69,Mohammad Zaker,59,M,Ind,
17-1218-38,Mawla Nazar Haqdost,34,M,Ind,
17-1221-40,Amanullah Paiman,42,M,Ind,
17-1225-70,Qazi Emaduddin Emad,76,M,Ind,
17-1226-55,Abdul Basir Sarwari,11,M,Ind,
17-1230-36,Samiullah Zahori,46,M,Ind,
17-1233-47,Abdul Wali Neyazi,72,M,Ind,
17-1234-61,Noorulhaq Aref,67,M,Ind,
17-1249-41,Tamkin Sharifi,55,F,Ind,
17-1250-9,Mohammad Reza Salimi,50,M,Ind,
17-1261-62,Kubra Dehqan,74,F,Ind,
17-1265-29,Saifullah Sharifi,30,M,Ind,
17-1266-43,Dr Attiqullah Basiri,33,M,Ind,
17-1273-24,Mohammad Zekrya Sawda,38,M,Ind,
17-1285-22,Junaidullah Aini,43,M,Ind,
17-1297-17,Shah Abdul Ahad Afzali,7,M,Ind,
17-1305-13,Amruddin Yamin,24,M,Ind,
17-1313-12,Dr Ahmad Zia Yaftali,18,M,Ind,
17-1321-5,Mustafa Qul Mirzad,6,M,Ind,
17-1325-1,Ustori Yazdan Parast,70,F,Ind,
17-1326-65,Ziaulhaq Burhani,39,M,Ind,
17-1329-75,Ziauddin Waseq,9,M,Political Party,
17-1337-64,Sayed Abdul Qader Mudadedi,44,M,Ind,
17-1338-59,Mohammad Nabi Qate,62,M,Ind,
17-1382-11,Nazri Mohammad Niromand,12,M,Ind,
17-1401-81,Mawlawi Abdul Tawab Qazaizadah,75,M,Ind,
17-1405-44,Qurban Ali Hamzi,10,M,Ind,
17-1429-53,Alhaj Safar Mohammad Mubarez,25,M,Unlisted,
17-1433-28,Sayed Khairuddin Sayad,45,M,Ind,
17-1434-63,Abdul Jabar Forqani,32,M,Ind,
17-1441-16,Safiullah Muslim,4,M,Ind,
17-1445-46,Mawlawi Zabiullah Attiq,23,M,Ind,
17-1461-78,Hujatullah Kheradmand,41,M,Ind,
17-1477-79,Sadiqa Adib,13,F,Political Party,
17-1505-60,Amir Shah Daakhanda,20,M,Ind,
17-1521-7,Haji Mohammad Yaqoob Esmati,61,M,Ind,
17-1537-10,Nilofar Ibrahimi,68,F,Ind,
17-1541-2,Abdul Latif Pedram,1,M,Ind,
17-1545-56,Sultan Mohammad Awrang,2,M,Ind,
17-1553-23,Abdul Rauf Enaami,51,M,Ind,
17-1555-74,Dawlat Mohammad Farzad,49,M,Ind,
17-1561-51,Azimullah Azimi,56,M,Ind,
17-1577-31,Baba Jaan Hussaini,17,M,Ind,
17-1581-26,Alhaj Baaz Mohammad Ahmadi,3,M,Ind,
17-1585-6,Abdul Shokor Waqef Hakimi,52,M,Ind,
17-1593-42,Abdul Naser Ansar,21,M,Ind,
17-1601-80,Amanuddin Atef,35,M,Ind,
17-1665-77,Alhaj Sayed Basir Ahmadi,66,M,Ind,
17-1681-73,Musa Sultani,27,M,Ind,
17-1697-54,Sayed Umran,15,M,Ind,
18-1006-32,Mawlawi Ahmadullah Ahmadi,2,M,Ind,
18-1009-79,Nazifa Yousufi Bek,20,F,Ind,
18-1010-97,Dr Mohammad Rahman Hakimi,49,M,Ind,
18-1021-85,Eng Mohammad Sardar Azizi,41,M,Ind,
18-1022-103,Eng Farid Nesar,57,M,Ind,
18-1029-17,Sayed Jalil Sayedzada,39,M,Ind,
18-1034-25,Alhaj Faizullah Bek,9,M,Ind,
18-1045-90,Shahnaz Mariam Mahtab,3,F,Political Party,
18-1050-257,Rayes Abdul Baqi Malekzadah,4,M,Ind,
18-1065-22,Gull Merza Qasemi,67,M,Ind,
18-1074-86,Fatema Masood,6,F,Ind,
18-1082-166,Mohammad Nader Noori,34,M,Ind,
18-1094-24,Mohammad Aalem Saae,15,M,Ind,
18-1126-69,Gen Najibullah Najib,19,M,Ind,
18-1130-132,Amina Faizzad,14,F,Ind,
18-1133-91,Abdul Salam Ahmadi,69,M,Ind,
18-1141-4,Abdullah Bek,1,M,Ind,
18-1149-68,Ustad Fazel Ahmad Borget,21,M,Political Party,
18-1153-78,Sultan Ahmad Tellaye,64,M,Ind,
18-1158-151,Simin Hussaini,17,F,Ind,
18-1162-34,Dr Manizgha Hamid Nawid,70,F,Ind,
18-1169-150,Najibullah Khaleqyar,72,M,Ind,
18-1174-98,Mohammad Namaaz Kochri,47,M,Ind,
18-1178-102,Abdul Wahed Faqirzada,43,M,Ind,
18-1185-71,Razm Ara Hawash,50,F,Ind,
18-1193-153,Rejauddin Amini,10,M,Political Party,
18-1194-66,Eng Eidi Mohammad Hakimi,62,M,Ind,
18-1197-164,Freshta Mirzadah,59,F,Ind,
18-1198-36,Alhaj Khair Mohammad Temor,71,M,Political Party,
18-1201-49,Eng Sayed Jawid Burhan,31,M,Ind,
18-1221-112,Taaj Mohammad Ghafoori,56,M,Ind,
18-1225-3,Dr Sayed Ashrafuddin Aini,52,M,Ind,
18-1229-75,Hafizullah Habibi,26,M,Ind,
18-1234-41,Abdul Hanan Agha Gull Qataghani,42,M,Ind,
18-1238-135,Khairullah Khairkhwa,33,M,Ind,
18-1241-63,Eng Shafiqullah Omar,29,M,Ind,
18-1242-48,Dr Habibullah Rustaqi,7,M,Ind,
18-1253-111,Gull Agha Qarloq,25,M,Ind,
18-1269-10,Dr Hamiduddin Yoldash,12,M,Ind,
18-1274-18,Ghullam Sarwar Saadat,5,M,Ind,
18-1289-76,Mir Alam Khalid,37,M,Ind,
18-1290-141,Alhaj Mohammad Iqbal Abadyar,38,M,Ind,
18-1298-72,Mulla Abdullah Sharafat,35,M,Ind,
18-1305-81,Qari Mohammad Hashem Haikalzadah,27,M,Ind,
18-1321-149,Mawlawi Sayed Nematullah Mazhari,32,M,Ind,
18-1322-52,Salahuddin Sediqi,11,M,Ind,
18-1326-80,Nematullah Farhang,63,M,Ind,
18-1329-93,Shekeb Sarwari,40,M,Ind,
18-1333-140,Mahfoozullah Omid,54,M,Ind,
18-1338-87,Habiba Danesh,61,F,Ind,
18-1349-77,Bashir Ahmad Ziaye,23,M,Ind,
18-1378-114,Mohammad Bahram Oyghaaq,8,M,Ind,
18-1397-26,Dr Noor Ahmad Khoshhal,30,M,Ind,
18-1398-11,Nasratullah Sediqi,24,M,Ind,
18-1402-128,Abdul Rahim Musleh,68,M,Ind,
18-1418-92,Aminullah Takhari,36,M,Ind,
18-1429-13,Eng Amir Mohammad Khaksar,46,M,Political Party,
18-1465-119,Alhaj Mohammad Akmal Mones,22,M,Ind,
18-1469-27,Abdul Khaleq Aqsai,45,M,Ind,
18-1477-154,Bibi Salima Emami Uzbik,13,F,Ind,
18-1517-101,Mawlawi Abdul Wahab Urfani,65,M,Ind,
18-1529-129,Abdul Khalil Bezhan Parsa,53,M,Ind,
18-1533-108,Sayed Ekramuddin Masoomi,16,M,Ind,
18-1541-258,Abdul Khabir Kheradmand,55,M,Ind,
18-1541-84,Mohammad Bashir Tanha,60,M,Ind,
18-1569-106,Wahida Aziz,66,F,Ind,
18-1585-1,Abdul Rahim Barna Salehi,48,M,Ind,
18-1601-105,Eng Raaz Mohammad Faiz,44,M,Ind,
18-1609-31,Qudratullah Zaki,28,M,Ind,
18-1613-116,Khatera Azimi,18,F,Ind,
18-1629-110,Bahramuddin Hassam,58,M,Ind,
18-1653-95,Sayed Abdul Hanan Habibzadah,51,M,Ind,
18-1689-96,Gen Wali Mohammad Tawhid,73,M,Political Party,
19-1001-83,Ustad Najibullah Nejat,51,M,Ind,
19-1002-48,Mohammad Nayem Makhdom,59,M,Political party,
19-1006-92,Bibi Kubra Shahidzada,34,F,Unlisted,
19-1009-67,Emam Reza Naseri,86,M,Political party,
19-1010-14,Hazrat jaan Rahmatzai,8,M,Ind,
19-1022-37,Khan Shirin Jafari,11,M,Political party,
19-1033-85,Ziulhaq Aaqtash,27,M,Ind,
19-1038-1106,Farid Ahmad Kakar,74,M,Ind,
19-1045-52,Muzhgan Arzbigi,73,F,Political party,
19-1049-94,Abdullah Shahab,9,M,Ind,
19-1061-5,Bashir Mohammad Khan,72,M,Political party,
19-1062-47,Abdul Basir Zomar,90,M,Ind,
19-1073-80,Safiullah Barnaw,53,M,Ind,
19-1077-84,Ustad Zargull Aalemi,12,F,Ind,
19-1081-16,Mohammad Ajmal Shahpor,14,M,Ind,
19-1082-95,Nahid Quraishi,81,F,Ind,
19-1093-86,Abdul Qadr Hussainkhel,76,M,Ind,
19-1094-40,Kamela Ibrahimi,50,F,Ind,
19-1125-89,Ghullam ali Ghazi,78,M,Ind,
19-1133-65,Saranwal Barat Mohammad Omarkhel,28,M,Political party,
19-1141-13,Eng Mohammaduddin Hamdard,31,M,Ind,
19-1142-9,Shah Khan Shirzad,32,M,Ind,
19-1149-35,Fazel Karim Aimalq,49,M,Ind,
19-1157-44,Abdul Ghafoor Hotak,19,M,Ind,
19-1161-47,Nilofar Jalali Kofi,5,F,Ind,
19-1165-36,Mohammad Dawood Akbari Arzbigi,4,M,Ind,
19-1169-23,Abdul Samad Bahman,82,M,Ind,
19-1173-31,Mohammad Omer Aaqtash,77,M,Ind,
19-1174-10,Shekeba Hashemi,6,F,Ind,
19-1177-2,Abdul Mohammad Mohammadi,3,M,Ind,
19-1185-43,Eng Kamal Safi,21,M,Ind,
19-1186-4,Mirza Mohammad Laghmani,37,M,Ind,
19-1193-63,Abdul Rahman Baryalai Fazel,44,M,Ind,
19-1197-28,Nooruddin Beg,57,M,Ind,
19-1225-44,Mirwais Ahmadzai,56,M,Ind,
19-1226-56,Dr Fatema Aziz,67,F,Ind,
19-1229-60,Mohammad Jumma Bawari,22,M,Ind,
19-1233-96,Mohammad Gull Sahebzada,41,M,Ind,
19-1241-82,Mohammad Ibrahim Qarloq,7,M,Ind,
19-1249-29,Assadullah Know to Noor Agha,20,M,Ind,
19-1250-79,Shukria Sarbeland,16,F,Political party,
19-1253-61,Frozan Gochli,54,F,Political party,
19-1265-30,Alhaj Abdul Rauf Ibrahimi,62,M,Ind,
19-1266-91,Eng Wahidullah Hemat,23,M,Political party,
19-1273-8,Mohammadullah Bataash,2,M,Political party,
19-1274-25,Alhaj Mohammad Sami Aimaq,88,M,Ind,
19-1281-42,Ustad Abdul Saboor Ghafoori,70,M,Political party,
19-1285-90,Ghullam Sakhi Arab,68,M,Ind,
19-1289-88,Abdul Ghafoor Qayoumi,61,M,Ind,
19-1290-81,Sayed Zabiullah Hashemi,87,M,Ind,
19-1297-70,Basira Rasooli,79,F,Ind,
19-1305-1,Shukria Paikan,35,F,Ind,
19-1313-66,Sayed Parwiz Sadat,38,M,Ind,
19-1314-38,Jamiullah Pasoon Zakhel,43,M,Ind,
19-1321-18,Sultan Sultani,29,M,Ind,
19-1329-49,Jawhar Shah Zakhelwal,10,M,Ind,
19-1333-97,Dr Sayed Shah Waseq,71,M,Ind,
19-1337-64,Abdul Rauf Hamid,63,M,Ind,
19-1338-59,Parwin Rahimi,52,F,Ind,
19-1381-50,Farid Ahmad Ayoubi,24,M,Ind,
19-1382-51,Nazukmir Akbari,85,M,Ind,
19-1397-6,Rahmatullah Saber,80,M,Ind,
19-1398-20,Eng Hamidullah Hamidi,60,M,Ind,
19-1429-27,Allah Nazar Nazari Turkman,33,M,Ind,
19-1433-62,Saiba Safi Yousufi,75,F,Ind,
19-1437-19,Azizullah Amiri,83,M,Ind,
19-1445-72,Alhaj Sarnpoh Abdul Hai Dehlawi,47,M,Ind,
19-1461-54,Amanullah Amiri,65,M,Ind,
19-1477-45,Sayed Nematullah Sadat,30,M,Ind,
19-1505-7,Gen Abdul Hadi Aimaq,40,M,Ind,
19-1509-51,Haji Mohebullah Ibrahimkhel,45,M,Ind,
19-1517-53,Rayesa Hussainkhel,18,F,Ind,
19-1529-50,Marzia Rustami,36,F,Ind,
19-1533-46,Obaidullah Qazizada,25,M,Ind,
19-1537-14,Abdul Nazir Haidari,89,M,Ind,
19-1541-71,Ghullam Ali Shirzai,64,M,Ind,
19-1545-55,Sayed Mohammad Jawad Agha,1,M,Ind,
19-1553-42,Haji Mohammad Omar Khan,13,M,Ind,
19-1561-30,Abdul Mutaleb Folad Hamdard,66,M,Political party,
19-1585-66,Khadija Ghaznawi,17,F,Ind,
19-1593-12,Haji Mohammad Amin Azimi,69,M,Ind,
19-1609-1115,Mohammad Shafiq Gheljai,46,M,Ind,
19-1613-60,Obaidullah Nazari,15,M,Ind,
19-1637-36,Samiullah Qatra,48,M,Ind,
19-1665-57,Abdul Qudos Zarifi,84,M,Ind,
19-1685-3,Haji Zekrya Zarifi,39,M,Ind,
19-1697-40,Samiullah Amiri,55,M,Ind,
19-1901-1194-13,Zabiullah Majidi,42,M,Ind,
19-1901-1330-20,Habibullah Hashemi Qarloq,58,M,Political party,
2-1009-68,Abdul Wakil Jalili,18,M,Ind,
2-1081-112,Nooria Kohistani,20,F,Ind,
2-1133-3,Najibullah Rahimi Safi,27,M,Ind,
2-1141-10,Nazar Mohammad Mohammadi,19,M,Ind,
2-1149-59,Gull Ahmad Safi,13,M,Ind,
2-1161-81,Mohammad Nader Khalid,17,M,Ind,
2-1162-113,Khalida Hakimi,32,F,Ind,
2-1174-110,Tahera Mirzadah,6,F,Ind,
2-1186-115,Mohammad Faazel Safi,1,M,Ind,
2-1210-85,Talib Jaan Safi,22,M,Ind,
2-1225-4,Mohammad Rafi Safi,3,M,Ind,
2-1249-103,Mirdaad Khan Nejrabi,34,M,Ind,
2-1250-33,Shejauddin Murad,26,M,Ind,
2-1265-90,Aaqel Khan Tagabi,30,M,Ind,
2-1266-54,Haji Aqa Jaan Sayedi,11,M,Ind,
2-1269-86,Mawlana Abdul Maroof Waaseq,23,M,Ind,
2-1273-83,Dr. Mohammad Nayem Safi,24,M,Ind,
2-1274-34,Khadija Elham Khalili,33,F,Ind,
2-1290-26,Akhondzadah Abdul Salam Jawad,25,M,Ind,
2-1297-4,Qari Omid Safi,8,M,Ind,
2-1305-123,Alhaj Mohammad Masoom Khan Hashemi,9,M,Ind,
2-1318-109,Qazi Ahmadi Ahmadi,14,M,Ind,
2-1389-35,Dr. Humma Shamim,29,F,Ind,
2-1390-73,Qazi Abdul Razaaq Nejrabi,10,M,Ind,
2-1397-22,Abdul Zaher Hakimzadah,2,M,Ind,
2-1437-37,Abdul Hakim = Khwaja Padshah,31,M,Ind,
2-1461-40,Rahima Shams Kohistani,16,F,Ind,
2-1505-119,Razia Saadat Habibi,7,F,Ind,
2-1541-25,Saara Sirat,5,F,Ind,
2-1545-48,Shukrullah Mohammadi,4,M,Ind,
2-1553-92,Rohullah Safi,12,M,Ind,
2-1593-87,Fazel Hadi Ahmadi,35,M,Political Party,
2-1637-62,Mohammad Shafiq Alawi,28,M,Ind,
2-1685-42,Eng. Mir Haidar Afzali,21,M,Ind,
2-201-1142-13,Gen. Mohammad Iqbal Safi,15,M,Ind,
20-1006-3020,Sayed Abdul Khaleq Alawi,17,M,Ind,
20-1021-2051,Maroof Faqiri,4,M,Ind,
20-1033-3015,Hafizullah Muradi,7,M,Ind,
20-1066-2056,Alhaj Lft-Gen Ustad Obaidullah Ghazi,24,M,Ind,
20-1069-2067,Mohammad Ewaz Beg Beg Oghli,31,M,Political party,
20-1082-2028,Khatol Shirzai,15,F,Ind,
20-1094-2041,Farzana Samad Rahimi,12,F,Ind,
20-1141-3016,Hamida Sadat,29,F,Ind,
20-1142-1021,Mohammad Ibrahim Aimaq,11,M,Ind,
20-1185-1006,Ustad Mahbooba Rahmat,3,F,Ind,
20-1193-2,Mohammad Reza Shahi,13,M,Political party,
20-1198-2059,Mirza Hussain Bahr,21,M,Ind,
20-1241-2033,Ziauddin Zia,25,M,Ind,
20-1265-2048,Attaullah Mohebi,9,M,Ind,
20-1266-2049,Baaz Mohammad Wakilzada,10,M,Ind,
20-1289-2032,Shamsulhaq Arianfar,30,M,Ind,
20-1305-2047,Hussain ali Khalil Dara-e-Sofi,8,M,Political party,
20-1325-2037,Ghullam Haidar Murad,5,M,Ind,
20-1329-1009,Mohammad Sheja,1,M,Ind,
20-1330-1008,Obaidullah Hazratzadah,26,M,Ind,
20-1337-3019,Faisal Jamal,14,M,Ind,
20-1341-3017,Mohammad Essa Mohammadi,6,M,Ind,
20-1417-2053,Bashaaratullah Zaher,20,M,Ind,
20-1418-1,Makhdom Abdalullah Mohammadi,23,M,Ind,
20-1525-2040,Allah Murad Baba Lar,18,M,Ind,
20-1537-2026,Mulla Mohebullah Forqani,27,M,Ind,
20-1541-4,Sayed Aqa Hussain Hashemi,16,M,Ind,
20-1545-2039,Masooma Hassani,2,F,Ind,
20-1585-1016,Shahba Shahrukhi,19,F,Ind,
20-1601-2030,Mawlawi Mohammaduddin Halimi,22,M,Ind,
20-1685-1020,Hayatullah Samangani,28,M,Ind,
21-1005-2,Sayed Jabar Agha,8,M,Ind,
21-1010-97,Abdul Rasool Talash,75,M,Ind,
21-1021-62,Sardar Wali Mohammad Geraan,82,M,Ind,
21-1022-82,Alhaj Munir Mohammad Mashwani,57,M,Ind,
21-1034-304,Zemarai akramzada,41,M,Ind,
21-1046-95,Humaira Akakhel,48,F,Ind,
21-1049-81,Saifora Neyari,47,F,Ind,
21-1050-93,Masood Fedaye,49,M,Ind,
21-1062-91,Hamed Hassani,16,M,Ind,
21-1069-17,Nasrin Shahir,60,F,Ind,
21-1073-8,Ahmad Jawid Karimi,7,M,Ind,
21-1074-27,Alam Khan Azadi,74,M,Ind,
21-1078-69,Sayed Nasratullah,64,M,Ind,
21-1081-80,Dr Gullalai Noor Safi,63,F,Ind,
