id,name,ballotNumber,gender,party,incumbent
30-1149-65,Mohammad Tawos Ashraf Naderi,61,M,Ind,
30-1157-15,Sayed Haji Abdul Satar Sayeedi,30,M,Ind,
30-1158-20,Mirwais Pasoon,63,M,Ind,
30-1161-63,Sanator Abdul Wahed Karezwal,77,M,Ind,
30-1169-30,Eng Wahidullah Mayar,73,M,Ind,
30-1170-42,Eng Mohammad Sulaiman Samim,8,M,Ind,
30-1174-29,Nasima Neyazi,21,F,Ind,
30-1177-51,Mohammad Asef,71,M,Ind,
30-1182-105,Rashed Ahmad Begonah,91,M,Ind,
30-1185-14,Razia Baloch,25,F,Ind,
30-1186-43,Assadullah Zemarai,29,M,Ind,
30-1193-17,Ali Ahmad Darwesh,35,M,Ind,
30-1194-24,Haji Ghullam Wali Afghan,65,M,Ind,
30-1194-9,Haji Abdul Bari Barikzai,69,M,Ind,
30-1197-7,Haji Mohammad Wali Alizai,92,M,Ind,
30-1198-25,Mohammad Faqir Askar,46,M,Ind,
30-1202-98,Mahmood,43,M,Ind,
30-1210-71,Ghullam Wali Shaker,64,M,Ind,
30-1221-2,Eng Mohammad Dawood Hemat,37,M,Ind,
30-1225-44,Ustad Abdul Samad Helmandwal,86,M,Ind,
30-1226-69,Eng Dawood Shah Baridost,83,M,Ind,
30-1233-45,Masood Khan Noorzai,6,M,Ind,
30-1234-8,Haji Wali Jaan Saberi,9,M,Ind,
30-1241-95,Sayed Musa Helmandi,1,M,Ind,
30-1242-104,Ali Mohammad Muzafari,53,M,Ind,
30-1245-87,Noor Ahmad Isshaqzai,78,M,Ind,
30-1246-10,Alhaj Nawid Ahmad Watanwal,62,M,Ind,
30-1249-49,Dr Nasratullah Safaari,24,M,Ind,
30-1250-14,Haji Mohammad Abid,81,M,Ind,
30-1253-80,haji Khan Almas Sultanzoi,82,M,Ind,
30-1265-20,Esmatullah Atal,89,M,Ind,
30-1269-62,Haji Nematullah Popal,3,M,Ind,
30-1273-2,Assadullah Shirzad,19,M,Ind,
30-1281-44,Abdul Razeq Durani,56,M,Ind,
30-1285-12,Abdul Wadod Popal,47,M,Ind,
30-1289-45,Saleh Mohammad Qasemi,58,M,Ind,
30-1297-36,Sayed Azam Alizai,20,M,Ind,
30-1305-21,Esmatullah Yaqoobi,48,M,Ind,
30-1309-32,Mirwais Khadem,2,M,Ind,
30-1313-52,Samiullah Waziri,13,M,Ind,
30-1317-33,Haji Abdullah Sangar,59,M,Ind,
30-1325-3,Besmellah Muslim,15,M,Ind,
30-1329-12,Haji Abdul Hadi Sofi,17,M,Ind,
30-1333-92,Temorshah,26,M,Ind,
30-1337-70,Ali Ahmad Naseri,74,M,Ind,
30-1389-66,Alhaj Dr Nesar Ahmad Barik,57,M,Ind,
30-1397-76,Haji Mir Hamza Sarkateb,31,M,Ind,
30-1437-31,Alhaj Mohammad Taher Barikzai,14,M,Ind,
30-1441-22,Abdul Hai Akhondzadah,27,M,Ind,
30-1461-22,Alhaj Aminullah Foladi,18,M,Ind,
30-1465-107,Nargis Rakhshani,49,F,Ind,
30-1477-9,Aqa Gull Bawar,32,M,Ind,
30-1505-28,Najiba Fayez Helmandi,33,F,Ind,
30-1533-24,Bashir Ahmad Shaker,42,M,Ind,
30-1541-67,Mirwais Popal,5,M,Ind,
30-1545-5,Abdul Rashid Azizi,4,M,Ind,
30-1553-79,Haji Noor Ahmad Naseri,38,M,Ind,
30-1561-6,Haji Mirwali Hemat,90,M,Ind,
30-1565-30,Ziaulhaq Helmandi,16,M,Ind,
30-1585-85,Haji Abdul Qudos,76,M,Ind,
30-1593-4,Agha Mohammad Afghan,7,M,Ind,
30-1601-6,Nematullah Ghafari,70,M,Ind,
30-1605-1,Alhaj Bur Agha Karwan,10,M,Ind,
30-1653-74,Zarif Lalzoi,39,M,Ind,
30-1665-58,Hadia Hamid Helmandi,52,F,Ind,
30-1685-83,Shogofa Noorzai,75,F,Ind,
30-3003-1429-114,Attaullah Popal,41,M,Ind,
31-1005-21,Nazir Ahmad Azimi,26,M,Ind,
31-1033-28,Abdul Qader Berget Surkhabi,21,M,Ind,
31-1094-30,Halima Rahpaima,23,F,Ind,
31-1141-52,Mawlawi Abdul Baset Saarem,31,M,Political Party,
31-1142-2,Ziauddin Akazai,10,M,Ind,
31-1169-47,Mohammad Asef Aimaq,7,M,Ind,
31-1173-49,Muslima Shirzad,5,F,Ind,
31-1177-27,Sayed Naqibullah Sediqi,11,M,Ind,
31-1185-64,Amir Shah Nayebzada,8,M,Ind,
31-1186-6,Ustad Ghullam Sarwar Fayez,1,M,Ind,
31-1222-41,Haji Sayed Mohammad Ghamgin,6,M,Ind,
31-1234-45,Mohammad Musa Hujom,16,M,Ind,
31-1235-9,Sayed Mohammad Musa Jenab Nemati,25,M,Ind,
31-1273-8,Abdullah Mawlawizada,34,M,Ind,
31-1297-50,Peghla Ziagull Habibi,27,F,Ind,
31-1305-12,Wakil Safia Aimaq,29,F,Ind,
31-1326-38,Mirwais Rahmani,35,M,Ind,
31-1329-22,Shafiqa Faizi,4,F,Ind,
31-1333-29,Abdul Basir Osmani,13,M,Ind,
31-1338-19,Abdul Ghafoor Mahmoodi,28,M,Ind,
31-1382-54,Alhaj Abdul Hamid Khalil,20,M,Ind,
31-1441-35,Ustad Farida Bekzad,12,F,Ind,
31-1441-70,Mubark Khan Azizyar,30,M,Ind,
31-1505-25,Haji Nasrullah Amin,32,M,Ind,
31-1545-18,Ustad Nadia Hotak,22,F,Ind,
31-1553-11,Mohammad Haidar Sharifi,19,M,Ind,
31-1585-7,Ramazan Sakhizadah,18,M,Ind,
31-1601-46,Fahima Komak,33,F,Ind,
31-1685-1,Alhaj Qazi Abdul Rahim Rahin,24,M,Ind,
31-3107-1541-68,Assadullah Nomani Kakar,2,M,Ind,
31-5567-59,Alhaj Dr Abdul Aziz Tariq,14,M,Political Party,
32-1001-1233,Dr Sayed Azim Faqiri,1,M,Ind,
32-1002-20,Nesar Ahmad Rahmani,84,M,Ind,
32-1009-5,Sayed Belal Aasemi,102,M,Ind,
32-1013-44,Ustad Abdul Hadi Wasiq,132,M,Ind,
32-1014-1143,Shila Shahidzadah,137,F,Ind,
32-1017-30,Ghullam Hassan Majroh,63,M,Ind,
32-1021-1103,Mohammad Motahari,117,M,Political Party,
32-1025-1072,Bashir Ahmad Khrosh Barikzai,81,M,Ind,
32-1029-28,Ali Jumma Mohebi,114,M,Ind,
32-1030-18,Mohammad Nasim Seyah Khan,149,M,Ind,
32-1033-1056,Gullabuddin Arab,147,M,Ind,
32-1034-1065,Mohammad Naser Attaye,100,M,Ind,
32-1037-1098,Mohammad Aref Kushki Jamshidi,35,M,Ind,
32-1045-1113,Basir Ahmad Daneshyar Bakhtyar,11,M,Ind,
32-1050-1116,Sayed Khalil Qataali,54,M,Ind,
32-1054-1145,Abdul Azim Haqdost,4,M,Ind,
32-1061-1089,Nesar Ahmad Faizi Ghoryani,28,M,Ind,
32-1062-1144,Assadullah Ahmadi,89,M,Ind,
32-1065-1048,Ghullam Sakhi Zurmati,34,M,Ind,
32-1069-1231,Nasrin Stodah,140,F,Ind,
32-1073-14,Hamidullah Khadem,53,M,Ind,
32-1074-46,Alhaj Ghullam Farooq Nazari,113,M,Ind,
32-1078-1064,Rahima Jaami,45,F,Ind,
32-1081-1096,Sayed Taha Sadeq,128,M,Ind,
32-1085-1133,Dr Asef Pakzad Isshaqzaai,21,M,Ind,
32-1093-1232,Muzhda Noorzai,107,F,Ind,
32-1094-1097,Jamaluddin isshaqi,153,M,Ind,
32-1102-1091,Khalid Khalid,91,M,Ind,
32-1105-1118,Sayed Azim Kebrzani,161,M,Ind,
32-1106-1077,Fazel Ahmad Zakeri,14,M,Ind,
32-1109-1150,Mumtaz Sarwaryar,43,F,Ind,
32-1110-1088,Hajia Susan Behbodzadah,90,F,Ind,
32-1117-39,Mohammad Omar Roshan,158,M,Ind,
32-1125-1168,Sayed Yaqoob Cheshti Mawdodi,24,M,Ind,
32-1126-1136,Mohammad Zaher Shirzai,46,M,Ind,
32-1129-1142,Edris Yousuf,9,M,Ind,
32-1130-1152,Abdul Shokor Ayoubi,71,M,Ind,
32-1141-26,Haji Mohammad Sadeq Qaderi,154,M,Ind,
32-1145-1134,Aminullah Azad,103,M,Ind,
32-1146-41,Haji Ghullam Haidar Mohammad,48,M,Ind,
32-1149-37,Dr Nesar Ahmad Musadeq,17,M,Ind,
32-1150-16,Abdul Baqi Yousufi Transport,104,M,Ind,
32-1157-31,Safayatullah Habibzadah,25,M,Ind,
32-1158-1054,Sayed Taher Zaher,19,M,Ind,
32-1161-6,Ghullam Farooq Majroh,92,M,Ind,
32-1162-1100,Ahmad Farhad Barik,57,M,Ind,
32-1165-1135,Amanullah Hussaini,22,M,Political Party,
32-1169-1047,Haji Ghullam Yahya Akbari Alokozai,52,M,Ind,
32-1170-42,Mawlawi Gull Ahmad Amini,88,M,Ind,
32-1173-2,Mohammad Sadeq Yousufi,76,M,Political Party,
32-1174-35,Zamira Nabizadah,138,F,Ind,
32-1177-1063,Abdul Hadi Jamshidi,27,M,Ind,
32-1181-1046,Ustad Shirin Shahabi,73,F,Ind,
32-1185-1060,Samia Ramesh,80,F,Ind,
32-1190-1126,Ahmad Ali Jabrayli,36,M,Ind,
32-1197-1095,Sayed Abdullah Yousufi,145,M,Ind,
32-1198-1117,Ustad Najla Dehqan Nezhad,3,F,Ind,
32-1201-3,Ghullam Mohammad Karokhi,150,M,Political Party,
32-1205-21,Abdul Habib Noorzai,50,M,Ind,
32-1209-1125,Gen Ahmad Khan Rahimi Ghori,118,M,Political Party,
32-1221-1058,Mohammad Baqer Etemadi,70,M,Political Party,
32-1222-1061,Jumma Gull Rahmani,97,M,Ind,
32-1225-1123,Masooda Karokhi,44,F,Ind,
32-1226-1106,Saifullah Sangin Noorzai,55,M,Ind,
32-1229-1094,Sayed Jalal Sadat,6,M,Ind,
32-1237-1081,Ghullam Jelani Ferozkohi,39,M,Ind,
32-1238-1138,Samiullah Atal,116,M,Ind,
32-1241-15,Wakil Nematullah Sarwari,59,M,Ind,
32-1242-1171,Mohammad Ibrahim Ayoubi,13,M,Political Party,
32-1245-1082,Suraya Rahim Sobhrang,143,F,Ind,
32-1246-1052,Ghullam Sayeed Sayeedi,135,M,Ind,
32-1249-1110,Simin Barikzai,30,F,Ind,
32-1254-40,Noor Aqa Shindandwal,61,M,Ind,
32-1257-1075,Haji Shahpoor Popal,40,M,Ind,
32-1258-9,Mohammad Maroof Fazli,74,M,Ind,
32-1261-1,Mohammad Ayoub Sayeedi,157,M,Ind,
32-1262-1151,Fatema Stanikzai Baloch,108,F,Ind,
32-1265-1102,Dr Aziz Ahmad Jami,139,M,Ind,
32-1269-1071,Mohammad Hanif Rezaye,112,M,Political Party,
32-1270-1051,Abdul Wahed Yousufzai Tawakali,152,M,Ind,
32-1281-3,Mohammad Rafiq Shahir,42,M,Ind,
32-1282-1114,Amir Hamza Ramesh,82,M,Ind,
32-1285-1050,Mohammad Jawad Bayat,129,M,Ind,
32-1289-1111,Gull Aqa Jamshidi,95,M,Ind,
32-1290-1234,Mina Naderi,67,F,Ind,
32-1294-1109,Mohammad Azam Azami Barnabadi,75,M,Ind,
32-1301-1129,Sayed Abdul Azim Quraishi,131,M,Ind,
32-1305-1066,Basir Ahmad Arwin Taheri,56,M,Ind,
32-1309-1119,Dr Nader Radmanesh Alizai,126,M,Ind,
32-1310-1132,Alhaj Mohammad Aref Noorzai,120,M,Ind,
32-1313-1124,Sayed Sharif Yalani,26,M,Ind,
32-1314-24,Freshta Mujadidi,37,F,Ind,
32-1317-1128,Ustad Hamidullah hanif,142,M,Ind,
32-1318-1055,Jawid Sultani,93,M,Ind,
32-1321-43,Mohammad Tariq Nabi,58,M,Ind,
32-1322-1115,Mohammad Mahdi Afzali,141,M,Ind,
32-1329-4,Mohammad Reza Khoshak Watandost,144,M,Ind,
32-1333-33,Ahmad Wahid Taheri,124,M,Ind,
32-1334-1093,Haji Habibullah Alhabib,38,M,Ind,
32-1337-4,Ahmad Jawid Zeyaratjahi,109,M,Ind,
32-1338-36,Mutiullah Nazari Jamshidi,98,M,Ind,
32-1341-1104,Haji Zarin Zarin,96,M,Ind,
32-1345-1053,Ihsanullah Ahmad Karokhi,146,M,Ind,
32-1349-1122,Kubra Jafari,69,F,Ind,
32-1381-1049,Dr Mohammad Saleh Saljoqi,160,M,Ind,
32-1382-34,Zubair Osmani,94,M,Ind,
32-1385-1,Qazi Nazir Ahmad Hanifi,105,M,Ind,
32-1390-27,Ustad Parwana Rasooli Daneshyar,29,F,Ind,
32-1397-1062,Haji Ahmad Wahid Obaidi,85,M,Ind,
32-1401-1140,Dr Mohammad Omid Ghori,136,M,Ind,
32-1402-1155,Noor Ahmad Barzin Khatibi,122,M,Ind,
32-1405-1092,Omar Nasir Mujadidi,51,M,Ind,
32-1409-1076,Hajia Ustad Saadat Fatahi,20,F,Ind,
32-1413-1120,Abdul Hakim Mohammadi,106,M,Political Party,
32-1417-1083,Aqela Jamshidi,119,F,Ind,
32-1418-1131,Ghullam Mahboob Arbabzada Baloch,72,M,Ind,
32-1441-10,Munawar Shah Bahaduri,8,M,Ind,
32-1453-1147,Sayed Wazir Sadat,79,M,Ind,
32-1457-1105,Qaida Afif Neyazai,49,F,Ind,
32-1461-17,Nahid Ahmadi Farid,130,F,Ind,
32-1465-1069,Ahmad Wahid Tokhi,77,M,Ind,
32-1469-1137,Habib Rahman Pedram,110,M,Ind,
32-1481-1059,Shah Mahmood Sadat Hakimi,33,M,Ind,
32-1485-1146,Abdul Rahman Mawlawizadah,5,M,Ind,
32-1497-1180,Assadullah Mubarez,99,M,Political Party,
32-1505-19,Ahmad Shafiq Behrozyan,123,M,Ind,
32-1509-1139,Arezo Azizi,78,F,Ind,
32-1517-32,Basira Mohammadi,127,F,Ind,
32-1537-1073,Wazir Ahmad Arsali,41,M,Ind,
32-1541-8,Ghullam Jelani Daqiq,64,M,Ind,
32-1545-13,Alhaj Nesar Ahmad Akbarzadah,134,M,Ind,
32-1553-1090,Nesar Ahmad Yasini,125,M,Ind,
32-1557-38,Eng Abdul Razeq Hakimi,10,M,Ind,
32-1561-1166,Najma Rahimi Sadr,32,F,Ind,
32-1565-1101,Sayed Mohammad Rafi Shafiq,86,M,Ind,
32-1569-23,Alhaj Eng Shir Ahmad Noor,101,M,Ind,
32-1577-1057,Dr Ghullam Hazrat Amini,121,M,Ind,
32-1581-12,Dr Abdul Zaher Faizzadah,7,M,Ind,
32-1585-1080,Naqibullah Arwin,111,M,Ind,
32-1593-11,Ahmad Farhad Majidi,133,M,Ind,
32-1601-1087,Najib Ahmad Jamshidi,18,M,Ind,
32-1605-45,Ustad Abdul Qayoum Wahedi,87,M,Ind,
32-1609-1156,Dr Zabiullah Aazem,68,M,Ind,
32-1613-22,Ahmad Khalid Dost,2,M,Ind,
32-1629-1121,Mohammad Mussa Rezaye,62,M,Ind,
32-1633-1074,Dr Mohammad Omar Samim,15,M,Ind,
32-1637-1067,Haji Mohammad Aref Taib,23,M,Ind,
32-1645-29,Alhaj Abdul Salam Qazizadah,151,M,Ind,
32-1649-1084,Aminullah Maihanyar,155,M,Ind,
32-1653-1127,Ghullam Hussain Maihandost,12,M,Ind,
32-1657-1108,Haji Noor Ahmad Khan Haftbala,65,M,Ind,
32-1665-1086,Haji Khalil Ahmad Shahidzada,66,M,Ind,
32-1685-1068,Shahnaz Ghawsi,115,F,Ind,
32-1689-1085,Ustad Abdul Rahman Azizi,31,M,Ind,
32-1693-1099,Ahmad Farzad Alam,156,M,Ind,
32-1697-7,Marya Bashir,47,F,Ind,
32-320103-1433-1107,Sayed Ghullam Farooq Shirzadi,83,M,Ind,
32-320108-1533-1078,Reza Gull Khalil Isshaqzai,148,F,Ind,
32-3209-1118-1154,Haji Faiz Ahmad Noorzai,16,M,Ind,
33-1001-42,Abdul Rezaq Farahwal,9,M,Ind,
33-1010-5,Ustad Humaira Ayoubi,33,F,Ind,
33-1021-12,Gen Abdul Karim Farahi,13,M,Ind,
33-1029-19,Nasir Ahmad Qaderi,35,M,Ind,
33-1033-29,Musa Khan Nasrat,23,M,Ind,
33-1070-27,Ahmadullah Noorzai,29,M,Ind,
33-1081-13,Mohammad Sarwar Osmani Farahi,24,M,Ind,
33-1082-37,Abdul Khaleq Amini,27,M,Ind,
33-1093-9,Abdul Same Samim,1,M,Ind,
33-1125-3,Mohammad Nazir Khedmat,5,M,Ind,
33-1141-36,Ustad Hamed Elham,10,M,Ind,
33-1142-15,Belqis Roshan,39,F,Ind,
33-1149-28,Eng Shah Wali Hamidi,18,M,Ind,
33-1157-18,Ustad Sharifa Sadat,16,F,Ind,
33-1161-14,Abdul Khalil Afghan Farahi,28,M,Ind,
33-1174-43,Abdul Satar Rahimi,15,M,Ind,
33-1185-20,Sayed Ahmad Hamdard,41,M,Ind,
33-1193-38,Bahauddin Shinwari,14,M,Ind,
33-1206-8,Haji Mohammad Ibrahim Khairkhwah,34,M,Ind,
33-1221-21,Haji Abdul Ghani Noorzai,20,M,Ind,
33-1233-47,Lal Mohammad Bahari,8,M,Ind,
33-1249-32,Masood Bakhtwar,2,M,Ind,
33-1250-44,Mohammad Aref Abdullah,21,M,Ind,
33-1266-23,Mohammad Dawood Haqyar,3,M,Ind,
33-1297-17,Eng Fazel Ahmad Musleh,31,M,Ind,
33-1298-7,Alhaj Mohammad Sarwar Subaat,32,M,Ind,
33-1305-4,Abdul Satar Hussaini,37,M,Ind,
33-1309-22,Eng Mohammad Sarwar Farahi,12,M,Ind,
33-1321-31,Ainuddin Hamdard,6,M,Ind,
33-1326-10,Alhaj Nasrullah Noori,42,M,Ind,
33-1330-11,Najibullah Omar,7,M,Ind,
33-1389-33,Abdul Naser Farahi,25,M,Ind,
33-1397-26,Humayoun Shahidzadah,17,M,Ind,
33-1398-45,Shir Ahmad Sanator,4,M,Ind,
33-1441-2,Hekmatullah Nazari,30,M,Ind,
33-1461-24,Abdul Hamid Sayar,38,M,Ind,
33-1505-16,Abdul Ghafar Arman,40,M,Ind,
33-1509-35,Ustad Abdul Rauf Tawhidi,19,M,Ind,
33-1533-34,Abdul Qayoum Qeyam,22,M,Ind,
33-1541-1,Abdul Nasir Farahi,11,M,Ind,
33-1593-6,Abdul Jalil Bakhtwar,26,M,Ind,
34-1033-16,Gull Ahmad Noorzad,11,M,Ind,
34-1141-5,Hajia Ruhgull Khairzad,8,F,Ind,
34-1161-1,Mina Barik,1,F,Ind,
34-1186-18,Alhaj Mohammad Aslam Baloch,5,M,Ind,
34-1198-31,Abdul Latif Ghafoori,6,M,Ind,
34-1250-39,Alhaj Azizullah Noorzai,10,M,Ind,
34-1273-19,Alhaj Mohammad Sediqi Chakhnsori,2,M,Ind,
34-1330-38,Alhaj Ustad Jumma Khan Naser,7,M,Ind,
34-1390-6,Farida Hamidi,9,F,Ind,
34-1505-27,Alhaj Mohammad Nabi Noorzai,4,M,Ind,
34-1565-11,Mir Ahmad Baloch,12,M,Ind,
34-1685-37,Alhaj Abdul Qudos Zori,3,M,Ind,
35-1021-2,Khanzada Afghan,18,M,Ind,
35-1039-54,Ezat Khan Ahmadzai,10,M,Ind,
35-1077-26,Shir Ahmad Sawabdar,15,M,Ind,
35-1077-87,Rahima Taraki,8,F,Ind,
35-1078-18,Khan Wali Ahmadzai,32,M,Ind,
35-1137-95,Dr Mansoor Mullakhel,13,M,Ind,
35-1141-25,Amanullah Ahmadzai,39,M,Ind,
35-1169-73,Mohammad Khan Katawazai,4,M,Ind,
35-1185-61,Habib Rahman Afghan,26,M,Ind,
35-1186-15,Alhaj Haidar Jan Nayemzoi,17,M,Ind,
35-1186-17,Haji Ghullam Nabi Kharoti,36,M,Ind,
35-1187-2,Qurban Mohammad,277,M,Ind,
35-1231-77,Alhaj Shah Wazir Tarakhel,37,M,Ind,
35-1245-1211,Farahnaz Durani,30,F,Ind,
35-1269-88,Abdul Qader Kuchi,24,M,Ind,
35-1289-90,Sayed Mohammad Hariq,22,M,Ind,
35-1325-43,Dawa khan Minapal,33,M,Ind,
35-1338-9,Assadullah Ahmadzai,3,M,Ind,
35-1360-155,Haji Azizullah Habibi,660,M,Ind,
35-1431-127,Mohammad Yousuf Saber,12,M,Ind,
35-1439-17,Rasool Khan Kuchi,11,M,Ind,
35-1441-33,Haji Enayatullah Sahraye,27,M,Ind,
35-1441-41,Mohammad Rasool Qalatwal,23,M,Ind,
35-1468-3052,Zulfaqar Stankizai,28,M,Ind,
35-1472-160,Zarghon Shah kakar,40,M,Ind,
35-1488-3068,Qazi Najibullah Jame,2,M,Ind,
35-1494-157,Mirwais Salam,7,M,Ind,
35-1509-83,Mohammad Nabi Kuchi,16,M,Ind,
35-1549-159,Kako Jaan Neyazai,617,M,Ind,
35-1569-1194,Karima Shamrez Hotak,14,F,Ind,
35-1580-178,Afridi Kuchi,29,M,Ind,
35-1585-85,Hamida Ahmadzai,31,F,Ind,
35-1661-1088,Najibullah Kuchi Isshaqzai,34,M,Ind,
35-1672-151,Farzana Kuchi,1,F,Ind,
35-1685-23,Nangyalai Lawang,25,,,
35-1687-90,Haji parwiz Arabzadah,5,M,Ind,
35-1696-154,Dr. Anisa pashaye,791,F,Ind,
35-1755-166,Payenda Gull Ahmadzai,20,M,Political Party,
35-1769-156,Ustad Laila Barikzai,731,F,Ind,
35-1771-158,Gen. Abdul Rashid Sheja,85,M,Political party,
35-1780-1100,Mirwais Hussainkhel,21,M,Ind,
35-1795-139,Awal Gull Ahmadzai,35,M,Ind,
35-1808-124,Delawar Faizan,41,M,Ind,
35-1832-153,Jubran,606,M,Ind,
35-1883-152,Vida Saghari,716,F,Ind,
35-1893-157,Eng. Lajmir Khair Andesh,239,M,Ind,
4-1001-30,Mohammad Farhad Wardag,15,M,Ind,
4-1009-36,Haji Ahmad Khalid Karimzai,5,M,Ind,
4-1021-24,Ihsanullah Naseri,39,M,Ind,
4-1081-40,Fazel Rahman Tariq,22,M,Ind,
4-1093-27,Nafisa Selay Wardag,10,F,Ind,
4-1141-19,Saif Rahman Kamal,3,M,Ind,
4-1161-47,Mohammad Hassan Munsef,4,M,Ind,
4-1185-6,Alhaj Abdul Ahmad Durani,7,M,Political Party,
4-1249-48,Anisa Taj Wardag,11,F,Ind,
4-1265-33,Shir Alam Harifaal,40,M,Ind,
4-1269-12,Alhaj Gul Habib Habibi,36,M,Ind,
4-1273-28,Dr. Hamidah Danesh Wardag,35,F,Ind,
4-1281-59,Maliyar Wardag,29,M,Ind,
4-1285-29,Ajmal Shinozadah,32,M,Ind,
4-1297-27,Mohammad Mahdi Rasekh,26,M,Ind,
4-1305-35,Alhaj Mohammad Ayoub Sharifi,31,M,Political Party,
4-1313-38,Mohammad Dawood Abid,37,M,Unlisted,
4-1321-50,Dr. Mohammad Ibrahim Karimi,38,M,Political Party,
4-1325-37,Hajer Mirzaye,28,F,Ind,
4-1337-44,Mirwais Amiri Known to Ashraf,23,M,Political Party,
4-1397-43,Khadem Hussain Hassani,12,M,Ind,
4-1433-28,Mohammad Younus Mujahidzadah,16,M,Ind,
4-1441-32,Eng. Hashmatullah Kalimzai,17,M,Ind,
4-1453-41,Habibullah Nazari,27,M,Ind,
4-1461-11,Abdul Reza Rezaye,1,M,Political Party,
4-1465-51,Safiullah Wardag,21,M,Ind,
4-1477-40,Eng. Hamidah Akbari,30,F,Ind,
4-1477-47,Sayed Habib Hussaini,20,M,Ind,
4-1489-13,Mohammad Hazrat Jaanan,13,M,Ind,
4-1505-7,Alhaj Sediqa Mubarez,2,F,Ind,
4-1541-31,Halima Askari,18,F,Ind,
4-1545-53,Ahmad Farid Nekzai,33,M,Ind,
4-1577-46,Sayed Rohullah Alawi,34,M,Ind,
4-1581-12,Dr. Zia gull Rezaye,25,F,Political Party,
4-1593-8,Abdul Rahman Wardag,8,M,Ind,
4-1601-121,Waliullah Shahin,9,M,Ind,
4-1605-26,Najibullah Najib,24,M,Ind,
4-1613-52,Eng. Nek Mohammad Mayar,19,M,Ind,
4-409-1329-26,Mohammad Yasin Ibrahimi,14,M,Ind,
5-1001-40,Abdul Raazeq Khan,21,M,Ind,
5-1009-4,Abdul Wase Noori,5,M,Ind,
5-1010-35,Seranwal Shahzadah Tawhidmal,35,M,Ind,
5-1021-6,Ahmad Khetab Durani,20,M,Ind,
5-1022-41,Shahpoor Khan Hussainzai,29,M,Ind,
5-1094-5,Alhaj Mohammad Hashem Hussainkhel,3,M,Ind,
5-1133-19,Lailuma Yousufzai,23,F,Ind,
5-1141-29,Sayed Farhad Akbari,7,M,Ind,
5-1142-21,Mohammad Ismail Sediqi,4,M,Ind,
5-1149-33,Sanaullah Azimi Ahmadzai,18,M,Ind,
5-1161-17,Hamid Azizi,16,M,Ind,
5-1173-32,Samiullah Noori,15,M,Ind,
5-1185-12,Eng. Mohammad Asef Nabizai,12,M,Ind,
5-1201-26,Noorzia Yousufzai Charkhi,34,F,Ind,
5-1241-23,Mohammad Rahim Amin,32,M,Ind,
5-1249-36,Wafiullah Eftekhar,11,M,Ind,
5-1273-31,Sayed Mohammad Sediq Hassanzadah,2,M,Ind,
5-1274-10,Dr. Mirwais Shahed,13,M,Ind,
5-1298-28,Eng. Saheb Khan,33,M,Ind,
5-1313-13,Ghazi Khan Ahmadzai,10,M,Ind,
5-1330-16,Haji Hayat Khan Ahmadzai,6,M,Ind,
5-1397-27,Humma Ahmadi,30,F,Ind,
5-1398-24,Nasir Ahmad Amin,24,M,Ind,
5-1410-3,Abdul Satar Mubarez,19,M,Ind,
5-1437-22,Mohammad Khalid Momand,1,M,Ind,
5-1441-11,Dr. Shakila Hashemi,25,F,Ind,
5-1461-39,Eng. Mohammad Khalid Isshaqzad,14,M,Ind,
5-1509-34,Shahpoor Stanikzai,9,M,Ind,
5-1541-42,Dr. Saleh Mohammad Ahmadzai,8,M,Ind,
5-1545-1,Abdul Latif Abaasi,26,M,Ind,
5-1553-37,Yama Logarwal,31,M,Ind,
5-1565-25,Nasratullah Wafa,22,M,Ind,
5-1593-20,Mohammad Aslam Masood,27,M,Ind,
5-1609-14,Gull Andam Dina,28,F,Ind,
5-1665-2,Abdul Rahman Watanwal,17,M,Ind,
6-1001-96,Abdul Basir Sabawoon,81,M,Ind,
6-1002-203,Zubair Khan Shinwari,103,M,Ind,
6-1005-232,Esmat Sangin,67,M,Ind,
6-1009-20,Haji Mohammad Anwar Shinwari,33,M,Ind,
6-1010-157,Sayed Hashem Folad,44,M,Ind,
6-1017-183,Dr. Mohammad Sediq Momand,6,M,Ind,
6-1018-275,Abdul Satar Khan Hayat,130,M,Ind,
6-1021-126,Alhaj Atta Rahman Hadawal,114,M,Ind,
6-1026-146,Hamidullah Hamidi,59,M,Ind,
6-1029-277,Haji Sultan Jaan Khaksar,16,M,Political Party,
6-1030-396,Gullshan Jedi,57,F,Ind,
6-1034-57,Alhaj Hazrat Ali,82,M,Ind,
6-1049-91,Haji Pirbakhsh Gerdiwal,14,M,Ind,
6-1050-159,Haji Aziz Rahman Mohmand,5,M,Ind,
6-1062-123,Nadia Nadim,66,F,Ind,
6-1069-124,Noor Khetab Omar Khetab,104,M,Ind,
6-1070-161,Muqadasa Ahmadzai,31,F,Ind,
6-1073-174,Mohammad Sediq Patman,94,M,Ind,
6-1077-171,Eng. Mohammad Nader Omar,63,M,Ind,
6-1081-139,Sayed Abdul Ghafar Pacha,18,M,Ind,
6-1082-3,Noor Alam Halim,27,M,Ind,
6-1093-99,Ibrarullah Murad,56,M,Ind,
6-1094-29,Mohammad Anwar Sultani,78,M,Ind,
6-1117-86,Sayed Hakim Shah Meyakhel,50,M,Ind,
6-1118-198,Zabiullah Amin,102,M,Ind,
6-1125-76,Taher Hassan Shinwari,97,M,Ind,
