"Province","اسم ولایت","District","اسم ولسوالی","Polling Center Name and Location","موقیعت مرکز رایدهی","Prov","Dist","ProvDist","PC Code /
کود  مرکز رای دهی","Estimated Voters/
تخمین رای دهندگان","Total PS/
تعداد محلات","Male/
مرد","Female/
زن","Kuchi/
کوچی","Accessibility/
دسترسی"
"Badghis","بادغیس","JAWAND","جوند","Orgo village mosque","مسجد فریه اورگو, اورگو",23,5,2305,2305108,1000,2,1,1,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","JAWAND","جوند","Takhte zard village mosque","مسجد فریه تخت زرد, تخت زرد",23,5,2305,2305109,1000,2,1,1,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","JAWAND","جوند","Gho kalan village, gho kalan","فریه غو کلان, غو کلان",23,5,2305,2305110,1000,2,1,1,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","JAWAND","جوند","Dahane do Aabi,","فریه دهن دو آبی, دهن دو آبی",23,5,2305,2305111,1000,2,1,1,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","JAWAND","جوند","Robat mosque","مسجد ربات, ربات",23,5,2305,2305112,1000,2,1,1,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","JAWAND","جوند","Robatak mosque","مسجد رباتک, رباتک",23,5,2305,2305113,1000,2,1,1,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","JAWAND","جوند","Shor Aabak mosque","مسجدشور آبک, شور آبک",23,5,2305,2305114,1000,2,1,1,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","JAWAND","جوند","Yakum rawak village","مسجد یک میراوک, یک میراوک",23,5,2305,2305115,1000,2,1,1,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","JAWAND","جوند","Koja lalbai village","فریه کوجه لال بای, کوجه لال بای",23,5,2305,2305116,1000,2,1,1,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","JAWAND","جوند","chamanbed village","فریه چمن بید, چمن بید",23,5,2305,2305119,1200,2,1,1,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","JAWAND","جوند","Dahan khursi village","فریه دهن خیسی, دهن خیسی",23,5,2305,2305120,1000,2,1,1,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","JAWAND","جوند","Sebak village","فریه سیبک, سیبک",23,5,2305,2305121,840,2,1,1,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","JAWAND","جوند","Tagab alam district premise","تعمیر ولسوالی تکاب الم, تکاب الم",23,5,2305,2305123,1000,2,1,1,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","JAWAND","جوند","Dahan daramullah yar mosque","دهن درم الله یار؛مسجد,",23,5,2305,2305179,640,2,1,1,0,"ازمرکز ولسوالی توسط اسپ"
"Badghis","بادغیس","JAWAND","جوند","Somba kaich mosque","سمبه کیچ ؛ مسجد,",23,5,2305,2305180,600,2,1,1,0,"ازمرکز ولسوالی توسط اسپ"
"Badghis","بادغیس","GHORMACH","غورماچ","Ghormach center School, Ghormach","مکتب مرکز غورماچ, غورماچ",23,6,2306,2306124,1920,4,3,1,0,"اکمالات توسط طیاره"
"Badghis","بادغیس","GHORMACH","غورماچ","Abgarmak Village, Abgarmak","فریه آب گرمک, آب گرمک",23,6,2306,2306125,1000,3,2,1,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","GHORMACH","غورماچ","Shorgul Khan village Mosque","مسجد فریه شورگل خان, شورگل خان",23,6,2306,2306134,1000,3,2,1,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","GHORMACH","غورماچ","Qala Wali Primary school, Qala wali","مکتب ابتدای قلعه ولی, قلعه ولی",23,6,2306,2306136,1000,3,2,1,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","GHORMACH","غورماچ","Fatah village Mosque, Fatah Khan","مسجد فریه فتح خان, فتح خان",23,6,2306,2306137,1000,3,2,1,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","GHORMACH","غورماچ","Pabtu village Mosque, Pabtu","مسجد فریه پبتو, پبتو",23,6,2306,2306140,2000,4,3,1,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","GHORMACH","غورماچ","Abgarmak,Abgarmak","ابگرمک, ابگرمک",23,6,2306,2306143,1200,3,0,0,3,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","MURGHAB","بالا مرغاب","Morghab center school","مکتب مرکز مرغاب, مرکز مرغاب",23,7,2307,2307147,2400,3,3,0,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","MURGHAB","بالا مرغاب","Morghab clinic","کلینک مرغاب, مرغاب",23,7,2307,2307148,1440,3,0,3,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","MURGHAB","بالا مرغاب","Joye khoaja school","مکتب جوی حواجه, جوی حواجه",23,7,2307,2307149,2280,3,2,1,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","MURGHAB","بالا مرغاب","Akazi ha school","مکتب اکازی ها, اکازی ها",23,7,2307,2307153,2160,3,2,1,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","MURGHAB","بالا مرغاب","Mahala Mabain school","مکتب محله مابین, محله مابین",23,7,2307,2307167,1000,3,2,1,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","MURGHAB","بالا مرغاب","Mahala Mabain school","مکتب محله پایین, محله پایین",23,7,2307,2307168,1000,3,2,1,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","MURGHAB","بالا مرغاب","Charsong morichaq, mullah sultan mosque","چار سونک موریچاق ؛ مسجد ملا سلطان,",23,7,2307,2307187,1000,3,2,1,0,"ازمرکز ولسوالی توسط موتر"
"Badghis","بادغیس","MURGHAB","بالا مرغاب","Qabchaq kapa baba school","قبچاق کپه بابا ؛ مکتب,",23,7,2307,2307189,700,2,1,1,0,"ازمرکز ولسوالی توسط موتر"
"Baghlan","بغلان","Provincial Center (PUL-I-KHUMRI)","مرکزبغلان - پلخمری","Hawa Female High School, Hawa High School Pul-e-Khumri","لیسه نسوان حوا, لیسه حوا پلخمری",16,1,1601,1601001,3200,5,3,2,0,"سرک"
"Baghlan","بغلان","Provincial Center (PUL-I-KHUMRI)","مرکزبغلان - پلخمری","Beside the Wall of Mine Department, Hazrat Hamza High School, Hazrat Hamza High School","جوار دیوار ریاست معدن، لیسه حضرت حمزه, لیسه حضرت حمزه",16,1,1601,1601002,2400,3,2,1,0,"سرک"
"Baghlan","بغلان","Provincial Center (PUL-I-KHUMRI)","مرکزبغلان - پلخمری","Department of Industry No.5 Infront of Baghlan Province University","ریاست تصدی 5 مقابل پوهنتون ولایت بغلان, تصدی نمبر 5",16,1,1601,1601003,2400,4,2,2,0,"سرک"
"Baghlan","بغلان","Provincial Center (PUL-I-KHUMRI)","مرکزبغلان - پلخمری","Fatematuzzahra High School","لیسه فاطمة الزهرا،, لیسه فاطمه الزهرا",16,1,1601,1601004,1500,4,2,2,0,"سرک"
"Baghlan","بغلان","Provincial Center (PUL-I-KHUMRI)","مرکزبغلان - پلخمری","Mosque Building, Tapa Farhad Village, Shiye Religious Place","عمارت مسجد، قریه تپه فرحد, تکیه خانه تپه فرحد",16,1,1601,1601005,1500,3,2,1,0,"سرک"
"Baghlan","بغلان","Provincial Center (PUL-I-KHUMRI)","مرکزبغلان - پلخمری","Silo Area Near UNHCR Agency, Silo Pul-e-Khumri","ساحه سیلو نزدیک نماینده گی UNHCR, سیلو پلخمری",16,1,1601,1601006,1500,4,2,2,0,"سرک"
"Baghlan","بغلان","Provincial Center (PUL-I-KHUMRI)","مرکزبغلان - پلخمری","Shamraq, Darwaza-e-Pul-e-Khumri","شمرق، دروازه پلخمری, شمرق",16,1,1601,1601007,1200,3,2,1,0,"سرک"
"Baghlan","بغلان","Provincial Center (PUL-I-KHUMRI)","مرکزبغلان - پلخمری","Takia Khana Mosque, Near Transport and Silo, Mullah Eshaq Shiye Religious Place","مسجد تکیه خانه، نزدیک ترانسپورت و سیلو, تکیه خانه ملا اسحاق",16,1,1601,1601008,1200,3,2,1,0,"سرک"
"Baghlan","بغلان","Provincial Center (PUL-I-KHUMRI)","مرکزبغلان - پلخمری","Qeshlaq-e-Bamba, Hazrat Zaid School Near Swedish Committee Office","قشلاق بمبه، مکتب حضرت زید نزدیک دفتر کمیته سویدن, مکتب حضرت زید",16,1,1601,1601009,3000,4,2,2,0,"سرک"
"Baghlan","بغلان","Provincial Center (PUL-I-KHUMRI)","مرکزبغلان - پلخمری","School Number 2","مکتب نمبر دو, مکتب نمبر 2",16,1,1601,1601010,3000,3,2,1,0,"سرک"
"Baghlan","بغلان","Provincial Center (PUL-I-KHUMRI)","مرکزبغلان - پلخمری","Band Do, Band Do High School","بند دو, لیسه بند دو",16,1,1601,1601011,3000,3,2,1,0,"سرک"
"Baghlan","بغلان","Provincial Center (PUL-I-KHUMRI)","مرکزبغلان - پلخمری","Khwaja Kamal Wali High School, Khwaja Kamal Wali School","لیسه خواجه کمال ولی, مکتب خواجه کمال ولی",16,1,1601,1601012,1200,4,2,2,0,"سرک"
"Baghlan","بغلان","Provincial Center (PUL-I-KHUMRI)","مرکزبغلان - پلخمری","Zamankhel Gawsawar - Kunduz Pul-e-Khumri Street, Zamankhel Gawsawar Mosque","زمان خیل گاوسوارا-سرک کندز پلخمری, مسچد زمان خیل گاوسوارا",16,1,1601,1601021,1800,3,2,1,0,"سرک"
"Baghlan","بغلان","Provincial Center (PUL-I-KHUMRI)","مرکزبغلان - پلخمری","Husain Khel Shahabuddin School near Clinic, Husain Khel High School","مکت حسین خیل شعاب الدین نزدیک کلنیک, لیسه حسین خیل",16,1,1601,1601022,3000,3,2,1,0,"سرک"
"Baghlan","بغلان","Provincial Center (PUL-I-KHUMRI)","مرکزبغلان - پلخمری","Pul-e-Khumri Big Mosque, Markaz-e-Shahr","مرکز شهر, مسجد جامع پلخمری",16,1,1601,1601034,6000,2,2,0,0,"سرک"
"Baghlan","بغلان","Provincial Center (PUL-I-KHUMRI)","مرکزبغلان - پلخمری","Chap Daria infront of Qahwa Khana Gardan, Karte Ettefaq","چپ دریا مقابل باغ قهوه خانه, کارته اتفاق",16,1,1601,1601035,1800,3,2,1,0,"سرک"
"Baghlan","بغلان","Provincial Center (PUL-I-KHUMRI)","مرکزبغلان - پلخمری","Qol Qasabi Mosque","مسجد قول قصابی,",16,1,1601,1601228,1200,3,2,1,0,"سرک"
"Baghlan","بغلان","Provincial Center (PUL-I-KHUMRI)","مرکزبغلان - پلخمری","Kocha Panjsheri ha mosque","مسجد کوچه پنجشیری ها,",16,1,1601,1601229,1200,2,1,1,0,"سرک"
"Baghlan","بغلان","Provincial Center (PUL-I-KHUMRI)","مرکزبغلان - پلخمری","Haji Abdull Ghafar Mosque","مسجد حاجی عبدالغفار,",16,1,1601,1601230,1200,2,1,1,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","Baghlan Jadid Sports Club, Left of Girls School, Infront of Police Center","مقابل مرکز پولیس، طرف چپ مکتب نسوان, کلپ ورزشی بغلان جدید",16,2,1602,1602042,2400,3,2,1,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","Char Shanbe Tepa School, West of Temori Village","شمال مسجد جامع-غرب قریه تیموری, مکتب چهاد شنبه تیپه",16,2,1602,1602043,1800,3,2,1,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","Infront of Hassan Tala, Beside Arbab Juma Village","پهلوی قریه ارباب جمعه, بشرهای حسن تلل",16,2,1602,1602044,1800,3,2,1,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","Hofiani Hassan Tal, Infront of Bolak Mardad Village","مقابل قریه بولک مرداد, هوفیانی حسن تال",16,2,1602,1602045,2400,3,2,1,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","New Baghlan Clinic, Second Street, East of Kota hai Shirkat","سرک دوم، شرق کوته های شرکت, کلنیک بغلان جدید",16,2,1602,1602047,2400,3,2,1,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","Beside Kok Chenar Village, Qaisar Kheil","پهلوی قریه کوک چنار, قیصر خیل",16,2,1602,1602048,1800,3,2,1,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","East of Jar Khashak Village, Jar Khashak","شرق قریه جر خشک, جر خشک",16,2,1602,1602049,1800,3,2,1,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","Beside Jelawgir Noor Mohammad Village, Jelawgir","پهلوی قریه جلو گیر نور محمد, جلوگیر",16,2,1602,1602050,1800,3,2,1,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","Old City Clinic, Koche Mamoriat, in the course of Baghlan Pul-e-Khumri Road","در کوچه ماموریت، در مسیر بغلان پلخمری, کلنیک شهر کهنه",16,2,1602,1602053,2400,3,2,1,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","Mia Khel Shaheed School, Street 11, Wali Khel Village","سرک یازده، قریه ولی خیل, مکتب میا گل شهید",16,2,1602,1602054,2400,4,2,2,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","In the course of Nahrain Baghlan Road, Shaikh Jalal","در مسیر سرک نهرین بغلان, شیخ جلال",16,2,1602,1602055,2400,3,2,1,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","New Baghlan Girls High School","مقابل ولسوالی بغلان, لیسه نسوان بغلان جدید",16,2,1602,1602056,2400,3,2,1,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","New Baghlan Municipality Club, In front of Boys High School","مقابل لیسه ذکور- طرف چپ سرک پلخمری, کلوپ شهروالی بغلان جدید",16,2,1602,1602057,2400,3,2,1,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","Old City Mosque, Beside the Public Market, West of City","غرب شهر-متوسل به مارکیت عامه, مسجد شهر کهنه",16,2,1602,1602058,2400,4,2,2,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","Sugar Industry Boys High School, Street 1 of Industrial Baghlan","سرک اول بغلان صنعتی, فابریکه قند لیسه ذکور",16,2,1602,1602059,2400,3,2,1,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","Zarina High School, Mamorin Street beside Agriculture Garden","سرک مامورین پهلوی باغ زراعت, لیسه زرینه",16,2,1602,1602060,2400,4,2,2,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","Street 12, Khwaja Khan Baba","سرک دوازده, خواجه خان بابا",16,2,1602,1602061,2400,3,2,1,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","New Baghlan Big Mosqe, Infront of Kota-e-Setara, In the course of Tajikan Village","در مسیر قریه تاجکان-رودرروی کوته ستاره, مسجد جامع بغلان جدید",16,2,1602,1602062,2400,3,2,1,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","New Baghlan Public Health Department, Beside Kota-e-Setara","پهلوی کوته ستاره, صحت عامه بغلان جدید",16,2,1602,1602063,2400,3,2,1,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","Beside Old City Right of Street 8, Hasan Tal Nazukmir","پهلوی شهر کهنه راست سرک هشت, حسن تال نازکمیر",16,2,1602,1602067,2200,3,2,1,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","Patan Khel, Cham Qaha","پتن خیل, چم قاعه",16,2,1602,1602073,3000,7,2,1,4,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","Rahis Payenda School","مکتب ریس پاینده جان,",16,2,1602,1602233,1200,3,2,1,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","White Mosque","مسجد سفید,",16,2,1602,1602234,1800,3,2,1,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","Haji Delawar Mosque","مسجد قریه حاجی دلاور,",16,2,1602,1602235,1800,3,2,1,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","Hamat Khail mosque","مسجد همت خیل,",16,2,1602,1602236,1800,3,2,1,0,"سرک"
"Baghlan","بغلان","BAGHLAN JADEED","بغلان جید","Torani ah Village","قشلاق تورانی ها,",16,2,1602,1602237,1192,3,2,1,0,"سرک"
"Baghlan","بغلان","DHANA-I-GHORI","دهنه غوری","Beside Jangaghli, Jangaghli","پهلوی جنگآغلی, جنگاغلی",16,3,1603,1603075,1800,3,2,1,0,"سرک"
"Baghlan","بغلان","DHANA-I-GHORI","دهنه غوری","Wakhshak, In the course of Dahana Ghori wa Wakhchar","در مسیر سرک دهنه غوری و وخچار, وخشک",16,3,1603,1603078,1000,3,2,1,0,"سرک"
"Baghlan","بغلان","DHANA-I-GHORI","دهنه غوری","District Center, In the course of Dahana-e-Ghori Pul-e-Khumri Doshi","در مسیر دهنه غوری پلخمری دوشه, مرکز ولسوالی",16,3,1603,1603085,1200,2,1,1,0,"سرک"
"Baghlan","بغلان","DHANA-I-GHORI","دهنه غوری","In the course of Dahana-e-Ghori wa Khwaja Pak, Taran Khwaja Pak Valley","در مسیر سرک دهنه غوری و خواجه پاک, دره تران خواجه پاک",16,3,1603,1603086,1800,3,2,1,0,"سرک"
"Baghlan","بغلان","DHANA-I-GHORI","دهنه غوری","In the course of Dahana-e-Ghori Sayad wa Khushk, Tajik Hai Dahana","در مسیر دهنه غوری صیاد وخشک, تاجک های دهنه",16,3,1603,1603087,1200,3,2,1,0,"سرک"
"Baghlan","بغلان","DHANA-I-GHORI","دهنه غوری","Khowajack jarob","خواجک جاروب,",16,3,1603,1603239,1200,2,1,1,0,"سرک"
"Baghlan","بغلان","DOOSHI","دوشی","Near Rubat Clinic in the course of Surkh Aab River, Rubat","نزدیک کلنیک رباط در مسیر دریای سرخ آب, رباط",16,4,1604,1604093,1800,3,2,1,0,"سرک"
"Baghlan","بغلان","DOOSHI","دوشی","Infront of Public Houses and Bagh-e-Bala, Talakhtan","مقابل خانه های عامه و باغ بالا, تلختان",16,4,1604,1604094,1600,3,2,1,0,"سرک"
"Baghlan","بغلان","DOOSHI","دوشی","Shotor Jangal, Taala Street, Infront of Kalan Guzar","مقابل کلان گزر، سرک تاله, شترجنگل",16,4,1604,1604095,1800,3,2,1,0,"سرک"
"Baghlan","بغلان","DOOSHI","دوشی","Infront of the river near the Public Houses, Kalan Guzar","مقابل دریا نزدیک خانه های عامه, کلان گذر",16,4,1604,1604096,1600,3,2,1,0,"سرک"
"Baghlan","بغلان","DOOSHI","دوشی","Infront of the river near the Public Houses, Chehl Kapa","مقابل دریا نزدیک خانه های عامه, چهل کپه",16,4,1604,1604097,1164,3,2,1,0,"سرک"
"Baghlan","بغلان","DOOSHI","دوشی","Beside Doshi Studio near Agriculture Directorate, Qala Kaian","پهلوی استدیوی دوشی نزدیک مدیریت زراعت, قلعه کیان",16,4,1604,1604098,1200,3,2,1,0,"سرک"
"Baghlan","بغلان","DOOSHI","دوشی","Infront of Doshi Khenjan Street near Beyd Dara Bridge, Awaran Karo","مقابل سرک دوشی خنجان نزدیک پل بید دره, آواران کرو",16,4,1604,1604099,1800,4,2,2,0,"سرک"
"Baghlan","بغلان","DOOSHI","دوشی","In front of Zahrabi Street near the Mountain of Doshi Center","مقابل سرک ظهرابی نزدیک کوه, مرکز دوشی",16,4,1604,1604100,1800,3,2,1,0,"سرک"
"Baghlan","بغلان","DOOSHI","دوشی","Dosti School, In the course of Doshi and Khenjan Street, near Beyd Dara-e-Taghak Bridge","در مسیر سرک دوشی و خنجان- نزدیک پل بید دره, تغک، مکتب دوستی",16,4,1604,1604101,1800,4,2,2,0,"سرک"
"Baghlan","بغلان","DOOSHI","دوشی","In front of River and Lower Houses of the Village, Zahrabi","مقابل دریا و خانه های پائین قریه, ظهرابی",16,4,1604,1604102,1800,3,2,1,0,"سرک"
"Baghlan","بغلان","DOOSHI","دوشی","Infront of Doshi Street, West of Kelagai Clinic, Kelagai","مقابل سرک دوشی غرب کلنیک کیله گی, کیله گی",16,4,1604,1604103,1800,4,2,2,0,"سرک"
"Baghlan","بغلان","DOOSHI","دوشی","In the course of Doshi Khenjan, West of Clinic and Market of Pushta Kanda Sang","در مسیرسرک دوشی خنجان غرب کلنیک و مارکیت, پشته کنده سنگ",16,4,1604,1604104,1800,3,2,1,0,"سرک"
"Baghlan","بغلان","DOOSHI","دوشی","Beside Chardar Clinic, Chardar","پهلوی کلنیک چاردر, چار در",16,4,1604,1604105,1000,4,2,2,0,"سرک"
"Baghlan","بغلان","DOOSHI","دوشی","In Markaz-e-Doshi Larkhab Bridge, Zard Sang","بین مرکز دوشی پل لرخواب, رزد سنگ",16,4,1604,1604106,1200,3,2,1,0,"سرک"
"Baghlan","بغلان","DOOSHI","دوشی","Beside Zard Sang and Zahrabi Villages, Larkhwab","پهلوی زردسنگ و قریه های ظهرابی, لرخواب",16,4,1604,1604107,1100,4,2,2,0,"سرک"
"Baghlan","بغلان","DOOSHI","دوشی","Rah Gulak Valley, Khwaja Zaid","دره راه گلک, خواجه زید",16,4,1604,1604108,1800,3,2,1,0,"سرک"
"Baghlan","بغلان","DOOSHI","دوشی","In the course of Doshi -Pul-e-Khumri Road, Qara Daka","در مسیر سرک دوشی-پلخمری, قره دکه",16,4,1604,1604109,1000,4,2,2,0,"سرک"
"Baghlan","بغلان","DOOSHI","دوشی","Doshi",", دوشی",16,4,1604,1604110,1800,3,2,1,0,"سرک"
"Baghlan","بغلان","DOOSHI","دوشی","Khan Mohammad Naseri Village","داخل قریه, خان محمد ناصری",16,4,1604,1604111,1200,4,0,0,4,"سرک"
"Baghlan","بغلان","DOOSHI","دوشی","Zarghah Village mosque","مسجد قریه زارغه,",16,4,1604,1604240,1800,3,2,1,0,"سرک"
"Baghlan","بغلان","KHENJAN","خنجان","Beside Hospital- In the course of Kabul-Pul-e-Khumri Road, Center of Khenjan City","پهلوی شفاخانه- در مسیر سرک کابل پلخمری, مرکز شهر خنجان",16,5,1605,1605112,3600,5,3,2,0,"سرک"
"Baghlan","بغلان","KHENJAN","خنجان","Waliyan Village, In the course of Khenjan and Walyan","در مسیر خنجان و ولیان, قریه ولیان",16,5,1605,1605113,1800,3,2,1,0,"سرک"
"Baghlan","بغلان","KHENJAN","خنجان","Khoshkak Bajga Village, In the course of Pul-e-Khumri Khenjan Road","در مسیر سرک پلخمری و خنجان, قریه خوشکک باجگه",16,5,1605,1605114,1200,3,2,1,0,"سرک"
"Baghlan","بغلان","KHENJAN","خنجان","Lalmayee Village, In the course of Khenjan-Kabul Road","در مسیر سرک خنجان کابل, قریه للمه ئی",16,5,1605,1605115,1000,3,2,1,0,"سرک"
"Baghlan","بغلان","KHENJAN","خنجان","Beside Agricultural Lands, Gazan Payan","پهلوی زمین های زراعتی, گزان پایان",16,5,1605,1605116,1136,2,1,1,0,"سرک"
"Baghlan","بغلان","KHENJAN","خنجان","Bajaga Village, In the course of Khenjan Pul-e-Khumri Road","در مسیر سرک خنجان پلخمری, قریه باجگه",16,5,1605,1605117,1200,2,1,1,0,"سرک"
"Baghlan","بغلان","KHENJAN","خنجان","Amrod Desert, South of Bano and Khenjan Road","جنوب سرک بنو و خنجان, دشت امرود",16,5,1605,1605118,1200,2,1,1,0,"سرک"
"Baghlan","بغلان","KHENJAN","خنجان","Khob Dara, Khob Dara Village","میان قریه خوب دره, خوب دره",16,5,1605,1605119,1200,2,1,1,0,"سرک"
"Baghlan","بغلان","KHENJAN","خنجان","faraq dara mosque","مسجد فراق دره,",16,5,1605,1605241,1200,3,2,1,0,"سرک"
"Baghlan","بغلان","BANO ANDARAB","اندراب","Yoch Village, Beside the River and the Street near Yoch Kapa","پهلوی دریا و سرک نزدیک یوچ کپه, قریه یوچ",16,6,1606,1606120,1200,3,2,1,0,"سرک"
"Baghlan","بغلان","BANO ANDARAB","اندراب","Sar Pul Village, North of Mountain and Near the River","طرف شمال کوه- و نزدیک دریا, قریه سرپل",16,6,1606,1606121,1200,3,2,1,0,"سرک"
"Baghlan","بغلان","BANO ANDARAB","اندراب","Kashan Abad Village Mosque, Beside Pul-e-Kuhna Village inside Dahan-e-Kashan Abad Village","پهلوی قریه پل کهنه میان قریه دهن کشن آباد, مسجد قریه کشن آباد",16,6,1606,1606122,1600,4,3,1,0,"سرک"
"Baghlan","بغلان","BANO ANDARAB","اندراب","Center of Bano City, Beside the River, Infront of Mountain","پهلوی دریا مقابل کوه, مرکز شهر بنو",16,6,1606,1606123,2000,5,3,2,0,"سرک"
"Baghlan","بغلان","BANO ANDARAB","اندراب","Khoshdara, Beside Woch Village near the River","پهلوی قریه وچ نزدیک دریا, خوشدره",16,6,1606,1606124,1500,3,2,1,0,"سرک"
"Baghlan","بغلان","BANO ANDARAB","اندراب","Kaftar Khana Village, Beside Woch Village Behind the River","پهلوی قریه وچ عقب دریا, قریه کفتر خانه",16,6,1606,1606125,1500,3,2,1,0,"سرک"
"Baghlan","بغلان","BANO ANDARAB","اندراب","In the course of Daragi and Khwaja Street - Close to Daragi Khoj Mountain","در مسیر دره گی و سرک خواجه- متوصل به کوه, دره گی خوج",16,6,1606,1606126,800,3,2,1,0,"سرک"
"Baghlan","بغلان","BANO ANDARAB","اندراب","Sapich Village, near Selbord, Sapich","نزدیک سیلبرد، داخل قریه سپیچ, سپیچ",16,6,1606,1606127,728,3,2,1,0,"سرک"
"Baghlan","بغلان","BANO ANDARAB","اندراب","laghak mosque","مسجد لغک,",16,6,1606,1606242,800,3,2,1,0,"سرک"
"Baghlan","بغلان","NAHREEN","نهرین","Kohna Qala, Behind Humayoun Shah Village","عقب قریه همایون شاه, کهنه قلعه",16,7,1607,1607128,1200,3,2,1,0,"سرک"
"Baghlan","بغلان","NAHREEN","نهرین","Area of Badam Dara near Anwar House, Badam Dara Salangi","ساحه بادام دره نزدیک خانه انور, بادام دره سالنگی",16,7,1607,1607129,1800,3,2,1,0,"سرک"
"Baghlan","بغلان","NAHREEN","نهرین","Karez Village near Karez Fountain, Karez Fountain","داخل قریه کاریز نزدیک چشمه کاریز, چشمه کاریز",16,7,1607,1607130,1800,2,1,1,0,"سرک"
"Baghlan","بغلان","NAHREEN","نهرین","Almato School, In the middle of Public Houses, Almato","مکتب المتو، میان خانه های عامه, المتو",16,7,1607,1607131,800,3,2,1,0,"سرک"
"Baghlan","بغلان","NAHREEN","نهرین","Arakash School in the course of Nahrain and Baghlan, Arakash","مکتب اره کش در مسیر نهرین و بغلان, اره کش",16,7,1607,1607132,1800,3,2,1,0,"سرک"
"Baghlan","بغلان","NAHREEN","نهرین","Baraqi Village in the course of Nahrain Baghlan Street, Baraqi Kahgadai","مسیر سرک نهرین بغلان میان قریه بره قی, بره قی کهگدای",16,7,1607,1607133,800,3,2,1,0,"سرک"
"Baghlan","بغلان","NAHREEN","نهرین","In the middle of Public Houses infront of Lakan Khel School, Lakan Khel","میان خانه های عامه مقابل مکتب لکن خیل, لکن خیل",16,7,1607,1607134,3000,5,1,1,3,"سرک"
"Baghlan","بغلان","NAHREEN","نهرین","Subhan Village, Beside the mountain and infront of Buzdara Village","پهلوی کوه و مقابل قریه بزدره, قریه سجان",16,7,1607,1607135,1200,3,2,1,0,"سرک"
"Baghlan","بغلان","NAHREEN","نهرین","Behind Khwaja Khezer, Khwaja Khezer","عقب خواجه خضر, خواجه خضر",16,7,1607,1607136,1200,2,1,1,0,"سرک"
